zpid,latest_salemonth,latest_saleyear
29425210,2,2019
29431209,8,2018
29422708,9,2019
29428703,5,2018
29422692,7,2020
29425183,2,2020
29427682,1,2020
29422679,8,2018
29423390,7,2019
29422678,7,2020
29428676,4,2018
29431175,6,2020
29428670,9,2018
29420667,4,2019
29425165,9,2020
29420664,2,2019
29432161,2,2019
29420661,5,2018
29427486,8,2020
29427660,7,2020
29432158,7,2019
29422658,2,2019
29431156,6,2020
29432153,8,2018
29422652,2,2018
29426650,5,2018
29422648,1,2019
29431147,9,2020
29425147,10,2019
29423645,12,2020
29425141,3,2020
29423639,9,2020
29427638,7,2019
29423638,5,2019
29422638,7,2019
29428637,4,2020
29422634,11,2020
29420632,6,2019
29423630,9,2020
29420629,3,2020
29423627,10,2018
29427626,7,2019
29420623,7,2019
29427620,6,2018
29425118,7,2018
29423615,3,2019
29430114,8,2019
29425113,2,2020
29420612,7,2019
29430107,9,2018
29431485,9,2019
29426606,6,2019
29425105,5,2018
29422604,6,2020
29430103,8,2018
29427602,12,2020
29423601,12,2019
29431099,4,2018
29431097,11,2019
29422597,6,2020
29423596,9,2018
29420595,6,2019
29430092,7,2019
29425092,3,2020
29425091,9,2019
29427582,6,2020
29431077,10,2020
29430075,11,2019
29428573,7,2018
29426573,3,2019
29423573,2,2018
29425071,10,2019
29421571,2,2018
29421569,5,2018
29430067,2,2019
29423562,4,2019
29431058,12,2018
29430055,3,2019
29432554,12,2018
29431054,4,2020
29425053,6,2020
29430052,4,2019
29430051,5,2018
29425050,5,2019
29427549,1,2019
29431548,8,2019
29430047,12,2018
29425046,9,2018
29430045,7,2020
29425043,6,2018
29423542,11,2020
29431540,6,2019
29431539,9,2018
29427539,3,2019
29425036,7,2019
29423536,2,2019
29425034,9,2020
29430033,5,2019
29428533,1,2019
29423533,10,2019
29422527,5,2020
29432526,12,2018
29425025,9,2020
29427592,9,2020
29431523,3,2020
29421523,12,2019
29425021,12,2019
29431518,7,2020
29428516,4,2019
29425016,4,2019
29430015,10,2018
29423509,5,2019
29422509,6,2018
29425008,9,2019
29422508,10,2020
29422507,10,2019
29425006,3,2020
29422506,11,2018
29422503,5,2018
250825998,3,2020
29586997,11,2018
121722485,12,2019
96640485,7,2020
29547937,1,2020
89654915,12,2019
29586913,8,2019
29586909,5,2018
121721381,9,2020
29586877,7,2019
96639366,8,2020
29575497,11,2020
29575490,1,2019
29376983,5,2020
29375483,11,2020
29375481,1,2019
29375474,11,2020
29445961,1,2018
29575458,4,2020
29364997,3,2019
29595455,11,2019
29371495,7,2019
29364995,1,2019
29595449,9,2019
29445947,3,2018
29369490,8,2018
29371988,7,2019
29443991,8,2020
29369988,3,2018
29557437,11,2020
58304990,6,2018
29369986,7,2020
29377929,2,2020
58305989,11,2019
29369980,10,2018
29575428,1,2019
114406977,3,2018
29443988,4,2018
29364977,6,2020
29441983,6,2020
29376928,5,2018
29371975,10,2020
29557427,5,2019
29377926,6,2020
29371973,8,2018
29376925,1,2018
29377922,9,2019
29443970,2,2018
29369472,2,2018
29376921,6,2019
29364971,4,2018
29575418,12,2019
29439465,7,2020
29366469,8,2019
29443963,11,2019
29371966,4,2019
29582401,6,2018
29369465,6,2018
29443959,10,2020
29371961,12,2020
58304958,4,2019
29582387,2,2018
29369461,2,2020
29439456,7,2020
29447379,8,2018
29366461,2,2018
29443954,5,2018
29442040,12,2020
29447369,5,2018
29369456,8,2020
29574863,2,2018
29364955,9,2020
58306947,6,2020
29575362,8,2018
29366453,10,2020
29438446,4,2019
29442437,11,2020
29447351,9,2020
29442436,10,2018
29574836,6,2019
29438436,3,2019
70352935,9,2020
29447317,8,2019
29371443,6,2019
29445935,7,2019
29371940,9,2018
29447312,3,2019
29367779,12,2020
29438424,5,2018
29377148,12,2020
29369439,7,2019
29445923,7,2020
58305919,4,2018
29364974,1,2021
83827417,1,2019
29369436,8,2018
29574768,5,2018
29442415,12,2020
29591751,10,2020
29366432,4,2020
29591738,7,2019
29369931,3,2019
29442413,12,2019
29591731,6,2020
29438411,1,2020
29369429,6,2018
29373729,8,2020
29445910,7,2019
29369927,2,2018
58305906,6,2018
29371925,7,2018
29377216,9,2020
29591714,10,2019
29442402,10,2018
29373712,7,2019
29373711,9,2020
29367923,4,2020
29366421,2,2018
29439400,2,2019
29377210,9,2020
29366420,1,2020
29369917,3,2020
29447205,9,2019
58305893,1,2019
29366416,11,2019
29371915,5,2018
29439391,10,2020
29371913,6,2020
29591691,7,2019
83817902,1,2021
29591686,4,2019
29439384,11,2020
29377180,6,2018
29366410,1,2018
29442382,9,2020
29369909,5,2018
29371376,10,2020
29447175,2,2020
29369409,6,2020
58305875,6,2019
29377169,9,2019
29367908,6,2018
29438373,11,2019
29373906,7,2018
29447165,1,2020
58305870,6,2018
185186664,6,2019
29439369,8,2020
29369906,5,2020
29438363,5,2019
29369903,5,2020
29442355,9,2018
29591661,7,2018
29369401,1,2020
29442352,11,2020
29375661,7,2018
29367900,1,2019
29438351,12,2019
29591656,6,2018
29439343,8,2019
29367899,7,2019
29446296,9,2020
29584654,12,2019
29373895,6,2020
70340190,3,2019
29438334,8,2019
29591651,5,2018
29373893,12,2020
58305829,7,2018
29584648,3,2020
29371391,12,2019
29442328,4,2020
29446134,1,2019
29366391,4,2019
29442319,12,2018
29584642,10,2018
29367889,10,2019
29439313,7,2020
29371799,12,2020
29438312,7,2018
29438308,3,2019
29447127,4,2019
58305078,12,2020
29369384,5,2020
29367306,5,2019
29365383,5,2019
29439480,12,2020
29369882,7,2020
29584613,8,2018
29438301,3,2018
29371881,6,2019
29447102,5,2018
29442297,10,2018
29366379,9,2020
29598597,2,2019
29439295,9,2020
29369378,7,2018
29369877,10,2018
29439294,6,2020
29442293,10,2018
29366375,11,2020
29439292,3,2018
29377078,1,2019
29369373,9,2020
29446068,5,2019
29439288,11,2020
29367367,11,2019
29377058,6,2020
29438281,2,2019
120899363,10,2018
29447499,12,2018
29439279,8,2018
29369860,3,2018
29371857,4,2019
29598552,11,2019
29449497,12,2020
29366357,3,2018
29446049,2,2019
29439274,11,2020
29454496,7,2018
29365357,6,2018
29375549,6,2020
29453994,6,2020
29371853,5,2018
58305904,9,2018
29447494,6,2019
29369853,12,2020
29377041,12,2018
29438264,10,2020
29369846,7,2020
29582540,3,2019
29442257,10,2018
54515255,2,2018
29369343,6,2020
29582535,11,2019
29369840,5,2018
29450985,8,2018
29450984,4,2018
29366339,12,2018
29449483,10,2018
29446033,1,2020
29444240,2,2019
29446032,7,2020
29369336,4,2019
29444239,9,2019
29454481,7,2018
29446029,10,2020
29369239,8,2018
29447481,11,2019
29582527,4,2018
29366550,7,2018
114406737,10,2020
29440689,11,2020
29443472,9,2019
29440971,8,2019
29445285,12,2020
29444961,11,2019
29445346,12,2020
58307452,8,2018
29445451,6,2020
29441033,12,2020
29444943,8,2019
29443441,3,2019
64842439,9,2019
29443438,3,2020
58307437,8,2020
29445437,7,2018
29442994,6,2019
119621834,7,2019
119621323,12,2018
89656823,10,2018
251032318,1,2021
2088041511,12,2020
89662828,12,2020
29603302,3,2019
2084102799,11,2019
241931284,9,2019
2088690279,1,2020
119619758,7,2020
125903747,4,2018
241931246,10,2020
241931239,1,2019
89660728,6,2020
89657217,5,2020
145657715,11,2020
89657187,9,2018
119619183,4,2019
145654677,7,2019
114406175,4,2019
114406161,2,2019
29455648,1,2020
89659122,2,2018
119615099,9,2019
124719575,6,2020
125903569,3,2018
145653061,4,2018
89662061,4,2018
125916058,9,2019
89661051,6,2019
29487943,12,2020
145656555,12,2020
29500430,10,2020
29468395,3,2019
79982268,6,2019
79982258,4,2019
79982243,4,2018
29465449,7,2020
124840444,5,2020
29464107,11,2020
29465439,9,2020
145652938,11,2020
29464938,3,2018
29463437,10,2020
29462372,1,2021
29461846,12,2020
80098922,8,2019
2136613421,5,2019
29463419,12,2020
80087907,11,2018
29463904,7,2019
124839901,7,2019
29463901,12,2019
241930979,9,2020
29463895,11,2020
79980893,12,2019
29463390,5,2018
29462390,5,2020
29463387,1,2019
79980886,7,2019
305428385,11,2020
29464883,11,2020
29464881,3,2020
79980880,11,2018
145658378,11,2020
29464875,10,2018
241937873,1,2019
29463372,10,2018
145656366,7,2018
80099866,10,2020
29461866,1,2019
29463362,6,2018
29464861,7,2020
29461861,10,2018
80105359,6,2018
2079734358,9,2020
79982357,3,2018
63837857,10,2020
29461853,4,2018
63228475,3,2019
29461845,6,2018
2093357343,8,2018
251030914,2,2020
80090325,7,2019
250997474,6,2020
2079912816,6,2020
80088313,1,2020
29462974,4,2020
29463310,7,2020
29463303,7,2019
120897300,6,2018
145657299,3,2018
79982299,11,2018
79982297,2,2020
70345794,12,2018
29462293,6,2018
70345789,6,2020
79982286,8,2019
70345786,5,2019
29462285,6,2018
29463283,6,2018
29463281,7,2019
80107778,2,2019
79982271,5,2020
29462271,11,2019
29462269,8,2019
80107767,10,2018
70345767,8,2020
29463267,4,2019
29463264,10,2019
29463468,3,2019
29462259,9,2019
80097258,3,2020
120895255,9,2020
80089753,7,2018
29462251,3,2018
70345750,6,2019
145657748,12,2019
119628247,3,2020
79982246,10,2018
79977244,7,2018
70345744,3,2019
62607242,5,2020
29462239,12,2020
70345734,7,2020
241930733,6,2020
124845231,6,2019
29462229,12,2019
29462227,11,2018
80093222,8,2018
29463222,9,2019
62607221,9,2020
124837220,3,2019
80092714,4,2019
120901705,9,2019
69814700,3,2020
120899190,7,2018
29463188,6,2019
29462186,2,2019
29463184,12,2019
83819680,5,2020
80099180,6,2019
145658174,12,2019
83813174,5,2019
119623673,10,2019
80086671,5,2018
145658167,12,2020
119619664,6,2018
29463159,5,2020
305425655,6,2020
124842155,8,2018
80098151,7,2020
80106645,7,2019
145655642,9,2020
144343622,4,2018
29461905,2,2020
241930616,10,2020
80088612,9,2019
145656110,4,2019
124841110,3,2018
64578606,4,2018
2078792099,9,2020
251031858,8,2020
29464097,8,2018
29461963,5,2020
80090593,4,2018
2083610083,8,2019
80094083,4,2018
305433080,6,2020
29464079,10,2020
80107076,12,2020
29464076,9,2020
2079895574,6,2020
145655572,12,2018
29464069,12,2019
125916067,8,2020
29465457,10,2019
29463394,12,2020
80100057,2,2020
83814056,7,2020
80108056,9,2019
80102056,12,2019
251032555,7,2020
124843050,6,2020
69809046,7,2018
80098545,11,2019
69809042,7,2019
29463456,7,2020
2091380537,10,2020
29464028,12,2019
29463455,3,2020
69809024,11,2020
29462023,1,2020
251029954,1,2021
29463454,4,2020
69809021,3,2019
145656020,12,2019
80107018,7,2019
69809017,6,2019
29464017,7,2018
145656452,3,2018
29463927,5,2019
145657505,9,2019
29465503,11,2020
29463254,10,2018
29465500,7,2020
29420959,2,2018
29418454,2,2018
29411939,4,2019
119623829,11,2019
29420936,12,2018
80079828,3,2020
69692496,6,2020
121656402,11,2018
145653413,7,2018
96536821,8,2019
145653412,10,2018
29412925,8,2020
29421894,10,2019
84142319,6,2020
29420922,10,2019
111372408,12,2019
250400315,12,2019
2082306887,11,2019
111373407,2,2019
29413918,9,2020
303836811,2,2020
29412916,4,2019
29421905,3,2019
2085513810,12,2019
29421886,7,2019
29407630,12,2020
29420912,8,2019
29419903,9,2020
70326882,10,2019
2084292310,4,2020
70326997,10,2019
29412906,6,2018
29413905,12,2018
145654878,6,2019
241931993,12,2020
125914877,8,2019
119630805,7,2018
29404876,5,2018
84131803,6,2019
119623485,6,2020
29419875,5,2020
89407793,1,2020
119632873,3,2020
29419872,4,2018
29419867,10,2019
119622792,7,2020
119629256,12,2020
89404788,4,2019
119629286,12,2019
119624286,12,2019
114157284,9,2019
29404861,11,2018
29421978,10,2018
84140779,4,2018
111371830,12,2020
29421857,8,2019
58301352,4,2018
29421851,9,2018
114157278,9,2020
145652348,10,2018
58301473,9,2020
29421848,5,2018
58301471,6,2018
29415848,10,2019
84136268,3,2020
29404848,3,2019
84131768,12,2020
29419846,3,2020
29421969,3,2020
119624767,8,2020
58301468,2,2020
58301342,6,2019
122141766,8,2019
29404840,4,2019
122188764,8,2019
29419839,2,2020
29421968,9,2018
303840259,10,2020
125805837,4,2019
114157259,8,2019
58301337,12,2018
125089959,7,2020
2091752753,6,2018
58301459,10,2020
119624252,10,2018
29421958,11,2020
114157251,11,2018
29404825,12,2018
114157250,6,2018
29421824,12,2019
122186247,12,2018
29404820,3,2019
58301316,7,2018
250400725,2,2019
29419816,8,2019
111963222,7,2019
114156721,4,2020
29408814,9,2020
84136714,3,2020
111371313,4,2018
70338445,8,2018
89414708,10,2020
29408807,2,2020
243292699,2,2020
29415806,6,2019
303836196,3,2020
58301302,11,2020
250400696,5,2019
121658798,2,2020
119626798,4,2020
89413692,4,2020
84130691,5,2018
250400686,4,2019
250400685,6,2020
29408794,5,2020
243292681,12,2018
29419791,5,2019
119627177,7,2020
121651444,11,2019
29415791,2,2019
243292672,6,2019
250400671,2,2019
29419789,1,2019
2084574169,3,2020
67388669,4,2019
29402781,10,2018
63296780,5,2018
29421779,5,2019
111962666,11,2020
243292662,5,2020
119618943,9,2019
145655272,7,2019
29421770,7,2020
243292661,6,2018
29415770,2,2018
2085050656,4,2020
243292655,4,2020
119620442,7,2020
125255154,6,2018
29421769,6,2020
29410268,8,2020
243292647,10,2019
29410264,4,2020
84131647,6,2019
125903263,10,2019
29410263,7,2020
202190144,5,2019
2089819262,9,2018
67388640,9,2019
70334262,3,2018
84132139,3,2019
29410262,2,2019
70326938,8,2018
125252138,2,2018
70334261,3,2019
29410261,12,2019
67388638,10,2020
250400637,9,2020
58301760,10,2019
303836135,5,2020
122186635,6,2019
29421759,7,2020
243293133,2,2020
119632258,8,2018
243292628,12,2019
70334255,7,2020
122186618,11,2019
121656254,12,2019
84132126,10,2020
70334254,3,2019
119556614,9,2019
89415111,5,2019
70334253,6,2020
69686105,8,2019
70338436,7,2018
243294104,7,2020
125234103,10,2018
250400591,9,2020
84139166,11,2018
250400089,3,2020
58301745,6,2020
80086084,7,2020
2078057740,12,2020
202137342,6,2020
84133081,7,2018
145550234,12,2019
29421932,6,2019
202190580,7,2019
145550232,10,2020
243294071,11,2018
29415732,9,2018
114157283,5,2019
70334231,12,2020
29415731,6,2018
119557562,3,2019
96632061,2,2018
145550230,7,2020
243294557,5,2018
29415730,2,2019
119618057,9,2019
70334229,2,2020
84076548,2,2019
29415729,10,2020
80080048,7,2020
84076546,5,2018
202136952,8,2018
70334227,3,2018
70334226,3,2018
299721537,8,2020
80082032,7,2020
29415726,9,2020
62571530,8,2019
70334225,4,2018
111964529,11,2019
29415723,10,2019
111371431,9,2020
84132028,10,2019
121654722,9,2018
202137527,7,2020
111373221,2,2020
29415721,12,2018
299721525,12,2019
202190525,2,2020
202137524,9,2020
121654714,6,2019
70334208,7,2018
84133019,6,2018
70334206,8,2020
70334205,2,2018
202137515,8,2020
121658429,8,2020
145654204,6,2019
84131014,10,2019
70334203,6,2018
125230511,12,2019
70334201,9,2018
125254009,7,2020
122141008,4,2018
111371700,6,2019
119615007,8,2020
70334200,6,2020
89404506,5,2019
111964502,11,2020
121656199,2,2019
70334198,8,2020
84076987,11,2019
28607483,10,2019
29402694,3,2020
67384481,8,2019
70334193,4,2018
28587981,4,2020
29421928,11,2019
29415688,8,2019
80077472,7,2019
28587967,6,2020
2087879680,8,2019
96563965,12,2019
29415678,5,2020
111372174,2,2019
119617947,7,2020
28584946,9,2019
58301671,10,2020
119625499,3,2018
28587927,11,2020
2143441667,7,2019
28597926,12,2019
111372667,4,2020
96554925,4,2019
28597925,11,2018
119630422,8,2020
119618162,5,2020
119624420,3,2020
119618672,9,2019
64879918,6,2018
29415660,11,2019
122517414,4,2020
29415659,12,2018
111373658,7,2019
28587911,4,2019
114156910,9,2020
29415652,1,2018
114156908,7,2018
119617150,11,2019
28589407,4,2019
29415648,7,2020
83820405,5,2019
241931145,9,2019
28589404,8,2018
29407644,12,2020
122185897,12,2018
29415642,10,2018
89406896,4,2019
29404642,2,2019
2077895889,10,2020
29404641,8,2019
111373138,10,2019
63596880,4,2020
29417634,8,2018
111373133,11,2019
63596878,3,2019
29404632,6,2019
122187375,3,2018
29404630,5,2019
63596871,8,2018
63596867,7,2020
121655622,2,2020
63596866,12,2018
241935120,8,2019
202140864,8,2020
29407619,12,2019
28601857,5,2018
96622854,2,2020
29407616,2,2019
119620848,7,2019
29407612,7,2020
96616348,10,2019
28601848,11,2019
96565341,6,2020
29415606,12,2018
84136841,7,2020
121658104,7,2020
55299840,3,2018
89406316,4,2020
2089856310,1,2020
29415600,11,2018
202137310,9,2020
114157308,6,2020
29407595,10,2018
114157307,5,2018
114157306,9,2018
29407593,10,2020
114157301,1,2019
202137298,2,2019
29410328,2,2019
29404589,11,2019
84134291,5,2018
84129791,8,2018
96581787,1,2019
111372586,2,2018
94729785,2,2019
119629281,12,2020
29404579,2,2020
2093866778,3,2018
29401078,10,2019
119618305,7,2020
121657577,6,2020
111965777,11,2019
121656068,4,2019
96568275,5,2019
29404566,11,2020
111961773,5,2019
121657064,9,2020
29404564,5,2018
28595767,10,2018
29415562,11,2019
28595764,7,2020
144271054,11,2019
29404553,10,2018
121654549,10,2018
2087666753,2,2019
29404549,2,2020
28595753,3,2018
29401049,9,2019
28595751,5,2018
125916046,11,2020
28595748,8,2019
70327046,5,2020
145653545,6,2020
70327045,8,2020
96629741,12,2018
28595737,12,2018
28587235,3,2018
29404543,4,2020
67386230,7,2019
29404537,3,2019
89412227,9,2020
2083707534,9,2019
67389591,10,2020
2090973710,3,2020
241932025,8,2019
122187710,1,2020
70338522,5,2020
122186710,9,2019
80074704,4,2019
119631192,7,2019
58301506,11,2019
80083187,6,2018
2129847996,9,2020
80082183,3,2018
111371503,9,2019
28595683,6,2020
111965182,2,2019
80076677,1,2018
84138676,6,2020
28595671,9,2020
84076993,7,2018
28595662,5,2019
28595661,6,2020
2093052659,5,2018
28595658,9,2019
67389655,9,2019
67388653,10,2020
28595653,2,2020
28595652,3,2019
119622151,10,2019
67389638,8,2020
84076991,11,2019
28601137,7,2020
67389636,9,2020
28601135,3,2019
125235134,5,2019
67389634,8,2020
125256633,7,2019
29489133,7,2020
96611129,6,2019
243292627,4,2019
67389624,3,2018
28601124,8,2019
28595623,6,2020
67389622,8,2020
67388620,2,2018
28595620,7,2020
67388618,3,2020
69686117,11,2020
67389616,3,2018
67388616,3,2020
67389615,10,2019
28595615,6,2019
122188614,8,2019
67389614,7,2020
122188612,3,2020
84138104,4,2018
119557600,7,2019
55299100,3,2018
84132095,11,2020
84136989,11,2018
119628591,5,2018
80079583,4,2019
96603076,6,2020
67388575,11,2020
67388571,10,2020
67388570,11,2020
67388568,9,2020
67388566,8,2020
84076564,6,2018
28602064,11,2020
125333561,4,2019
67388560,5,2019
67388558,12,2019
28602057,4,2018
67388555,5,2019
28602054,12,2019
69679553,3,2019
67388553,10,2020
67388550,2,2019
67388548,11,2018
29489111,2,2020
84137545,11,2020
28595540,12,2018
28602032,6,2019
125296531,3,2018
84075031,9,2020
28595531,10,2020
28602027,8,2018
111966024,6,2018
114157017,10,2019
28602016,7,2019
202157510,11,2019
202157509,6,2018
84138508,3,2019
2099842005,6,2018
125327505,8,2019
80075005,2,2020
84141504,8,2020
69692500,9,2019
29490474,6,2018
29488974,5,2020
29488973,11,2020
29478965,2,2018
29488959,9,2020
79984482,6,2020
64657976,2,2019
29513495,11,2020
29485459,9,2018
80095966,11,2020
29488950,12,2019
58317493,7,2018
64489463,9,2020
29516457,9,2019
64681491,3,2019
29515488,5,2018
80095446,4,2018
29488943,8,2019
80090945,10,2018
29511988,10,2020
29485430,5,2018
70346215,8,2019
70345998,10,2020
70346214,5,2020
70327932,5,2018
80100212,7,2020
114406429,11,2019
70346210,11,2019
70346194,8,2020
29477424,3,2018
70335189,11,2020
64829923,8,2018
70346184,5,2020
29477423,9,2020
70335184,12,2018
80096421,7,2019
70346182,8,2020
79980998,8,2019
70336921,12,2019
70346180,3,2020
29475920,2,2020
70346170,11,2018
70346166,3,2020
64621918,4,2019
70343165,9,2020
83828157,5,2019
29477412,11,2019
119631155,6,2019
29475910,12,2018
70346267,7,2019
80102154,12,2019
70346145,9,2019
29477905,5,2019
80095641,7,2020
70343141,6,2020
70327904,7,2020
83815126,8,2019
70327902,8,2018
70343126,8,2019
83822617,3,2018
70343101,6,2019
29477998,9,2020
79981094,9,2020
70342990,3,2019
80091899,5,2019
79981093,10,2020
70335092,7,2020
29475899,6,2020
70343091,3,2018
70327897,9,2020
79981086,5,2018
29477897,7,2019
70335083,8,2020
29477896,2,2019
79981082,4,2020
29328893,9,2018
70343082,1,2019
29331389,2,2019
79981077,10,2020
29331386,4,2019
80104576,4,2018
29477883,11,2020
79981073,10,2019
29328883,12,2019
29477381,1,2019
29477879,10,2018
79981068,8,2019
29328879,8,2020
29331378,6,2018
80108067,10,2020
2084004377,10,2019
79981064,11,2018
70327874,7,2020
29475874,11,2018
29477371,3,2020
83819555,7,2018
58316555,6,2018
83819370,4,2018
70343054,3,2020
70327870,7,2019
70343049,4,2018
29331367,10,2018
80092544,12,2019
70327863,10,2019
70343041,3,2018
29475862,9,2018
70343037,8,2019
29512032,4,2020
29328860,6,2019
79981030,8,2020
29477859,8,2019
29477999,4,2018
83818027,5,2019
29477359,4,2019
29475858,7,2020
29328858,7,2018
80096521,8,2018
80097519,8,2019
70343015,9,2020
79981012,7,2020
29477353,3,2019
145656852,3,2020
70343011,4,2018
29328852,8,2019
83814507,2,2020
64849851,10,2019
79981002,1,2020
83827950,8,2018
29496988,2,2019
120897951,10,2019
29328848,11,2019
29502950,1,2019
70327847,6,2018
69809347,12,2020
89548988,1,2020
29477847,9,2020
79980448,6,2018
120897446,7,2019
83832843,4,2019
83818928,8,2018
29475843,8,2018
70332496,6,2018
29502925,12,2019
29331343,5,2020
29502924,11,2020
29331342,11,2019
29328842,9,2020
121656412,6,2018
29481902,8,2019
80087840,5,2018
83819896,5,2019
2091018839,12,2018
83825892,2,2020
29331338,4,2018
29481892,4,2019
29475835,10,2018
29499890,5,2019
64470382,1,2020
60134331,6,2020
29477826,5,2020
83828866,7,2018
120895855,8,2018
60134324,5,2018
64776821,7,2019
96611355,1,2020
70327820,8,2020
29481850,7,2019
70327819,2,2018
144389349,2,2020
83815840,4,2020
70327817,12,2019
114405315,6,2019
2086949813,8,2019
120897492,8,2018
29492315,3,2020
80090809,8,2019
29484815,12,2020
80106307,1,2019
29492308,5,2018
70327807,8,2019
29484794,10,2020
70327806,9,2019
114157292,6,2018
83819225,7,2020
110539801,10,2018
29477800,7,2020
29484723,5,2019
115566795,2,2020
29331294,11,2018
29477993,2,2020
64644197,6,2018
79981291,6,2019
120901178,7,2018
120897666,7,2018
29477789,4,2020
70331788,9,2018
145656153,8,2019
70331787,2,2020
83830643,8,2018
64712287,6,2018
122518138,10,2020
124840131,9,2020
70346128,2,2018
70331784,6,2020
29489127,5,2019
29489125,4,2018
64552121,4,2019
110539781,9,2020
83832113,12,2019
29474280,6,2020
69809091,6,2019
120788589,9,2019
70330278,11,2020
70346089,9,2019
70346084,6,2020
29331278,2,2020
120896080,8,2019
29477276,3,2020
29487579,1,2020
70356775,7,2019
83815071,7,2018
121658070,8,2020
70331774,5,2020
70346067,4,2019
29331274,5,2019
29489063,1,2019
80105272,6,2018
70328053,10,2020
29331272,11,2018
29489050,10,2020
29477771,7,2020
29331271,3,2018
70346044,6,2019
70346039,6,2020
70331769,8,2019
119980038,9,2018
29477268,5,2020
70346036,5,2018
70356767,1,2019
83832035,4,2018
70346022,6,2019
64808266,1,2021
94642020,7,2018
70331764,5,2020
70346020,12,2019
70328016,5,2019
29477763,2,2018
29475763,2,2018
83830512,2,2020
70331762,9,2020
94641510,10,2020
62608007,9,2019
70356758,8,2018
29503000,4,2018
70331757,2,2018
2084891255,5,2019
70331754,7,2020
29477753,8,2020
29477752,4,2019
70356747,5,2019
29509988,9,2020
29511473,3,2018
2091232469,4,2018
29511461,4,2020
64619453,3,2019
145656946,5,2019
29509944,6,2018
29511443,6,2018
29511441,10,2020
29511438,3,2020
60138922,12,2019
29511421,3,2020
60138918,5,2020
60138915,9,2019
60138910,2,2018
64885887,10,2020
64449851,5,2019
64871347,8,2020
64490347,4,2019
29511342,3,2020
29511340,5,2019
64598336,7,2018
70332833,2,2020
70332825,6,2020
29510324,2,2019
70332813,8,2018
70332810,6,2020
29510310,12,2018
29510309,9,2018
70332808,5,2019
64836308,9,2018
70332807,1,2020
29509804,5,2020
29509803,8,2019
60138864,12,2020
29509802,9,2020
29509800,10,2018
29509799,10,2019
29510298,8,2020
70332792,6,2020
29510292,11,2020
64613787,8,2019
29507262,9,2018
29509752,1,2020
29510247,5,2019
29510241,1,2018
29510240,2,2020
70332736,10,2018
29510232,5,2020
29510229,12,2020
70332728,5,2019
29510228,1,2018
70332725,11,2019
2082082489,12,2019
2078337976,8,2020
83126488,12,2018
70332724,5,2019
119625975,11,2020
29507223,12,2020
29509961,6,2019
60138978,11,2019
89552458,10,2019
70332720,9,2018
64494977,5,2018
29513925,6,2020
83126457,6,2018
64507219,6,2020
29501557,8,2018
29513924,5,2020
64669708,5,2019
60138974,7,2019
29509957,8,2020
29513922,12,2019
29509953,8,2020
29514474,2,2020
29493996,6,2020
29497959,4,2019
70332705,5,2018
29493941,6,2020
29514464,9,2019
119557444,11,2019
29514414,6,2019
29498986,8,2019
70332698,11,2020
29504483,8,2020
29493929,7,2018
119620439,3,2018
89549849,2,2019
70332694,9,2018
60138962,4,2019
29501475,6,2020
29514411,8,2019
89549937,4,2019
114405961,9,2018
29512194,8,2020
89551301,10,2018
29493906,9,2020
29512910,6,2020
29509932,7,2019
60138961,7,2018
29498280,1,2019
70332685,3,2020
29506972,7,2018
29493882,9,2020
29514405,6,2020
29509931,11,2019
60138953,12,2018
64523684,6,2019
29501471,3,2018
2079717862,6,2020
29514402,10,2019
70332683,6,2019
29493862,7,2019
29514453,6,2018
89546266,1,2019
29504470,11,2020
29509928,7,2020
29501467,6,2019
29498260,10,2020
119617920,6,2020
29512182,3,2019
64887452,1,2018
29514399,8,2020
29498254,5,2019
29509911,7,2018
29490847,5,2019
58317451,7,2019
29512899,11,2020
29498247,9,2020
29495843,9,2019
29506958,5,2018
89548909,7,2018
29514496,3,2018
29510174,7,2020
29514398,11,2019
89548731,8,2019
29501455,4,2019
29509908,1,2020
29498195,12,2018
70332671,4,2019
29504453,6,2020
29493840,12,2019
89548693,6,2018
29507169,7,2019
29495828,6,2018
64439950,7,2018
29509904,11,2020
29498662,10,2018
29507168,12,2019
29512888,12,2018
29501452,12,2019
29495826,5,2019
58317450,6,2018
63838636,12,2018
29514386,7,2020
64558166,4,2020
29493825,9,2019
63838634,11,2019
29509900,3,2020
29501449,3,2020
29514379,4,2018
89552394,7,2018
29504447,2,2020
60138947,9,2018
89546561,11,2020
89548393,3,2019
29503999,4,2020
114405946,7,2019
70332661,12,2019
58317365,4,2018
29506944,12,2020
29493821,6,2020
63838556,10,2019
29509893,2,2018
29506971,3,2018
29498999,11,2019
64465440,4,2019
29499048,8,2018
29493819,2,2020
29498998,2,2018
29514440,9,2020
29507438,5,2020
70332659,2,2020
89548887,6,2019
29498997,10,2020
29495315,3,2019
60138939,8,2018
29512858,8,2020
29507435,3,2018
29506885,9,2019
29499045,7,2019
29506996,7,2020
60138937,8,2018
29514351,5,2018
29507432,8,2018
29495312,7,2018
29499028,5,2018
29498996,7,2020
29504425,3,2020
29514350,2,2019
64727656,5,2019
70335431,1,2020
124718796,12,2020
29495311,11,2019
29512850,2,2019
29507420,7,2019
63379994,12,2020
29494966,6,2018
69808924,11,2018
29495804,4,2020
29510142,4,2020
58317348,10,2019
29504419,2,2019
29511986,11,2020
58317484,9,2018
29515483,4,2020
63838496,6,2020
125808482,2,2018
29500994,5,2019
80089495,6,2018
