zpid,latest_salemonth,latest_saleyear
29552407,9,2020
29577905,10,2020
29552405,7,2018
29577901,8,2020
29577496,7,2018
80127397,2,2018
80109897,7,2020
29552388,9,2018
29577878,10,2020
29552377,7,2019
29552375,10,2019
88017870,8,2018
70985494,10,2019
67003994,3,2020
29596385,12,2020
67003992,7,2020
67010989,5,2020
29547996,3,2018
243336397,11,2020
52832487,12,2019
29577848,9,2020
67010985,2,2020
29552348,12,2019
88018984,5,2018
70985479,7,2020
185165346,11,2019
66991342,12,2018
60335978,6,2020
29552338,5,2018
70985476,7,2020
29577836,6,2018
67004976,7,2019
67010975,5,2018
52832474,12,2019
67004973,1,2019
29609330,8,2018
60335972,5,2018
29609329,1,2019
70984994,5,2018
70976471,7,2019
29577815,9,2018
88026470,11,2019
29577803,10,2019
67003964,7,2019
60335962,8,2018
70992774,12,2019
67010957,9,2019
70992768,7,2020
70976456,4,2018
88026265,6,2018
67004956,11,2018
80125256,4,2018
70976455,10,2018
70992756,7,2020
67010955,8,2018
80126243,6,2018
70992743,7,2018
70976453,12,2019
88019240,11,2018
60335953,3,2019
70992740,5,2019
67004950,5,2018
29548171,5,2018
60338444,5,2019
29577738,4,2019
80116016,12,2020
70992731,5,2018
67003941,6,2020
60338439,6,2018
70992726,12,2020
60335938,6,2018
70992724,6,2018
88018937,9,2019
80123722,2,2019
29555462,8,2019
29604222,12,2019
29604221,8,2019
29603423,5,2020
29604217,7,2018
60335918,2,2018
29577715,7,2018
185174447,9,2020
29603418,11,2019
29614441,5,2020
29613705,10,2020
70992704,11,2018
88013913,3,2018
29555431,12,2019
29603410,6,2020
2082564428,4,2020
64850703,7,2018
80112405,9,2020
60335899,7,2019
88023897,7,2019
29577698,4,2019
29575698,1,2019
250926916,11,2019
124155394,4,2018
29613693,8,2018
60336910,12,2018
87922894,3,2018
70992691,4,2018
60335891,7,2020
29577691,4,2018
60335887,4,2020
29604190,10,2018
29575690,5,2019
60335885,7,2020
80127689,7,2019
60335884,10,2020
29575689,4,2019
70980382,2,2018
29604185,9,2019
88020880,10,2020
70984973,9,2018
29603378,10,2019
250926493,12,2020
29577684,7,2020
70992683,6,2019
29555212,12,2020
70992680,9,2019
67003999,4,2020
60335873,10,2019
70992678,8,2019
29593872,10,2020
29613676,7,2018
60335999,2,2019
88026371,7,2018
29577675,8,2020
29577666,2,2020
29596393,12,2020
58267865,10,2018
29555380,5,2020
29548164,3,2018
29548163,12,2019
29603364,12,2018
29613657,5,2018
70977363,9,2020
29577655,9,2019
70977362,5,2019
88017151,10,2018
60335859,6,2018
29603356,10,2020
29604149,4,2018
29555369,7,2020
29577646,8,2018
111972854,12,2019
29577643,6,2018
29555368,5,2020
80116354,5,2019
29575642,7,2020
80111854,1,2019
29613631,10,2019
29577628,6,2019
60335852,10,2019
29548128,6,2020
185174360,7,2018
58267851,7,2020
88020023,12,2020
29548125,5,2018
29555354,10,2019
185169848,11,2020
80122346,10,2019
250924852,12,2020
52830655,11,2020
80110846,6,2020
29577611,10,2018
29577609,4,2018
29593845,9,2018
80110342,7,2018
88018432,7,2020
88015087,6,2020
29603338,11,2019
88015108,2,2020
29593838,6,2020
58267833,10,2019
29548106,8,2020
58267828,8,2019
60336098,6,2018
88021327,1,2020
60336097,4,2019
58267826,7,2020
2082102830,7,2020
52830596,10,2020
60335825,8,2020
58267823,10,2019
60336093,8,2020
67004090,8,2020
88028321,7,2020
29577583,11,2018
60336073,5,2018
58267809,12,2018
29555192,12,2020
29577573,5,2019
89657808,10,2018
29593820,11,2018
88015572,5,2018
58267807,4,2018
88022569,6,2018
29593802,4,2019
250925313,9,2020
29596568,3,2019
88027301,2,2020
29560810,1,2020
29596566,6,2020
29555308,8,2019
60336064,7,2019
96639287,11,2018
60335789,11,2018
29593787,7,2020
29596559,5,2020
67008285,1,2019
2094125767,4,2018
29577558,7,2018
185216783,11,2018
29548058,9,2020
2091043555,4,2018
60336054,4,2020
29577552,10,2019
58267783,12,2020
29548050,4,2018
88016281,4,2019
185184042,5,2018
29548041,5,2019
67008279,10,2020
70993776,11,2019
29577527,6,2020
80125521,4,2018
80114267,7,2019
80126519,4,2018
88016265,3,2018
60335765,12,2019
29548017,6,2019
88019764,3,2019
60336016,12,2019
70985014,8,2020
80126261,11,2019
60335751,7,2020
29577510,8,2018
80125248,3,2020
60336008,6,2020
58267742,8,2018
2090590506,6,2018
29577501,8,2019
60335741,7,2020
29596500,5,2018
89652240,11,2018
80123735,9,2020
88028233,6,2018
80113732,10,2018
60335727,11,2019
52830727,7,2020
60335723,5,2018
52830722,1,2019
29613721,7,2019
60335720,9,2020
29613717,4,2020
88013699,4,2018
111972198,3,2018
60335698,5,2018
52830697,9,2018
60335695,9,2018
58267688,8,2020
60335685,5,2018
88017684,9,2018
52830684,3,2018
60335680,9,2018
67004996,8,2018
124152163,6,2020
70985157,12,2019
111972153,6,2018
52830646,10,2020
29593805,4,2018
70985136,6,2018
52830635,6,2018
88023634,4,2019
70985134,11,2019
52830628,7,2019
185218123,8,2019
80109118,7,2020
70985118,8,2018
70985115,7,2018
70985113,5,2019
80111607,11,2020
111967591,5,2018
89662588,5,2019
88015582,4,2019
67004076,7,2019
111970072,9,2018
70977569,8,2020
111970068,10,2018
111968068,4,2019
70977568,9,2018
70977566,12,2019
111967058,5,2020
67011558,7,2020
70985554,9,2019
88019544,9,2020
67004044,5,2020
70985539,7,2019
88014537,6,2018
88028532,4,2019
80124030,4,2018
70985529,6,2020
67004027,4,2018
80124525,6,2018
70985518,8,2019
70985511,12,2019
67004007,9,2019
70985503,12,2018
67005002,12,2018
60336000,10,2019
29547857,9,2018
121721846,10,2019
96633841,7,2020
96632834,8,2018
185213816,10,2020
29616300,6,2018
29616293,7,2019
96644292,3,2019
29616196,12,2020
250825272,10,2020
29596740,3,2018
29596727,9,2018
29616220,9,2020
29596718,5,2020
89652711,11,2018
121724709,10,2020
121720206,2,2019
29616205,8,2019
29616201,4,2018
96633691,4,2020
29616174,6,2020
29596674,3,2020
29596658,2,2019
89662156,4,2019
29596656,4,2019
29596652,8,2019
121719648,4,2019
29596646,6,2018
29596627,10,2019
29587126,3,2020
29575609,2,2018
121724604,8,2018
29575593,8,2019
29561590,12,2019
29575582,6,2018
121720079,2,2020
121722076,4,2018
121721574,4,2020
96633071,5,2020
29587068,10,2018
29587064,5,2020
121721061,3,2018
29587051,10,2020
29587049,6,2020
121721045,9,2018
29587039,8,2018
29587034,6,2019
185214031,3,2020
29572480,7,2020
29554979,9,2020
29578472,4,2019
29589469,4,2018
29547466,10,2018
29588464,11,2020
29582462,9,2020
29588450,7,2020
29547450,11,2019
29453980,9,2018
29447980,9,2018
29582440,6,2018
29447975,7,2019
29447473,4,2018
29447966,1,2019
29614436,4,2020
29454462,4,2020
29554935,12,2020
29451462,1,2018
29588434,11,2018
58265933,9,2019
29451461,7,2018
29447960,12,2018
29453959,3,2018
29614429,2,2019
29572429,4,2020
29444986,7,2020
29444985,5,2019
29442484,9,2020
58306481,11,2020
58306480,3,2020
29444478,9,2018
58306475,1,2019
29444973,3,2018
29444470,4,2020
29444989,10,2018
29444954,2,2019
70339556,12,2020
58306444,10,2018
58306495,5,2019
58306443,8,2020
58306442,12,2019
29444568,12,2020
29444922,3,2019
58306419,6,2020
29444917,10,2018
29444417,5,2018
29369806,11,2018
58306397,3,2020
29369803,2,2019
29366800,6,2018
241932381,5,2019
29370298,4,2019
29550795,5,2019
241932374,5,2018
29366790,5,2018
29444373,5,2018
29366286,1,2019
241932372,8,2019
29366285,4,2019
58306370,9,2019
29366784,9,2018
29444370,6,2019
29444869,10,2020
29366279,3,2018
29442368,8,2019
29442366,2,2019
29369778,5,2018
29369278,7,2020
58305364,7,2020
29371777,7,2018
29444361,9,2020
29369774,12,2019
29442361,11,2018
29367772,5,2018
58307358,12,2018
29444358,5,2018
29366270,12,2018
29366768,6,2018
29442356,2,2018
29439856,11,2020
29366268,4,2018
29444355,4,2019
29371767,9,2019
29369767,12,2019
29444854,7,2020
29371765,7,2018
29439854,12,2018
29369764,3,2018
29368264,8,2020
29442850,8,2018
29370263,6,2019
58305348,7,2020
58305346,4,2019
29369762,10,2018
29367762,10,2018
29444341,6,2020
29365262,9,2019
29446340,5,2020
29371759,4,2018
58307339,7,2019
29371758,2,2018
58305338,4,2020
29444338,3,2019
29371746,8,2020
29369246,1,2018
29370243,3,2020
58305336,10,2019
58305335,5,2018
58306332,8,2020
29444829,9,2019
29367739,10,2020
29444327,4,2020
29366234,8,2020
29440827,11,2019
29439823,1,2019
29371730,3,2020
58306513,12,2020
58307320,9,2018
29369727,12,2020
58305320,8,2018
29444319,4,2019
29372226,5,2019
29444816,12,2020
29371726,6,2018
29444815,5,2020
29444313,6,2019
58306304,4,2019
29366724,8,2020
58306302,2,2019
29444296,6,2019
58306293,5,2018
29367718,7,2020
29446293,7,2018
29365215,4,2019
29442793,9,2020
29369712,8,2018
29368210,7,2018
58305292,9,2020
29369707,7,2019
29439792,9,2018
29368205,1,2020
29446290,3,2018
29370204,1,2019
29371702,6,2020
29444290,8,2018
58307287,9,2020
241930199,7,2020
29446287,12,2020
29369219,2,2020
29366699,3,2019
29444287,6,2019
58305717,4,2019
29370197,6,2020
58307286,3,2020
29444217,9,2020
29369697,1,2020
58305216,1,2019
29444784,8,2019
29371696,8,2019
29444216,3,2018
58305280,5,2018
29370196,3,2020
29444214,1,2020
29370194,8,2019
29444280,11,2020
29369214,2,2018
29369961,7,2019
29369211,9,2019
58307278,11,2020
58305710,12,2019
29372193,7,2019
58307271,8,2019
58305709,6,2020
29440771,10,2018
2094498207,11,2020
29439771,1,2020
29366690,8,2019
29439707,3,2018
29444270,7,2019
58306269,3,2019
29370188,7,2018
29444269,5,2020
29369688,8,2018
29369207,8,2019
29446268,5,2019
29367686,5,2020
29369206,8,2019
58305266,5,2018
29371683,8,2020
29439704,5,2019
29444763,12,2020
29365183,10,2020
58305189,1,2019
58305262,5,2019
29370182,8,2020
29444189,4,2018
29370177,7,2019
29444187,1,2020
29365177,4,2018
58305183,9,2020
29444751,2,2020
29444493,7,2020
29442747,4,2020
29367674,2,2019
29444745,6,2019
29369673,6,2019
29442742,8,2019
29442179,10,2020
29366173,3,2019
58306236,9,2019
58305178,10,2019
29370170,6,2019
29439736,8,2020
29370169,6,2019
29446235,3,2019
29371665,5,2018
58305676,7,2019
58306228,2,2019
29369665,4,2020
58306226,5,2019
29369173,7,2020
29366665,9,2018
29451456,4,2019
58305166,3,2018
29370163,5,2020
29450955,6,2019
29439166,6,2019
58305213,12,2020
29449454,4,2018
29446145,10,2020
29444713,7,2020
29365159,12,2020
29447453,9,2019
29446210,4,2018
29453952,7,2020
58187157,11,2020
29370153,6,2018
29453950,2,2020
29369153,5,2018
29446204,6,2018
29365153,9,2020
58305149,6,2019
29370152,8,2018
29369146,5,2018
29369143,5,2019
29444890,7,2020
29454443,11,2018
58305142,4,2019
29367650,10,2020
58306191,12,2019
29447443,2,2019
29367649,4,2020
83829134,12,2019
29453942,6,2020
29366647,7,2018
58305633,9,2018
29367646,8,2019
83827133,2,2019
29454438,7,2018
29444683,11,2018
58300145,3,2019
29446122,12,2018
29444682,2,2018
29370145,1,2019
29444680,3,2018
29369119,6,2020
29451438,3,2018
29369643,9,2018
29446178,1,2018
29450937,8,2019
29367643,2,2018
58305108,8,2019
29367804,5,2020
29449936,6,2019
29446170,11,2020
60137607,4,2018
29367637,10,2018
29444666,11,2018
58305105,11,2019
29444661,7,2018
29368134,3,2019
58305104,12,2020
29453933,6,2018
29442659,11,2019
29452933,3,2020
29442094,9,2019
29442654,5,2019
29449932,5,2020
29372131,2,2020
29441995,4,2019
29370126,2,2019
29451431,10,2020
29446152,12,2018
58305589,9,2018
29371625,3,2020
29451425,7,2018
29444151,6,2020
58305086,5,2019
58307148,5,2020
29444082,8,2019
29451422,5,2020
29442645,10,2018
114406617,10,2018
29444079,3,2019
29440643,7,2020
29366117,7,2018
29449918,6,2018
58305578,6,2019
29449917,7,2020
29444078,3,2019
58305577,4,2019
29449416,5,2018
29369613,2,2018
29446138,9,2020
29451415,9,2018
58305075,3,2019
29447915,11,2018
29370110,7,2018
29442070,3,2020
29450914,10,2019
83819067,7,2019
29368109,2,2018
29449912,10,2019
29440630,3,2020
58187564,10,2020
29371608,7,2019
58307128,7,2019
29438058,5,2020
29450907,9,2019
58307125,11,2019
29449407,12,2019
58305555,7,2020
29440620,8,2019
29368107,3,2020
29442051,8,2020
29447407,7,2019
58306119,7,2020
58305549,2,2019
29367607,6,2018
29452899,8,2018
29444118,12,2018
58305548,7,2020
29449897,9,2018
29367605,2,2019
29444116,6,2020
29449896,7,2019
29366105,8,2020
29452895,7,2019
29368103,8,2020
29442041,9,2018
29442611,7,2020
29447895,6,2020
29438039,3,2019
29372101,11,2018
58306109,10,2020
29446391,3,2020
29366100,12,2020
29444038,8,2018
58307107,8,2018
29452889,8,2020
29374099,1,2019
29444035,8,2019
29444105,2,2018
29451387,12,2018
29370098,5,2020
29440605,1,2018
29369598,10,2019
29442604,7,2020
29439534,5,2020
29449881,6,2020
29367598,10,2020
58305526,3,2019
58306100,4,2018
29444810,12,2020
29367597,10,2020
29449495,12,2020
29442220,5,2020
29369220,5,2018
29451722,12,2020
58305497,5,2019
29442279,12,2020
29451372,11,2020
29439524,8,2020
58305521,9,2020
29452868,7,2018
58306017,6,2018
29449365,12,2018
29439514,6,2020
58305503,5,2018
29447850,11,2018
29451346,8,2018
29439501,5,2018
29439500,8,2020
29449343,1,2019
29449339,3,2019
29447833,11,2018
29454329,3,2020
29447829,5,2020
29447827,11,2019
29451825,8,2020
29452821,12,2018
2078955819,7,2020
29367500,8,2020
29449315,7,2019
29369596,7,2020
29369255,12,2019
29372092,10,2020
29447811,11,2020
29372091,1,2018
29603309,6,2020
29447809,4,2020
29366089,12,2020
29366588,1,2020
29366086,11,2019
29452807,6,2018
29370085,7,2019
29368085,8,2020
29449302,2,2018
29366585,4,2018
29447802,6,2019
29374083,6,2019
29454300,9,2020
29366082,7,2019
58306598,6,2018
29451300,5,2018
29562079,2,2020
58307097,5,2019
29368079,8,2020
29444597,10,2018
29562078,2,2018
29442597,8,2018
58306096,12,2019
29367577,12,2018
29445094,9,2019
29447799,7,2020
29365077,4,2020
29444091,1,2019
58307090,6,2018
58306089,1,2019
29366576,11,2018
29367575,4,2019
29445086,4,2018
58307081,4,2018
29366074,2,2019
58307079,12,2020
29562073,11,2018
58306576,4,2018
29444574,3,2020
29366070,12,2020
29449798,3,2018
29445072,5,2020
83125069,3,2019
29444571,7,2020
70339570,3,2018
29370069,7,2018
58306570,6,2018
29369568,8,2019
29374067,6,2018
58306564,11,2018
29372067,7,2018
29451799,7,2020
29442562,8,2018
29365067,12,2019
58306560,8,2018
29369564,5,2019
29365064,3,2018
29444559,12,2020
29442558,10,2018
29550563,11,2020
58306056,12,2019
29372062,10,2019
29444551,2,2018
29449298,5,2020
29370061,8,2019
29440637,5,2018
29367554,11,2020
29451797,2,2020
70339550,4,2018
29370053,7,2019
29447796,9,2019
70339549,2,2019
29369553,4,2020
29451793,4,2018
29369551,6,2020
29367551,8,2020
29440541,7,2020
29447788,8,2019
70339539,2,2019
29366546,7,2019
29442539,8,2020
29368038,8,2018
29445038,7,2018
29365035,6,2020
29440537,6,2019
29451779,8,2020
29442535,6,2018
29449777,4,2019
29447423,10,2020
58306033,8,2019
29449275,2,2020
29368029,8,2019
29444531,8,2018
58306528,2,2018
29451767,12,2020
58307014,9,2020
58306512,1,2019
29454264,2,2020
58306510,5,2018
58306506,3,2020
29444506,4,2019
29451257,5,2018
29440506,8,2019
29442503,3,2019
29447753,12,2020
29444502,2,2018
29449747,12,2020
29445001,9,2020
29447745,8,2020
29451743,4,2019
29447743,11,2020
29451240,9,2020
29451238,10,2018
29447732,9,2019
29451724,3,2020
29451723,7,2018
29449223,8,2019
29449719,9,2020
29454218,7,2020
29449715,10,2018
29447713,7,2020
29449711,2,2020
29454415,5,2018
29451206,11,2020
29449705,10,2020
29449202,11,2020
2089631697,7,2018
29451195,2,2018
29449189,5,2019
29451187,4,2020
29447685,4,2018
29447683,7,2020
58308181,3,2018
29449180,8,2020
29447680,3,2020
29449679,12,2019
29447679,6,2020
29451174,7,2019
29451172,1,2020
29449672,4,2020
29451159,11,2020
29451158,5,2020
29451157,5,2018
29449657,9,2020
29451156,9,2019
29451652,6,2020
29454150,5,2019
29451648,10,2019
29447641,9,2018
29447639,11,2020
29449635,8,2020
29451129,3,2019
29447625,8,2020
29447622,6,2018
29447620,7,2020
29451617,4,2019
29447613,7,2020
29451109,11,2020
29449607,8,2018
29447607,11,2018
29451105,1,2019
29451103,10,2019
29449596,3,2019
29451591,5,2018
29454089,7,2020
29454082,6,2019
29451079,4,2020
29447575,10,2018
58309066,9,2020
29454065,3,2020
29454064,6,2020
29454059,9,2020
29451059,10,2019
58309058,12,2018
29454057,3,2018
29449557,12,2020
29449552,3,2019
29454051,2,2018
29451550,6,2019
29454548,6,2020
29451548,9,2020
29449548,2,2019
29451547,7,2018
29451047,5,2019
29449546,2,2019
29451542,12,2018
29449539,5,2018
29449534,5,2018
29451033,6,2018
251032531,5,2019
29449529,5,2018
29454025,4,2019
29451024,10,2019
2077751017,11,2020
29454517,7,2019
29447517,9,2019
29451015,12,2020
29447513,7,2020
29451007,2,2020
29447507,6,2018
29449504,8,2019
29451501,1,2019
29365029,9,2019
29366527,7,2020
29371690,3,2019
29372020,7,2019
29366519,3,2018
29368018,8,2018
29370017,1,2018
29368016,12,2018
29366514,7,2020
29369513,8,2020
29371509,9,2019
29365009,2,2020
29368008,7,2020
29368004,9,2019
29368000,6,2018
29443432,12,2019
58307426,5,2020
58307425,9,2018
29440925,6,2018
58307413,10,2018
58307408,7,2019
58305408,6,2018
29440904,5,2020
58307403,9,2018
29445401,12,2020
29440897,2,2018
29443396,10,2020
29443395,5,2020
29445202,12,2020
29442892,3,2020
58307391,7,2020
80090387,12,2020
29442887,8,2020
29442886,7,2018
29440881,4,2019
29443374,6,2018
58307372,9,2020
29445371,10,2019
29441364,9,2018
29445362,5,2019
29444978,1,2021
58307449,7,2018
29442859,1,2019
62606858,4,2019
29440858,2,2020
29440856,2,2019
29440847,5,2018
29443346,2,2020
2089480345,4,2019
29442838,10,2020
58307837,11,2020
29441337,4,2020
29442836,12,2019
29444963,11,2020
29441335,8,2018
29441333,3,2018
29442832,10,2020
29443330,7,2020
29441328,5,2019
54939318,3,2019
70330817,8,2020
29443317,5,2020
29443316,9,2019
29443309,10,2018
29441309,4,2020
70330805,9,2019
29445297,10,2020
29443294,3,2019
29441294,8,2018
29443286,12,2020
29443284,6,2019
29440784,11,2020
29443282,5,2018
29441275,4,2020
29441273,8,2019
29443271,7,2018
29445270,4,2018
29443269,3,2020
29445268,6,2020
29445266,5,2019
29441265,10,2019
29443260,12,2019
29443254,11,2020
29445252,12,2018
29445348,7,2019
64883246,1,2019
29441245,2,2020
29443244,8,2019
29445243,8,2019
29445483,10,2018
29441237,7,2019
29442734,11,2020
29442732,7,2019
29440731,6,2019
29445230,6,2018
29445229,8,2018
29443228,10,2019
29441226,3,2018
251027723,7,2020
29442722,11,2018
29442716,8,2019
29445200,10,2019
29441200,6,2018
58307199,7,2019
29445198,7,2020
29441198,7,2018
29443195,12,2019
29445194,9,2020
29441191,6,2020
29445189,7,2020
29445186,9,2020
29438685,8,2019
58307481,3,2019
29440171,5,2018
58307168,7,2019
58187165,8,2019
29441165,6,2020
29440165,3,2020
29440161,7,2019
29440156,3,2019
251028153,10,2019
29443152,11,2019
29438646,4,2020
29443145,6,2019
29441141,10,2019
29445139,5,2019
29443136,12,2020
29438636,8,2020
29443134,3,2018
29440134,5,2018
29441129,6,2020
29441128,12,2020
29445126,5,2019
29440122,4,2018
29445121,10,2019
29440121,10,2019
29442827,8,2018
29438603,4,2018
2092918102,4,2019
29438600,2,2019
29438598,8,2020
64862094,9,2019
29440094,6,2019
29443593,5,2020
29441091,9,2018
29443589,11,2018
2089480586,2,2020
29440732,12,2020
29438583,6,2019
80096581,4,2019
29440079,7,2019
29441078,10,2020
29443576,1,2020
29443074,11,2019
29438574,7,2018
29443066,9,2018
29441058,10,2019
29440056,9,2019
29440042,6,2019
29441038,7,2020
64759037,7,2020
29443533,1,2019
29443029,6,2020
29441024,7,2019
29441022,3,2018
29445226,12,2020
29445509,10,2020
29440007,11,2019
29440005,3,2019
29443004,4,2019
29443109,12,2020
29395482,2,2018
29393740,7,2020
110538734,5,2020
96634727,10,2020
29386722,8,2018
29331929,12,2020
89548921,12,2018
145658912,9,2018
29394206,3,2018
83823704,2,2019
29389191,2,2018
89550912,6,2018
29385912,1,2018
94642177,7,2020
70338409,12,2020
29395907,9,2019
29327650,2,2020
29397146,12,2020
29393634,3,2018
29391884,11,2019
62605383,4,2018
80090625,11,2019
80097364,4,2019
29327615,8,2018
64448613,1,2021
29385112,10,2020
29397611,3,2018
29385106,3,2019
29385105,1,2019
29397592,8,2020
29388350,8,2018
62605581,12,2019
29333650,1,2021
29396074,4,2020
29388341,6,2019
29393836,2,2020
29387550,4,2018
62605548,10,2019
251029546,11,2019
29387544,5,2019
2078446325,9,2020
29329039,3,2018
83823823,9,2018
29390820,4,2018
29327533,9,2018
241934815,5,2018
29386810,3,2018
70326303,11,2020
29387521,4,2018
80087519,8,2018
29390773,9,2018
79981515,7,2020
79981514,5,2018
29388289,7,2018
29396010,7,2018
29396005,11,2019
29387470,9,2019
29331984,3,2018
2077674887,11,2020
29460886,10,2020
29460386,7,2020
29459492,9,2020
29458885,11,2018
70348990,5,2018
29471989,11,2020
2142122880,11,2020
29382880,2,2019
29459375,9,2020
2142122872,7,2018
29384370,10,2018
124718869,7,2020
29384369,12,2019
29460368,6,2019
29382868,6,2019
29460366,3,2020
29384363,8,2020
305428360,10,2020
29459356,4,2020
29381856,2,2020
2096128355,9,2018
29458855,1,2018
80087986,7,2018
58310985,11,2018
29460354,3,2018
29382854,9,2019
29460982,5,2018
29471978,4,2020
29384352,4,2019
29458978,5,2018
29381478,8,2020
29381473,11,2019
29471970,2,2018
29460344,5,2020
251029843,1,2019
29458842,4,2019
145655338,11,2020
29459338,7,2020
29382838,5,2019
2088093835,5,2020
29459330,5,2018
145658373,1,2021
29459325,7,2019
29381466,8,2019
29458821,3,2018
29460320,8,2020
29459320,9,2019
29384319,3,2020
124841317,10,2019
29460963,4,2018
29460315,8,2020
2100092311,10,2019
29460311,3,2020
29460807,4,2018
29458806,8,2019
29384304,6,2020
29323799,8,2019
29384298,6,2018
29381796,7,2020
29384292,5,2019
29459291,6,2018
29460959,10,2020
29460783,8,2018
2087469316,6,2019
29458783,10,2020
83124179,10,2020
29460279,5,2019
29458778,2,2018
29384278,11,2020
29460772,6,2019
29459271,7,2018
29382261,10,2019
29382258,2,2019
29459256,7,2020
29459455,6,2018
29459255,9,2020
29459254,8,2020
29384254,8,2020
29460753,12,2019
29382252,2,2019
70327250,1,2020
29460750,11,2019
29382250,2,2020
241930748,2,2020
29382760,8,2018
29382242,7,2018
29473240,6,2019
29460740,3,2018
29459449,8,2018
121656702,12,2020
29460737,5,2020
29382736,7,2018
83828234,7,2018
29382233,6,2018
63837731,11,2020
29471943,3,2020
29471941,7,2019
29459217,7,2019
29382216,3,2020
29458715,12,2018
29322713,6,2018
29473211,4,2019
64768709,6,2019
250997208,2,2019
29459208,6,2020
29382206,6,2018
29383977,9,2019
29473205,7,2019
29382204,10,2020
89550703,8,2019
70356692,4,2019
80108688,7,2020
29460686,11,2019
29473182,4,2018
251029178,3,2019
29473178,8,2019
2091191439,6,2018
29460496,12,2018
2081346165,4,2020
29459165,3,2020
29473163,11,2018
29382663,1,2019
29459158,3,2020
29458709,7,2019
29459655,9,2020
241930654,10,2020
29473153,2,2018
29460152,12,2020
29382652,10,2018
83813150,7,2018
29460148,9,2020
29382646,9,2020
251033643,1,2019
29459639,10,2019
29473137,3,2018
29459635,9,2019
29460133,3,2019
29382631,5,2018
29459630,4,2019
114405626,8,2019
29382626,9,2019
29460995,2,2018
124720124,10,2019
29460624,5,2019
29461122,10,2019
2094532621,5,2020
29473121,9,2020
29473119,7,2020
29473118,7,2020
29460118,11,2020
121657617,9,2018
29471934,7,2019
241934432,9,2020
29473115,10,2019
29461114,11,2018
29459611,6,2019
29459111,11,2018
29382610,12,2019
29381812,12,2020
29459002,12,2020
29460107,12,2020
29460106,3,2018
29459105,3,2018
29459603,12,2020
29459102,1,2019
145656601,6,2020
29459097,8,2018
2088149596,8,2019
29460096,7,2018
29460095,6,2018
29459094,6,2018
29459592,7,2019
29459091,11,2018
29460929,2,2020
145656089,9,2018
29459088,7,2018
62604584,5,2019
29460581,12,2019
29471928,1,2019
29382579,8,2018
29459076,7,2020
29459574,5,2019
29459074,2,2018
29461073,10,2020
29460927,6,2018
29322703,12,2020
29458924,9,2019
29460563,6,2020
29459563,7,2018
29459063,4,2019
29459060,2,2018
2077125559,12,2020
29459059,4,2019
29381559,7,2020
29381558,12,2019
29382557,5,2019
120898923,4,2019
29474555,11,2020
29460053,7,2020
29460052,1,2019
29461051,6,2020
29461050,2,2018
241938408,12,2020
145654545,2,2020
29461545,10,2020
29459544,7,2020
29459543,7,2020
124843418,8,2020
2080286541,5,2020
70355918,5,2018
29460540,8,2018
29459535,4,2020
29459534,5,2019
145657492,10,2020
29382914,4,2018
29382530,1,2018
29459028,6,2018
29382528,5,2018
29459412,4,2018
29460406,12,2019
29474525,8,2020
29472024,10,2020
29461024,12,2019
145652023,9,2020
144334022,3,2018
29460498,6,2019
29382522,8,2019
29382519,12,2018
29460518,8,2018
29459401,11,2019
29382514,2,2018
29459513,8,2019
29460897,5,2018
29460395,6,2020
29381511,8,2020
29461509,8,2018
29459509,2,2020
29382895,5,2018
80106006,8,2020
29459006,7,2020
29460393,4,2019
29459505,6,2019
29460891,6,2020
29384002,12,2018
29382502,8,2020
29384001,10,2018
29394427,10,2020
29394425,6,2020
29394421,2,2018
29390998,8,2018
29390912,10,2019
29394400,10,2019
29396494,11,2020
29396397,12,2018
29394889,9,2020
29396379,4,2019
29394874,6,2019
29396371,3,2018
29394869,11,2019
29394366,11,2019
29394360,6,2019
29394357,4,2020
29391983,5,2019
241931841,12,2019
29390994,2,2018
29396320,7,2019
29394811,10,2019
29394809,10,2019
29396306,2,2020
29396294,10,2020
29394794,7,2019
29396289,2,2018
29394770,1,2021
29394768,10,2019
29396265,4,2020
29396264,4,2019
29394756,7,2020
29396249,9,2018
29396246,10,2020
2081335244,3,2020
2078529231,10,2020
29394473,6,2019
29396226,8,2020
29389715,2,2018
29394708,9,2019
2082654704,12,2019
29393204,11,2020
29389702,8,2020
29393195,12,2019
29392195,6,2018
29392192,4,2020
29396189,12,2019
29394670,8,2018
29394668,5,2019
29393146,6,2018
29392141,9,2020
29394640,5,2019
29393131,8,2020
83126626,4,2019
29394619,5,2019
29394616,6,2018
29393111,5,2019
29392110,6,2018
29392106,7,2020
29394596,10,2018
70353585,10,2018
305430643,10,2020
29392074,5,2019
145652456,9,2019
29396571,6,2020
124837955,6,2018
29389562,12,2018
29394557,11,2018
29393053,6,2019
29394445,8,2019
2086124048,3,2019
29394532,4,2020
29396523,7,2018
29393017,6,2018
29392011,12,2019
29392000,4,2020
29392437,12,2020
80095932,5,2020
29394928,4,2018
29389925,6,2018
80107923,4,2018
110539421,3,2019
29389920,11,2020
29389918,12,2018
29394906,8,2020
80100901,6,2019
80101391,7,2019
29392391,4,2018
29392390,9,2020
83125389,7,2020
2082001877,3,2020
83125375,7,2018
251029362,1,2020
29392359,10,2018
2097074353,7,2019
241934833,10,2019
124875819,12,2018
83125319,7,2020
70326486,3,2018
80086816,9,2020
125807815,2,2020
29392277,3,2019
