zpid,streetAddress,latestPrice
125803403,12532 Cardinal Flower Dr,525255
2088367738,9428 Hunter Ln,314990
29515701,10406 Pinehurst Dr,389900
29505738,8105 Beaconcrest Dr,259999
29511903,11425 Cotulla Dr,535000
80107627,1812 Bill Baker Dr,290000
60135692,217 Real Quiet Cv,350000
119624901,12429 Gray Camlet Ln,389000
80093624,1725 Mcclannahan Dr,314000
29509236,9110 United Kingdom Dr,250000
64784191,11013 Fonso Ln,330000
125458399,5221 Rain Lily Dr,545000
2103231234,708 Padron Ln,300000
70335620,11700 Bruce Jenner Ln,169900
119618899,5420 Allamanda Dr,550000
60135690,421 Racetrack Dr,207000
60135688,301 Middle Ground Cv,370000
119614899,12513 Gray Camlet Ln,375000
29505730,400 Baldridge Dr,285000
58317669,10933 Colonel Winn Loop,285000
29509228,9002 United Kingdom Dr,389000
112087899,2404 Vintage Stave Rd #102,339000
110538898,2601 Yandall Dr,299900
58317657,10936 Mint Julep Dr,305000
29505727,8204 Peaceful Hill Ln,329900
89547082,12125 Broten St,310000
29514896,3500 Corner Brook Cv,750000
58316906,9113 Vigen Cir,289900
58317653,10920 Mint Julep Dr,269900
70335576,12004 Johnny Weismuller Ln,239900
80095068,12121 Eruzione Dr,295000
60135643,221 Racetrack Dr,316000
29512392,11013 Whiskey River Dr,349900
58317642,11024 Colonel Winn Loop,475000
241933391,13017 Bismark Dr,417000
29505717,8211 Belclaire Ln,305000
58317640,11016 Colonel Winn Loop,325000
70335562,11820 Johnny Weismuller Ln,299900
64704421,11300 Bellows Falls Ave,499900
58317636,11000 Colonel Winn Loop,349000
251032215,8019 Vivid Sky Ln,349900
29511891,11300 Esperanza Dr,339900
29515135,500 Kingfisher Creek Dr,374900
29505710,8225 Belclaire Ln,350000
29513389,3215 Sesbania Dr,479900
58317633,10956 Colonel Winn Loop,315000
70335559,11814 Johnny Weismuller Ln,295000
64675384,12113 Emerald Oaks Dr,389990
119625709,9820 Milla Cir #40,279975
58317632,10952 Colonel Winn Loop,249900
29511875,11328 Stormy Ridge Rd,450000
119622209,10021 Milla Cir #56,289900
83827555,11736 Easy St,315000
58317628,10936 Colonel Winn Loop,215000
29515374,2501 Gate Ridge Dr,313000
63228709,10005 Anahuac Trl,309900
70335551,2503 Marcus Abrams Blvd,280000
80087627,108 Morning Primrose Ct,319900
29515373,2507 Gate Ridge Dr,315000
80096708,10213 English Oak Dr,359000
70335546,2710 James Bausch Ln,289000
29513372,2901 Six Gun Trl,519000
119620706,316 Banin Malone Ln,295595
89546543,2416 Christoff Loop,214900
58317622,10912 Colonel Winn Loop,172500
144399871,6612 Estana Ln,489000
79982039,12221 Buzz Schneider Ln,289000
29506205,8902 Texas Oaks Dr,295000
58317621,10908 Colonel Winn Loop,355000
110538868,2603 Yandall Dr,366500
29511204,9273 Vigen Cir,249900
83814591,11804 Hartley Cv,372500
29515363,2652 Gate Ridge Dr,299900
83822203,9624 Alex Ln,334900
58317618,10804 Mint Julep Dr,349900
64743539,11716 Raymond C Ewry Ln,300000
80089703,225 Camperdown Elm Dr,345000
29510360,3309 Graybuck Rd,199900
29515118,10239 Pinehurst Dr,415000
29514859,12504 Black Mesa Cv,2285000
79982037,1805 Bill Baker Dr,305500
2081385200,9316 Alex Ln,390000
29511856,11313 Stormy Ridge Rd,425000
58317611,10905 Mint Julep Dr,320000
29505699,8200 Beaconcrest Dr,280000
29514850,11907 Yarbrough Dr,450000
64427031,2207 Billy Fiske Ln,259000
80094109,10716 Desert Willow Loop,339000
83126530,12009 Herb Brooks Dr,325000
29513849,3802 Lost Cavern Cv,774900
29511192,300 Shant St,274000
60139109,11113 Jockey Bluff Dr,325000
70335523,2704 Marcus Abrams Blvd,280000
29515347,2629 Gate Ridge Dr,299900
29505692,8105 Criswood Pl,470000
64721106,10909 Sea Hero Ln,419900
64820022,11707 Jim Ryun Ln,285000
111372846,12516 Black Hills Dr,324900
70357599,10309 Big Thicket Dr,265000
83126518,2104 Ocallahan Dr,198900
29515345,2637 Gate Ridge Dr,270000
29511187,9038 Vigen Cir,270000
70357598,10313 Big Thicket Dr,327499
119621344,5509 Pincushion Daisy Dr,459900
63228686,1812 Petrified Forest Dr,204900
70343344,3321 Azalea Blossom Dr,545000
64595506,11603 James B Connolly Ln,259500
29509185,9021 Texas Sun Dr,325000
70357596,10321 Big Thicket Dr,275000
70335484,11721 Johnny Weismuller Ln,295000
29511844,4204 Aldama Dr,400000
64432090,11124 Sea Hero Ln,385000
29514843,11800 Yarbrough Dr,315000
63228684,1820 Petrified Forest Dr,339900
29514842,3214 Sunland Dr,540000
70357588,10528 Channel Island Dr,299900
119631340,2704 Currant Cv,395031
80096082,117 Morning Primrose Ct,299900
29512340,3201 Festus Dr,325000
80102632,11008 Desert Willow Loop,375000
29511181,305 Jacky St,269900
29511839,4108 Aldama Dr,275000
70357581,10412 Yellowstone Dr,385000
70343337,10613 Camillia Blossom Ln,685000
58317581,233 Trophy Pass,364000
305428675,105 Virtus Bnd,349900
29513337,11556 Gun Fight Ln,459900
70357580,10408 Yellowstone Dr,229900
145552335,12601 Cardinal Flower Dr,615000
2077106174,1301 Saddle Horn Cv,395000
29515333,11905 Battle Bridge Dr,289000
70357578,10400 Yellowstone Dr,307000
70343335,10621 Camillia Blossom Ln,599000
29509173,9219 Independence Loop,415000
70357575,10316 Yellowstone Dr,299900
29513335,11552 Gun Fight Ln,239900
29509172,9221 Independence Loop,299000
80094571,200 Rose Mallow Way,323500
29513334,11550 Gun Fight Ln,207500
80087168,313 Hogg Pecan Pass,360000
29511833,4002 Aldama Dr,445000
58317564,10708 Thoroughbred Dr,415000
58317563,10704 Thoroughbred Dr,400000
29511162,412 Shep St,232900
70357559,10501 Channel Island Dr,219900
29509161,9302 Chisholm Ln,440000
70357478,10208 Big Thicket Dr,289900
83831831,2121 Turtle Mountain Bnd,440000
29511830,4003 Capistrano Trl,249900
70357556,10513 Channel Island Dr,375000
29515498,12124 Battle Bridge Dr,365000
29510997,513 Shant St,300000
64538045,205 Turf Cv,400000
58317544,228 Trophy Pass,399999
70343308,3012 Raspberry Rd,575000
83832157,9216 Bentley Garner Ln,254900
29512328,11316 Aloysia Dr,434500
70357542,10608 Big Thicket Dr,390000
29513497,11542 Gun Fight Ln,375000
29509157,9200 Chisholm Ln,350000
70357536,10508 Big Thicket Dr,275000
29515326,2617 Birchleaf Trl,385000
29511996,4417 Lost Oasis Holw,445000
29509156,9110 Chisholm Ln,424900
70357480,10216 Big Thicket Dr,299000
29513826,3603 Green Emerald Ter,649900
29509154,9104 Chisholm Ln,450000
145552324,5301 Mandevilla Dr,575000
70343323,10612 Camillia Blossom Ln,615000
29514823,12100 Onion Hollow Run,549000
29512323,3311 Spotted Horse Trl,450000
64886821,12421 Tabor Oaks Dr,450000
29515321,2604 Birchleaf Trl,199900
70343317,3408 Azalea Blossom Dr,675000
114406315,11411 Buster Crabbe Dr,275000
29512314,11400 Menodora Dr,449000
111371813,12813 Black Hills Dr,425000
70335311,2908 Alsatia Dr,425000
29515310,12036 Battle Bridge Dr,299900
119630809,12308 Turning Lizard Ct,392500
70335308,2816 Alsatia Dr,450000
29514807,3300 Lost Oasis Holw,575000
29511806,4011 Tecate Trl,400000
29514805,12201 Edwards Hollow Run,499999
70343303,2908 Raspberry Rd,570000
29512302,11317 Menodora Dr,379000
29514801,11901 Edwards Hollow Run,500000
70335296,2909 Balfour Falls Ln,425000
70335290,11417 Arroyo Blanco Dr,419000
29513789,11809 Silkwood Cv,525000
119618787,5409 Pincushion Daisy Dr,459900
29514784,12100 Barrel Bnd,340000
29513781,11807 Hobbiton Trl,405000
29512280,3309 Treadsoft Cv,525000
83815779,2716 Bear Springs Trl,790000
145552278,5105 Mandevilla Dr,615000
119616778,5304 Allamanda Dr,469000
70335278,2709 Alsatia Dr,525000
29514778,2901 Warwick Way,385000
119618777,6901 Estana Ln,650000
2092363276,5200 Mandevilla Dr,533545
70335274,2801 Alsatia Dr,595000
29514773,2901 Sussex Gardens Ln,399000
119630272,12300 Cardinal Flower Dr,475000
70335268,2917 Alsatia Dr,560000
125903267,5105 Rain Lily Dr,449900
29512267,11309 Menodora Dr,399000
70343262,10415 Brodie Springs Trl,575000
64449760,12017 Emerald Oaks Dr,519000
29513759,11604 Sundown Trl,369000
29513756,11804 Onion Hollow Run,625000
29511756,3603 Indian Point Dr,565000
119632254,5416 Allamanda Dr,464999
29512254,3405 Shady Valley Dr,385000
29512750,4221 Lost Oasis Holw,547000
29514748,2953 Sussex Gardens Ln,395000
29513747,11705 Onion Hollow Run,575000
70343243,3212 Raspberry Rd,695000
70343242,3208 Raspberry Rd,699000
29512742,11710 Hobbiton Trl,429000
29513738,11811 Onion Hollow Run,725000
29511736,4005 Reynosa Dr,279000
120897234,11615 Buster Crabbe Dr,279900
2090311233,12304 Gray Camlet Ln,359000
29514726,2930 Sussex Gardens Ln,425000
29512723,4308 Lost Oasis Holw,450000
29513721,3304 Eldorado Trl,595000
83818718,6509 Estana Ln,650000
119626216,2500 Madras Cv,350000
29513713,3300 Accomac Dr,525000
29513711,3314 Green Emerald Ter,459000
58317710,12121 Tumbling Creek Trl,324990
58317709,12125 Tumbling Creek Trl,329900
119621208,5505 Pincushion Daisy Dr,449770
29511707,3611 Shady Valley Dr,400000
29513704,3600 Green Emerald Ter,500000
29513695,3503 Eldorado Trl,425000
29514694,12014 Yarbrough Dr,452000
29514692,11812 Arbor Downs Rd,425000
58317685,2704 Cradle Rock Trl,339500
29512685,4115 Tecate Trl,390000
29514682,3028 Sunland Dr,475000
29514680,3020 Sunland Dr,435000
83829679,6325 Antigo Ln,644580
64804679,12317 Gatling Gun Ln,500000
64732679,11301 Bellows Falls Ave,435000
29513677,3502 Eldorado Trl,595000
64574173,12205 Cascade Caverns Trl,445000
64525173,12509 Tabor Oaks Dr,549000
29513673,3412 Eldorado Trl,510000
29514667,11812 Trawood Path,450000
83822665,6521 Estana Ln,524900
29511665,3700 Kellywood Dr,525000
29513663,11511 Saddle Mountain Trl,515000
119624220,5112 Allamanda Dr,424900
29514662,3143 Montwood Trl,495000
111372154,12509 White Eagle Rd,389999
29514654,3103 Sunland Dr,485000
114405153,11608 Buster Crabbe Dr,355000
29511652,3506 Denbar Ct,479500
29515418,12304 Sugar Leaf Pl,254000
29513650,3602 Socorro Trl,425000
125804147,5109 Cornflower Dr,575000
119630142,12216 Cardinal Flower Dr,439900
29514631,3130 Montwood Trl,565000
29511629,10715 Shackelford Dr,405000
125804127,5220 Rain Lily Dr,589000
29512627,11504 Sundown Trl,329000
29512625,11420 Sundown Trl,455000
119623119,5509 Allamanda Dr,569500
83820618,12716 Bismark Dr,665000
29512617,11502 Saddle Mountain Trl,465000
29511615,10703 Culberson Dr,449000
29512614,3505 Spotted Horse Trl,245000
83827267,6621 Estana Ln,459000
29513604,3001 Shoot Out Ct,475000
29511604,10712 Shackelford Dr,526000
125904100,5104 Rain Lily Dr,525000
29512599,3712 Capistrano Trl,525000
29512597,3704 Capistrano Trl,425000
2082667322,6709 Taomina Dr,596315
64458595,12505 Tabor Oaks Dr,340000
29513593,11539 Gun Fight Ln,274900
29511591,3500 Apache Forest Dr,385000
29512590,3504 Capistrano Trl,284900
29514644,3201 Sunland Dr,500000
70332589,3512 Fitzroy Ave,329900
29514587,2605 Dante Ct,515000
29513587,11508 Gatling Gun Ln,394700
70332586,10804 Harley Ave,275000
29511586,3600 Indian Point Dr,425000
29513584,3001 Six Gun Trl,405000
29513583,3003 Six Gun Trl,385000
29514582,2624 Niemann Dr,624900
64534580,12405 Mossback Cv,475000
29514578,2608 Niemann Dr,525000
29512574,11301 Poppy Wood Cv,512000
29510573,5703 Back Bay Ln,599999
119623572,2513 Hopsack Mills Rd #53,345000
29511571,3405 Doe Run,650000
83126565,2404 Sturgis Ln,299950
83126560,12400 White Eagle Rd,477000
29510560,5927 Mordred Ln,475000
29511555,3416 Doe Run,479000
83126554,2416 Sully Creek Dr,399900
29512552,3607 Piute Trl,299000
83126551,2320 Sully Creek Dr,479900
29514551,2601 Dupree Cir,485000
29512551,11405 Eveningstar Dr,639000
111373050,2205 Williston Loop,495000
70343297,10521 Antelope Run,434003
83126549,2312 Sully Creek Dr,390000
64542547,12100 Emerald Oaks Dr,525000
29513547,3107 Fort Worth Trl,525000
83126545,2305 Sully Creek Dr,379000
29510545,4001 Wyldwood Rd,599000
29515544,3313 Barker Hollow Pass,529000
145656495,12801 Padua Dr,699900
83824540,12521 Bismark Dr,610000
29513540,3031 Sesbania Dr,365000
83830538,2833 Bear Springs Trl,650000
29513538,3101 Sesbania Dr,365000
111371036,2120 Williston Loop,418000
251029034,12500 Cardinal Flower Dr,550000
29511531,3416 Buck Race St,479000
29514529,2704 Arroyo Blanco Cv,433000
29512028,4208 Wyldwood Rd,625000
29513527,3102 Fort Worth Trl,419900
29514526,2705 Arroyo Blanco Cv,405000
29515525,12508 River Rock Ct,550000
29512524,3601 Capistrano Trl,419997
83819021,2424 Turtle Mountain Bnd,325000
2084648020,13101 Cardinal Flower Dr,522930
29513520,3112 Sesbania Dr,385000
120897019,11510 Buster Crabbe Dr,320000
64443019,12113 Cascade Caverns Trl,439000
29513519,3110 Sesbania Dr,335000
29510519,3712 Whitt Loop,430000
60139018,2912 Mossback Ln,455000
29513518,11307 Boothill Dr,430000
305427016,12420 Cardinal Flower Dr,490000
83820513,2208 Turtle Mountain Bnd,379900
29446017,12802 Carrera Dr,195000
29514768,3007 Warwick Way,390000
29595516,13433 Moscow Trl,349000
29510513,3709 Rocky Ford Dr,345000
29371483,7403 Attar Cv,424900
60139008,12416 Tabor Oaks Dr,550000
29512508,3402 Saddlestring Trl,300000
29367821,11010 Oak Knoll Dr,615000
64609006,12020 Emerald Oaks Dr,428250
29515506,3208 Barker Hollow Pass,539000
29369687,11509 Autumn Ridge Dr,648500
29550814,11608 Sherwood Frst,465000
125917502,12117 Standing Cypress Dr,525000
29512501,3400 Spotted Horse Trl,450000
29369233,11901 Arabian Trl,275000
29367812,6802 Arrowpoint Cv,564999
58305729,4507 Everest Ln,437000
29371808,11700 Knights Brg,419000
29510501,3700 Rocky Ford Dr,475000
29575512,6922 Dallas Dr,409900
29438993,12943 Dionysus Dr,319000
29434483,1415 Atterbury Ln,267000
29436975,12325 Zeller Ln,303000
29436971,12309 Zeller Ln,315000
29438960,1000 Cassat Cv,325000
29438954,1205 Briargate Dr,295000
70354953,1506 Weatherford Dr,239000
124836948,13021 Dessau Rd LOT 345,70000
70354944,1603 Weatherford Dr,325000
70354941,1602 Weatherford Dr,315000
29434441,12024 Trotwood Dr,249900
145655434,1621 Constanta Dr,291990
29438920,1104 Briargate Dr,279990
29437920,12704 Bartholdi St,244900
29434419,1110 Byers Ln,209000
29438915,1114 Briargate Dr,229000
29437912,12711 Descartes Cv,239990
29433399,1401 Byers Ln,205000
29436897,12400 Zeller Ln,247500
29436896,12430 Zeller Ln,330000
29437892,1109 Dexford Dr,139950
29433387,1308 Deupree Dr,209900
29434886,11907 Shropshire Blvd,297000
124906385,12401 Comic Dr,339000
29436885,12323 Little Emily Way,245000
29436884,12321 Little Emily Way,199900
29433384,1314 Deupree Dr,249000
2091970383,12220 Cottage Promenade Ct,329900
29436878,12309 Little Emily Way,205000
29436874,12301 Little Emily Way,224900
29434873,11825 Tobler Trl,255000
29437872,12823 Bartholdi St,249900
29437869,12813 Bartholdi St,279999
29436868,12322 Yarmont Way,235000
29436867,12324 Yarmont Way,209900
29434867,11912 Thompkins Dr,199000
29437864,12731 Bartholdi St,275000
29433361,1412 Byers Ln,223330
29438858,13106 Bennington Ln,279999
29433356,11828 Shropshire Blvd,201000
29433354,11832 Shropshire Blvd,179000
29433352,11836 Shropshire Blvd,249900
29438851,13202 Bennington Ln,250000
29437845,1220 Bradbury Ln,235000
29438844,13105 Fieldgate Dr,177000
29433344,11837 Shropshire Blvd,225000
29438841,13100 Rochester Ln,267000
29433339,11827 Shropshire Blvd,229000
29434838,11908 Tobler Trl,206400
29436837,12337 Thompkins Dr,305000
29434830,1413 Alma Dr,249000
125891329,1420 Berlin Ln,350000
29433328,11915 Tobler Trl,219000
29433326,11922 Tobler Trl,255000
29434823,1313 Alma Dr,164900
29437821,12925 Latchwood Ln,249900
29438819,1104 Blue Fox Dr,220000
124902317,12400 Comic Dr,325000
29436816,1015 Markham Ln APT B,185000
29437814,1433 Dexford Dr,239900
29433314,11920 Rotherham Dr,245000
29433313,11921 Rotherham Dr,259900
29436808,1007 Markham Ln APT B,190500
29437804,1321 Dexford Dr,129000
29436799,911 Markham Ln APT A,174900
29438796,1105 Haverford Dr,250000
29434793,11913 Thompkins Dr,242000
241930788,12417 Calibri Ln,342500
29437787,1200 Dexford Dr,309899
125090786,12229 Cottage Promenade Ct,385000
29434786,11934 Shropshire Blvd,97650
29435284,12126 Shropshire Blvd,190000
29435280,12204 Shropshire Blvd,225000
29434779,1304 Alma Dr,129900
29436770,12311 Furrow Cv APT B,136000
29436768,12309 Furrow Cv APT B,167000
29433264,1307 Deupree Dr,255000
125458755,1501 Constanta Dr,328867
29433254,11822 Tobler Trl,240000
29435253,1113 Peggotty Pl,249900
29438752,1120 Faircrest Dr,255000
145550740,1525 Constanta Dr,345000
29435234,1407 Atterbury Ln,255900
29434734,1308 Tuffit Ln,235000
58304732,12229 Chelsea Glen Pl,169900
29436731,12312 Uttimer Ln,350000
29438725,13212 Bennington Ln,265000
29435219,12208 Donington Dr,210000
29437711,12537 Zeller Ln,131400
29435211,12224 Donington Dr,99000
29436707,12408 Captain Hopkins Cv,300000
145550706,12424 Comic Dr,338500
29437700,12540 Zeller Ln,154900
29435195,12226 Branston Dr,225000
29435691,12313 Little Fatima Ln,299997
145550690,12401 Knowell Dr,350000
29434690,1400 Dominique Dr,249900
29437688,12505 Wethersby Way,250000
29437998,12809 Serafy Ct,241000
29434683,1414 Dominique Dr,230000
29434675,12022 Rotherham Dr,119889
70327172,1408 Weatherford Dr,309000
29435168,1406 Atterbury Ln,240000
145655165,12400 Britannic Dr,341494
29436664,12404 Thompkins Dr,279998
29435651,12239 Branston Dr,336000
29434649,12015 Rotherham Dr,205000
29435648,12233 Branston Dr,225000
29436643,12423 Fallen Tower Ln,269900
29438997,12936 Heyerdahl,250000
29438768,1111 Faircrest Dr,118900
29434635,1306 Baronets Trl,189000
29437114,12608 Linford Dr,285000
29434497,12101 Sunderland Dr,289000
29435608,12205 Little Fatima Ln,299900
29434601,1109 Gatehouse Dr,262500
29435599,12104 Salem House Way,239700
124903598,12328 Comic Dr,360000
29435094,915 Pyegrave Pl,235000
29435593,12104 Lavinia Ln,339000
29435590,12110 Lavinia Ln,190000
29435581,12000 Trotwood Dr,227900
29434569,1208 Glen Summer Cv,225000
29437063,12704 Bransford Cv,229000
125090557,12211 Cottage Promenade Ct,350000
124839555,12600 Lucida Ln,369000
60137552,12205 Abbey Glen Ln #B,225000
29439052,13214 Rochester Ln,239900
60137548,12225 Abbey Glen Ln,185000
60137546,12253 Abbey Glen Ln #D,215000
29439046,13315 Fieldgate Dr,289000
29437046,1421 Bradbury Ln,249000
60137544,12245 Abbey Glen Ln #B,189900
29437044,1417 Bradbury Ln,272500
2079162042,909 Markham Ln APT B,205000
29434541,12016 Shropshire Blvd,205000
29437995,1504 Collindale Dr,309900
29437033,1425 Bradbury Ln,245000
29434532,12034 Shropshire Blvd,305000
29439031,13314 Fieldgate Dr,224900
29439020,13314 Rochester Ln,265000
29434520,1304 Blakeney Ln,233000
29434511,1300 Tuxford Cv,210000
29434507,12121 Sunderland Dr,245000
29438002,12825 Serafy Ct,215000
60134497,6016 Speyside Dr,259000
29424483,6819 William Wallace Way,349900
70354493,12116 Timber Heights Dr,229900
122585968,6520 Adair Dr,235000
70339491,2005 Shaker Trl,186000
83830466,11732 Gaelic Dr,254500
29424463,6700 Carisbrooke Ln,273900
29364040,6005 Ironwood Cv,499000
29432903,10306 Stubble Quail Dr,259900
29356462,4402 Deepwoods Dr,964000
29353460,7703 Pleasant Meadow Cir,955000
29356458,7404 W Rim Dr,575000
58299815,8836 Mountain Path Cir,829000
58302803,3905 Dominion Cv,584900
29430967,8316 Bent Tree Rd,339150
29426465,8405 Bowling Green Dr,300000
29353462,3805 Green Trl S,1150000
29430957,8221 Summer Side Dr #177,275000
29422456,7920 Mullen Dr,1475000
29425999,7902 Havenwood Dr,639000
29429455,8510 Daleview Dr,650000
29429454,8511 Millway Dr,499000
29426452,8311 Bowling Green Dr,310000
29422448,2005 Belford Dr,289900
29428445,8413 Rockwood Ln,249900
29429443,8704 Millway Dr,399750
29422431,1908 Belford Dr,449000
29422429,1904 Belford Dr,389900
29426427,2112 Lanier Dr,320000
145550424,8601 Honeysuckle Trl,595000
29422419,2003 Pompton Dr,429000
29355418,3857 Williamsburg Cir,318000
29428417,8310 Franwood Ln,415000
29355417,3859 Williamsburg Cir,349900
29426415,2003 Ohlen Rd,199000
29358408,8148 Meandering Way,429000
29426406,8414 Bowling Green Dr,500000
29352903,7508 Stonecliff Cir,799000
29358397,8124 Meandering Way,495000
29358396,8122 Meandering Way,380000
29426389,8216 Briarwood Ln,295000
29352888,3707 Hidden Holw,720000
29422386,1810 Belford Dr,730000
29418881,2607 Pinewood Ter,575000
29352876,3710 Hidden Holw,789000
29352874,3706 Hidden Holw,750000
29428367,8410 Daleview Dr,455000
29422363,2012 Pompton Dr,450000
29355361,3712 Williamsburg Cir,369900
29358357,8127 Raintree Pl,559000
29428351,8302 Millway Dr,399900
29422351,1900 Pompton Dr,550000
29352851,7505 Hart Ln,799500
29421349,1804 Princeton Ave,399900
29352849,7501 Hart Ln,799000
29421347,1800 Princeton Ave,497000
29420345,7516 Saint Phillip St,400000
29358342,8005 Raintree Pl,449900
29352841,7511 Stonecliff Cir,935000
29428338,8500 Millway Dr,450000
124838337,8500 Bowling Green Dr #B,349900
29428337,8502 Millway Dr,419000
29424835,8109 Parkdale Dr,420000
29421333,1708 Barbara St,429900
29424827,8007 Parkdale Dr,429000
29432043,8711 Camelia Ln,539000
29355326,3702 Timson Ct,380000
29428324,8210 Sandalwood Cv,425000
29430823,8220 Summer Side Dr,400000
29431990,8702 Oakmountain Cir,619000
29428323,8209 Sandalwood Cv,625000
29420322,7508 Daugherty St,470000
29430819,8230 Summer Side Dr,395000
29355318,3884 Williamsburg Cir,385000
29428315,8206 Rockwood Ln,340000
29426312,8307 Stillwood Ln,419000
29428310,3005 Charlwood Dr,450000
29428308,3009 Charlwood Dr,385000
29422308,3302 Mcelroy Dr,529000
29355308,3701 Green Trl N,750000
29427307,8603 Hathaway Dr,499000
29430806,8400 Summer Tree Ct,395000
29426305,8202 Valleydale Cv,411000
29426304,8204 Valleydale Cv,539900
29424804,2701 Ashdale Dr,435000
29422303,3202 Mcelroy Dr,525000
29420303,7505 Daugherty St,285000
29424801,2707 Ashdale Dr,355000
29420301,7501 Daugherty St,699900
29421299,7709 Mullen Dr,469990
29430797,3729 Cima Serena Dr,449000
29430795,3733 Cima Serena Dr,579000
29421287,7704 Rutgers Ave,475000
62606282,8505 Cima Oak Ln #A-30,340000
29422281,3104 Silverleaf Dr,849900
29428277,3001 Stanwood Dr,565000
29424777,8015 Logwood Dr,450000
29420277,2601 Cascade Dr,614500
29428276,3003 Stanwood Dr,399000
29425992,3506 Denwood Dr,499990
29428347,8310 Millway Dr,374000
29430761,8303 Summerwood Dr,419000
29426261,8314 Stillwood Ln,519000
29420261,7511 Saint Cecelia St,490000
29420992,3306 Greenlawn Pkwy,512000
29424759,2701 Steck Ave,410000
29420259,7507 Saint Cecelia St,1200000
29420258,7505 Saint Cecelia St,789950
29421257,7808 Rutgers Ave,439000
29428256,8129 Forest Mesa Dr,425000
29424756,2707 Steck Ave,239999
29426254,8217 Briarwood Ln,410000
29420254,7506 Saint Cecelia St,875000
29429753,8604 Stillwood Ln,580000
29430752,8348 Summerwood Dr,355000
29428252,8121 Forest Mesa Dr,349000
29426252,8213 Briarwood Ln,395000
29429751,8608 Stillwood Ln,529000
29421251,7809 Mullen Dr,500000
29424749,8006 Stillwood Ln,399000
29421249,7805 Mullen Dr,1265000
29429748,8614 Stillwood Ln,589000
29424748,8008 Stillwood Ln,379000
29420248,7514 Saint Cecelia St,379900
29430746,8321 Summer Place Dr,374900
29424746,8012 Stillwood Ln,259000
29425990,3502 Denwood Dr,450000
29426243,8404 Briarwood Ln,419900
29424743,8100 Stillwood Ln,475000
120899742,8524 Etienne Cv,739900
29426242,8406 Briarwood Ln,367000
29424742,8102 Stillwood Ln,300000
29422234,3005 Whiteway Dr,625000
29428232,8128 Forest Mesa Dr,419000
29426228,8507 Rockwood Ln,418500
29422228,3201 Whiteway Dr,539990
29420722,1708 Princeton Ave,409900
29430721,8316 Summerwood Dr,364900
29424718,8001 Briarwood Ln,387345
29421218,7804 Hardy Dr,699000
29430717,8326 Summerwood Dr,399000
29430716,8328 Summerwood Dr,380000
29355216,7801 Lindenwood Cir,699900
29430987,3706 Branigan Ln,465000
29430707,3802 Woodbrook Cir,750000
29429707,8602 Primrose Ln,545000
29424707,8102 Briarwood Ln,495000
29421207,7600 Shoal Creek Blvd,550000
29429702,8612 Primrose Ln,525000
29422202,3107 Mcelroy Dr,448122
29427199,3604 Brownwood Dr,599000
29425987,8005 Lawndale Dr,799000
29422191,3308 Whiteway Dr,660500
124845189,8502 Bowling Green Dr #B,360000
29423186,2210 Kenbridge Dr,399999
29426453,8313 Bowling Green Dr,139999
29421183,7607 Silvercrest Cir,525000
29421176,2710 Richcreek Rd,629900
29420175,7203 Shoal Creek Blvd,825000
29421172,7506 Silvercrest Dr,540000
29421168,7507 Greenhaven Dr,695000
29421164,2611 Richcreek Rd,600000
29425985,8001 Lawndale Dr,495000
29422163,3300 Stardust Dr,1300000
29420161,2904 Greenlawn Pkwy,799950
29424658,8017 Stillwood Ln,449500
29422157,3104 Stardust Dr,495997
29422154,3006 Stardust Dr,895000
29424653,8007 Stillwood Ln,410000
29428150,8001 Moravian Cv,699500
29432736,4007 Greenhill Pl,648900
29430649,8105 Middle Ct,659000
29430643,8116 Middle Ct,375000
29424643,7709 Shoal Creek Blvd,550000
29432142,3702 Cima Serena Dr,525000
29423142,2113 Kenbridge Dr,584000
29430633,8105 West Ct,533300
29423132,2202 Teakwood Dr,789000
29421132,2804 Silverleaf Cir,799000
29430631,8111 West Ct,459000
29430628,8117 West Ct,283000
29423127,2108 Teakwood Dr,530000
29430624,8106 West Ct,410000
29422124,3107 Silverleaf Dr,825000
29426116,7932 Vinewood Ln,254900
29430614,3610 Claburn Dr,249900
29423131,2200 Teakwood Dr,550000
29426114,8002 Vinewood Ln,490000
29424614,3106 Whitepine Dr,845000
29429478,3204 Crosscreek Dr,500000
29422112,3306 Skylark Dr,720000
29430609,3619 Claburn Dr,404900
29430608,3621 Claburn Dr,360000
29423106,8000 Brockman St,449000
29421104,7300 Shoal Creek Blvd,587500
29422100,3006 Skylark Dr,599900
29429599,8710 Donna Gail Dr,420000
29432096,8613 Willowick Dr,668000
29428096,8009 Cardin Dr,560000
29430593,3619 Kentfield Rd,376000
29428092,8012 Cardin Dr,660000
29429588,8604 Little Laura Dr,543000
29428088,8102 Cardin Dr,605000
29420587,7514 Saint Louis St,389000
29425978,7906 Northforest Dr,500000
2079147585,2003 Karen Ave #A,774000
29429583,8700 Little Laura Dr,650000
29421083,2610 Pinewood Ter,999990
29432082,8609 Honeysuckle Trl,560000
29430582,3612 Kentfield Rd,333000
29428078,8101 Greenslope Dr,500000
29429577,8724 Little Laura Dr,565000
29429576,8800 Little Laura Dr,600000
249911477,2103 Wooten Dr,489999
29426075,8016 Rockwood Ln,375000
144274064,3014 Yellowpine Ter,645000
29423063,7921 Brockman St,275000
29428059,8005 Hillrise Dr,499900
