zpid,streetAddress,latestPrice
251032555,7406 Oberon St #69,415000
124843050,2212 Montague St #64,409990
69809046,1604 Poppy Seed Ln,284700
80098545,1208 Anise Dr,318000
69809042,1625 Anise Dr,315000
29463456,6817 Montana St,275000
2091380537,2108 Hermia St,439000
29464028,1408 Vargas Rd,389900
29463455,6815 Montana St,165800
69809024,1408 Poppy Seed Ln,350000
29462023,6217 Hogan Ave,250000
251029954,2206 Hermia St #33,435000
29463454,6813 Montana St,275000
69809021,1429 Anise Dr,329900
145656020,3604 Black Granite Dr,285000
80107018,3901 Carbondale Ave,235000
69809017,1525 Anise Dr,310000
29464017,6610 Galindo St,165000
145656452,7110 Tybalt St,419900
29463927,6101 Caddie St,335000
145657505,1604 Frontier Valley Dr,465000
29465503,4809 Allison Cv,367500
29463254,6115 Marigold Ter,220000
29465500,2807 Allison Dr,425000
29420959,1004 Durham Dr,339000
29418454,8405 Danville Dr,329900
29411939,1308 Radcliff Dr,399900
119623829,350 Catalina Ln,385000
29420936,8600 Danville Dr,355500
80079828,345 Aspen Dr,634400
69692496,145 Abbott Dr,479000
121656402,11112 Kirkland Hill Path,224900
145653413,6201 Garden Rose Path,317500
96536821,120 Saint Richie Ln,348000
145653412,6416 Garden Rose Path,260000
29412925,2004 Sandberg Dr,229900
29421894,11317 Avering Ln,265000
84142319,121 Saint Richie Ln,325000
29420922,1000 Weeping Willow Dr,420000
111372408,11217 Barns Trl,242500
250400315,581 Mendocino Ln,466990
2082306887,9614 Magna Carta Loop,240000
111373407,11016 Helms Deep Dr,249000
29413918,7504 Brookhollow Dr,419000
303836811,12552 Mesa Verde Dr,550000
29412916,2110 Bronte Dr,134500
29421905,11508 Glen Falloch Ct,219990
2085513810,290 Mendocino Ln,519000
29421886,7024 Thistle Hill Way,295000
29407630,7406 Crystalbrook Dr,165000
29420912,8510 Loralinda Dr,350000
29419903,7117 Dagon Dr,259999
70326882,5807 Brook Valley Dr,319000
2084292310,11232 Mesa Verde Dr,630090
70326997,7622 Rio Pass,314900
29412906,2108 Morley Dr #142,225000
29413905,7509 Brookhollow Dr,429000
145654878,6225 Garden Rose Path,249997
241931993,11012 Cairnhill Ct,299500
125914877,5713 Whitebrook Dr,495000
119630805,115 Kinloch Ct,795000
29404876,7109 Hillcroft Dr,214800
84131803,180 Miss Ashley St,321000
119623485,10900 Roderick Lawson Ln,290000
29419875,11251 Avering Ln,235000
89407793,130 Cork Ln,475000
119632873,10917 Helms Deep Dr,275000
29419872,11314 Avering Ln,249900
29419867,7116 Dagon Dr,304999
119622792,163 Kinloch Ct,650000
119629256,6701 Crosne St,270000
89404788,420 Torrington Dr,307500
119629286,13508 Mesa Verde Dr,439500
119624286,300 Grafton Ln,398859
114157284,159 Naples Ln,529900
29404861,7222 Hillcroft Dr,199800
29421978,7058 Thistle Hill Way,364900
84140779,360 Harris Dr,369900
111371830,11201 Drumellan St,265000
29421857,6917 Celtic Ct,364000
58301352,7101 Siepel Dr,180000
29421851,6904 Celtic Ct,324900
114157278,146 Kinloch Ct,567000
145652348,11001 Cairnhill Ct,275000
58301473,6916 Colony Loop Dr,219000
29421848,6916 Celtic Ct,260000
58301471,7109 Townsborough Dr,169000
29415848,5216 Coppermead Ln,198000
84136268,450 Torrington Dr,360000
29404848,7309 Colony Park Dr,199900
84131768,110 Chancery Ct,547500
29419846,11112 Avering Ln,250000
29421969,7051 Thistle Hill Way,215000
119624767,13692 Mesa Verde Dr,504900
58301468,7103 Townsborough Dr,85000
58301342,6907 Hillcroft Dr,205900
122141766,302 Bitterroot Ln,624900
29404840,7308 Colony Park Dr,219900
122188764,13714 Mesa Verde Dr,437500
29419839,7108 Whifflewind Way,230000
29421968,7057 Thistle Hill Way,189000
303840259,172 Encanto Pl,819995
125805837,11224 Harlyn Bay Rd,265000
114157259,13207 Mesa Verde Dr,489000
58301337,7009 Colony Park Dr,229000
125089959,11233 Kildoon Dr,350000
2091752753,211 Brentwood Dr,539990
58301459,6921 Shannon Dr,55000
119624252,13318 Mesa Verde Dr,429000
29421958,11324 Avering Ln,275000
114157251,354 Mirafield Ln,459900
29404825,7401 Muffin Dr,229900
114157250,342 Mirafield Ln,439000
29421824,6850 Thistle Hill Way,380000
122186247,261 Merion Dr,425000
29404820,7319 Muffin Dr,199900
58301316,7005 Carwill Dr,189000
250400725,216 Lavaca Heights Dr,439990
29419816,11104 Amaranth Ln,270000
111963222,13224 Mesa Verde Dr,499000
114156721,331 Aspen Dr,645000
29408814,7402 Chisos Pass,339950
84136714,140 Saint Richie Ln,349900
111371313,11305 Barns Trl,258000
70338445,4800 Valcour Bay Ln,229900
89414708,201 Saint Richie Ln,436000
29408807,7409 Chisos Pass,210000
243292699,321 Seneca Dr,859000
29415806,5007 Edenbourgh Ln,149900
303836196,205 Mendocino Ln,502000
58301302,6906 Colony Park Dr,249500
250400696,512 Mendocino Ln,489000
121658798,11329 Kirkland Hill Path,275000
119626798,11008 Roderick Lawson Ln,269000
89413692,210 Trinity Hills Dr,394900
84130691,171 Kiras Ct,379900
250400686,12920 Mesa Verde Dr,444900
250400685,181 Lavaca Heights Dr,525000
29408794,7308 Lazy Creek Dr,345000
243292681,851 Catalina Ln,399900
29419791,11202 Amaranth Ln,252450
119627177,134 Catalina Ln,435000
121651444,11017 Kirkland Hill Path,269900
29415791,5204 Edenbourgh Ln,147900
243292672,788 Catalina Ln,450000
250400671,228 Lavaca Heights Dr,449990
29419789,11210 Amaranth Ln,169000
2084574169,11271 Mesa Verde Dr,746074
67388669,310 Abbey Dr,382198
29402781,5803 Whitebrook Dr,349990
63296780,9114 Magna Carta Loop,219900
29421779,7011 Muckender Ln,239900
111962666,151 Miss Ashley St,439000
243292662,123 Venice Cv,499000
119618943,10921 Roderick Lawson Ln,272000
145655272,6213 Garden Rose Path,245000
29421770,7004 Muckender Ln,340000
243292661,135 Venice Cv,415000
29415770,5215 Coppermead Ln,200000
2085050656,317 Encanto Pl,533000
243292655,132 Venice Cv,465000
119620442,10925 Roderick Lawson Ln,265000
125255154,314 Catalina Ln,410000
29421769,7008 Muckender Ln,270000
29410268,7502 Uray Dr,359000
243292647,598 Catalina Ln,459000
29410264,7510 Uray Dr,350000
84131647,110 Saint Richie Ln,322500
125903263,11229 Harlyn Bay Rd,257900
29410263,7512 Uray Dr,349900
202190144,214 Brentwood Dr,469000
2089819262,4805 Virginia Dare Ln,255000
67388640,231 Abbey Dr,399999
70334262,7205 Boyle Dr,399000
84132139,210 Maeves Way,399990
29410262,7514 Uray Dr,225000
70326938,7515 Northview Ln,129900
125252138,254 Merion Dr,498000
70334261,7201 Boyle Dr,409000
29410261,7516 Uray Dr,349900
67388638,171 Abbey Dr,499000
250400637,204 Lavaca Heights Dr,550000
58301760,7107 Asbury Dr,235000
303836135,239 Brentwood Dr,529900
122186635,13622 Mesa Verde Dr,435000
29421759,11236 Amaranth Ln,145000
243293133,12789 Mesa Verde Dr,506990
119632258,11005 Roderick Lawson Ln,220000
243292628,362 Catalina Ln,399000
70334255,7109 Boyle Dr,419000
122186618,399 Merion Dr,475000
121656254,6513 Ladywell Ln,229000
84132126,151 Brighton Ln,509000
70334254,7105 Boyle Dr,405000
119556614,512 Naples Ln,590000
89415111,190 Maeves Way,369900
70334253,7101 Boyle Dr,459000
69686105,320 Aspen Dr,550000
70338436,4713 Valcour Bay Ln #42,260000
243294104,182 Lavaca Heights Dr,487000
125234103,283 Merion Dr,539000
250400591,124 Mendocino Ln,499900
84139166,130 Saint Richie Ln,314900
250400089,227 Brentwood Dr,526990
58301745,7107 Shannon Dr,245000
80086084,410 Aspen Dr,685000
2078057740,7824 Big Wind Way,374257
202137342,171 Venice Cv,515000
84133081,410 Torrington Dr,570000
145550234,11229 Kildoon Dr,280000
29421932,11537 Glen Falloch Ct,315000
202190580,631 Brentwood Dr,579500
145550232,6313 Minnoch Ln,272000
243294071,524 Mendocino Ln,504990
29415732,5221 Langwood Dr,129900
114157283,211 Naples Ln,599976
70334231,7001 Zachary Dr,499000
29415731,5209 Langwood Dr,110000
119557562,558 Catalina Ln,395000
96632061,115 Palisade Dr,413000
145550230,6305 Minnoch Ln,269000
243294557,172 Lavaca Heights Dr,429900
29415730,5207 Langwood Dr,119900
119618057,658 Naples Ln,585000
70334229,7004 Boyle Dr,429000
84076548,130 Miss Ashley St,399900
29415729,5205 Langwood Dr,140000
80080048,121 Cork Ln,355000
84076546,221 Saint Richie Ln,425000
202136952,111 Galloway Ln,549900
70334227,7012 Boyle Dr,374900
70334226,7016 Boyle Dr,399000
299721537,151 Drennan Ln,722000
80082032,165 Abbott Dr,499000
29415726,8821 Merion Cir,105000
62571530,325 Rugged Earth Dr,679900
70334225,7100 Boyle Dr,390000
111964529,200 Galloway Ln,425000
29415723,8815 Merion Cir,99000
111371431,11308 Drumellan St,247900
84132028,250 Torrington Dr,389500
121654722,11128 Kirkland Hill Path,224900
202137527,156 Gallatin Ct,699000
111373221,11008 Barns Trl,235000
29415721,5211 Langwood Dr,99900
299721525,192 Bitterroot Ln,719000
202190525,240 Brentwood Dr,509990
202137524,415 Bitterroot Ln,575000
121654714,11225 Kirkland Hill Path,250000
70334208,7013 Boyle Dr,399000
84133019,180 Trinity Hills Dr,399999
70334206,7005 Boyle Dr,495000
70334205,7001 Boyle Dr,399000
202137515,285 Seneca Dr,675000
121658429,11317 Kirkland Hill Path,320000
145654204,11021 Kirkoswald Rd,270000
84131014,251 Grafton Ln,484000
70334203,6417 Keegans Dr,399000
125230511,13735 Mesa Verde Dr,400000
70334201,6409 Keegans Dr,399000
125254009,314 Merion Dr,520000
122141008,210 Big Horn Cir,629000
111371700,11004 Barns Trl,265000
119615007,323 Naples Ln,596000
70334200,6405 Keegans Dr,439000
89404506,690 Harris Dr,489000
111964502,171 Saint Richie Ln,422900
121656199,11229 Kirkland Hill Path,265000
70334198,6325 Keegans Dr,449000
84076987,281 Limestone Trl,309900
28607483,14044 Timberline Trl,565500
29402694,6628 Greensboro Dr,435000
67384481,137 Garrett St,635000
70334193,6305 Keegans Dr,489000
28587981,13750 High Sierra,575000
29421928,11521 Glen Falloch Ct,315000
29415688,9032 Wellesley Dr,205000
80077472,130 Canterbury Dr,214500
28587967,13208 Wells Fargo Trl,499900
2087879680,7401 Cordoba Dr,447900
96563965,155 Empire Ct,675000
29415678,9110 Wellesley Dr,257500
111372174,11320 Barns Trl,249000
119617947,184 Rock Cliff Ct,479700
28584946,13633 Trautwein Rd,329000
58301671,7116 Carwill Dr,230000
119625499,361 Stone View Trl,365000
28587927,14000 Trail Driver St,659000
2143441667,4716 Dorchester Heights Ln,259900
28597926,14320 Canonade,1095000
111372667,11108 Helms Deep Dr,234900
96554925,133 Rock Vista Run,410000
28597925,271 Whirlaway,929000
119630422,241 Rock Vista Run,415000
119618162,10921 Helms Deep Dr,265000
119624420,121 Empire Ct,669000
119618672,6708 Crosne St,219950
64879918,12135 Fitzhugh Rd,429900
29415660,5000 Edenbourgh Ln,179500
122517414,218 Drury Ln,409000
29415659,5002 Edenbourgh Ln,199800
111373658,11109 Helms Deep Dr,276000
28587911,13200 Trail Driver St,475000
114156910,330 Littleton Dr,585000
29415652,3309 Bosque Ln,305000
114156908,370 Littleton Dr,479000
119617150,11000 Roderick Lawson Ln,230000
28589407,190 Carol Ann Dr,449999
29415648,8900 Wightman Dr,199000
83820405,12619 Fitzhugh Rd,1249000
241931145,11213 Kildoon Dr,298900
28589404,496 Carol Ann Dr,465000
29407644,5512 Burgundy Dr,385000
122185897,257 Rock Vista Run,415000
29415642,3633 Quiette Dr,499900
89406896,280 Littleton Dr,489009
29404642,7201 Gunnison Pass,325000
2077895889,13104 Wells Fargo Trl,505000
29404641,7105 Gunnison Pass,369000
111373138,6601 Kirkwynd Dr,219500
63596880,251 Kensington Ln,359000
29417634,9506 Springdale Rd,499900
111373133,6616 Kirkwynd Dr,225000
63596878,350 Kensington Ln,364999
29404632,7217 Inspiration Dr,339900
122187375,319 Ledgestone Dr,425000
29404630,7213 Inspiration Dr,350000
63596871,240 Lexington Dr,357000
63596867,200 Lexington Dr,409900
121655622,10905 Kirkland Hill Path,250000
63596866,240 Monarch Ln,625000
241935120,6329 Florencia Ln,438900
202140864,495 Carol Ann Dr,975000
29407619,7300 Gunnison Pass,339000
28601857,12617 Pauls Valley Rd,395000
96622854,360 Stone View Trl,357000
29407616,7406 Gunnison Pass,342900
119620848,701 Polo Club Dr,1300000
29407612,7307 Inspiration Dr,375000
96616348,545 Aspen Dr,600000
28601848,12460 Pauls Valley Rd,475000
96565341,150 Rock Vista Run,456000
29415606,3504 Quiette Dr,349000
84136841,571 Aspen Dr,669900
121658104,11221 Kirkland Hill Path,245000
55299840,1040 Polo Club Dr,985000
89406316,191 Granite Ln,789000
2089856310,519 Drury Ln,389990
29415600,3610 Quiette Dr,349900
202137310,220 Wellington Dr,530000
114157308,427 Drury Ln,465000
29407595,5511 Burgundy Dr,319900
114157307,459 Drury Ln,425000
114157306,126 Drury Ln,397500
29407593,5507 Burgundy Dr,250000
114157301,348 Drury Ln,342400
202137298,353 Wellington Dr,404900
29410328,5411 Burgundy Dr,219900
29404589,7006 Brook Valley Cir,334900
84134291,111 Empire Ct,439900
84129791,130 Littleton Dr,399000
96581787,208 Drury Ln,349000
111372586,11017 Roderick Lawson Ln,230000
94729785,303 Drury Ln,269900
119629281,300 Pemberton Way,985000
29404579,5804 Brook Valley Dr,319000
2093866778,277 Sea Hero Pl,749900
29401078,6810 Hillcroft Dr,189000
119618305,174 Drury Ln,450000
121657577,11109 Kirkland Hill Path,258000
111965777,162 Drury Ln,375000
121656068,11105 Kirkland Hill Path,225000
96568275,540 Aspen Dr,600000
29404566,7011 Millrace Dr,390000
111961773,543 Drury Ln,387000
121657064,11325 Kirkland Hill Path,285000
29404564,7007 Millrace Dr,299000
28595767,211 Heritage Dr,479000
29415562,8605 Sansom Rd,93000
28595764,115 Heritage Dr,775500
144271054,11009 Helms Deep Dr,233000
29404553,5800 Boulder Crk,259900
121654549,11213 Kirkland Hill Path,255000
2087666753,558 Big Brown Dr,890728
29404549,5805 Brook Valley Dr,339000
28595753,33 Tall Oaks Trl,394500
29401049,5811 Coolbrook Dr,365000
28595751,37 Tall Oaks Trl,498000
125916046,11209 Whitefaulds Dr,339500
28595748,17 Longwood Rd,550000
70327046,7605 Uray Dr,290000
145653545,6309 Garden Rose Path,269500
70327045,7603 Uray Dr,330000
96629741,190 Granite Ln,530000
28595737,12 Laurel Hl,445000
28587235,13100 Rooster Springs Rd,824900
29404543,5705 Brook Valley Dr,200000
67386230,563 Whirlaway,849950
29404537,5803 Boulder Crk,310000
89412227,290 Littleton Dr,410000
2083707534,4800 Virginia Dare Ln,235000
67389591,275 Monarch Ln,525000
2090973710,419 Riva Ridge Pl,874900
241932025,6216 Garden Rose Path,269900
122187710,150 Wellesley Ct,395000
70338522,4713 Dorchester Heights Ln,299900
122186710,281 Stone View Trl,334900
80074704,340 Canterbury Dr,339900
119631192,412 Limestone Trl,335000
58301506,8005 Colony Loop Dr,170000
80083187,155 Canterbury Dr,299900
2129847996,331 Ledge Stone Dr,364500
80082183,211 Manchester Ln,340000
111371503,11201 Barns Trl,239000
28595683,32 Long Creek Rd,615000
111965182,176 Crampton Cv,349900
80076677,125 Manchester Ln,365000
84138676,301 Longmont Ln,580000
28595671,15 Long Creek Rd,725000
84076993,199 Limestone Trl,359990
28595662,49 Long Creek Rd,850000
28595661,3 Heritage Oaks Dr,494900
2093052659,155 Riva Ridge Pl #9ULV4D,599900
28595658,10 Sentinel Hill Dr,475000
67389655,270 Manchester Ln,320000
67388653,110 Abbey Dr,410000
28595653,13 Coach House Rd,699900
28595652,41 Laurel Hl,629900
119622151,191 Winning Colors,725000
67389638,280 Kensington Ln,440000
84076991,223 Limestone Trl,325000
28601137,11408 Oak Branch Dr,520000
67389636,391 Lexington Dr,379000
28601135,11500 Oak Branch Dr,425000
125235134,208 Wellington Dr,374500
67389634,315 Lexington Dr,385000
125256633,650 Ledgestone Dr,469000
29489133,11708 Oak Branch Dr,1075000
96611129,1513 Trinity Hills Dr,359900
243292627,140 Empire Ct,549000
67389624,331 Kensington Ln,294900
28601124,11801 Oak Branch Dr,799900
28595623,21 Carriage House Ln,475000
67389622,390 Lexington Dr,394500
67388620,210 Monarch Ln,599999
28595620,27 Carriage House Ln,485000
67388618,170 Monarch Ln,499900
69686117,205 Monarch Ln,650000
67389616,310 Lexington Dr,365000
67388616,150 Monarch Ln,525000
67389615,300 Lexington Dr,360000
28595615,2 Scarlet Rdg,425000
122188614,133 Limestone Trl,389000
67389614,290 Lexington Dr,384900
122188612,178 Wellington Dr,375000
84138104,191 Longmont Ln,368900
119557600,706 Ledgestone Dr,479000
55299100,326 Whirlaway,798000
84132095,240 Longmont Ln,640000
84136989,475 Aspen Dr,589900
119628591,301 Stone View Trl,370000
80079583,261 Dorset Ln,214000
96603076,530 Aspen Dr,620000
67388575,161 Lexington Dr,440000
67388571,120 Kensington Ln,430000
67388570,150 Kensington Ln,450000
67388568,130 Victoria Ct,265000
67388566,150 Victoria Ct,509900
84076564,492 Ledgestone Dr,375000
28602064,200 Colonial Affair,762500
125333561,503 Drury Ln,405000
67388560,161 Victoria Ct,375000
67388558,135 Victoria Ct,399000
28602057,501 Polo Club Dr,722768
67388555,101 Victoria Ct,349000
28602054,780 Polo Club Dr,899000
69679553,13020 Trails End End,569900
67388553,111 Stratton Ct,399900
67388550,141 Stratton Ct,325000
67388548,160 Stratton Ct,440000
29489111,11304 S West Oaks,330000
84137545,110 Empire Ct,650000
28595540,101 Cole St,598000
28602032,551 Pemberton Way,935000
125296531,241 Wellington Dr,447500
84075031,133 Ridge Line Dr,497500
28595531,200 Garrett St,695000
28602027,255 Pemberton Way,1149000
111966024,139 Terrace Ct,359000
114157017,594 Ledgestone Dr,395000
28602016,250 Pemberton Way,650000
202157510,201 Charismatic Pl,999500
202157509,210 Charismatic Pl,799000
84138508,570 Aspen Dr,500000
2099842005,614 Smarty Jones Ave,583990
125327505,188 Wellington Dr,349997
80075005,261 Canterbury Dr,350000
84141504,110 Victoria Ct,619000
69692500,191 Canterbury Dr,350000
29490474,4201 Palacios Cv,310000
29488974,7300 Pusch Ridge Loop,349000
29488973,4211 Triboro Trl,395000
29478965,6001 Sun Vista Dr,369900
29488959,7311 Pusch Ridge Loop,538300
79984482,12100 Verchota Dr,210000
64657976,11201 Real Quiet Dr,319000
29513495,11538 Gun Fight Ln,525000
29485459,7203 Greenock St,425000
80095966,1717 Strobel Ln,380000
29488950,7409 Pusch Ridge Loop,347000
58317493,2923 Windcliff Way,424900
64489463,2604 James Bausch Ln,325000
29516457,10903 Crown Colony Dr,242500
64681491,12421 Gun Metal Dr,499000
29515488,2809 Clayera Cv,355000
80095446,10616 Desert Willow Loop,325000
29488943,7435 Pusch Ridge Loop,389000
80090945,11017 Desert Willow Loop,324900
29511988,4505 Lost Oasis Holw,599800
29485430,3806 Bannockburn Dr,349000
70346215,7513 Espina Dr,595000
70345998,5913 Terravista Dr,749000
70346214,7416 Espina Dr,515000
70327932,8813 Fenton Dr,519000
80100212,8100 Alophia Dr,365000
114406429,8502 Red Willow Dr,399900
70346210,7400 Espina Dr,379000
70346194,7412 Wisteria Valley Dr,399990
29477424,6902 Grove Crest Dr,385000
70335189,6421 Magenta Ln,695000
64829923,8708 Samuel Bishop Dr,529900
70346184,7504 Wisteria Valley Dr,439900
29477423,6920 Scenic Brook Dr,285000
70335184,7113 Magenta Ln,567000
80096421,7701 Journeyville Dr,649000
70346182,7332 Jaborandi Dr,649900
79980998,11901 Cherisse Dr,415000
70336921,1916 Wimberly Ln,799000
70346180,11912 Quassia Dr,674900
29475920,8202 Pax Dr,350000
70346170,7417 Jaborandi Dr,499900
70346166,7505 Jaborandi Dr,575000
64621918,8614 Foggy Mountain Dr,424700
70343165,7929 Crandall Rd,895000
83828157,11312 Cherisse Dr,475000
29477412,7502 Dawn Hill Cir,424900
119631155,7029 Estana Ln,650000
29475910,6841 Raccoon Run,319000
70346267,7617 Espina Dr,575000
80102154,11308 Bastogne Loop,529900
70346145,12312 Aralia Ridge Dr,495000
29477905,8409 Spring Valley Dr,334000
80095641,10820 Canfield Dr,711700
70343141,11400 Archstone Dr,555000
70327904,7508 Black Mountain Dr,580000
83815126,12212 Pratolina Dr,949900
70327902,7500 Black Mountain Dr,420000
70343126,11309 Archstone Dr,540000
83822617,11117 Cherisse Dr,475000
70343101,7804 Crandall Rd,699900
29477998,8407 Hanbridge Ln,384900
79981094,7612 Mitra Dr,760000
70342990,7101 Viridian Ln,589900
80091899,7809 Oteka Cv,444791
79981093,7608 Mitra Dr,639000
70335092,7224 Magenta Ln,725000
29475899,8104 Mescalero Dr,479000
70343091,11405 Hollister Dr,699900
70327897,7501 Covered Bridge Dr,535000
79981086,12108 Cherisse Dr,519444
29477897,8503 Spring Valley Dr,334900
70335083,7108 Magenta Ln,665000
29477896,8505 Spring Valley Dr,300000
79981082,12020 Cherisse Dr,440000
29328893,3676 Lost Creek Blvd,975000
70343082,11605 Hollister Dr,639900
29331389,3210 Lacevine Ln,1459900
79981077,12021 Bryony Dr,490000
29331386,3600 Winding Creek Dr,1295000
80104576,11513 Cherisse Dr,425000
29477883,8402 Hanbridge Ln,385000
79981073,12016 Bryony Dr,469444
29328883,3304 Desert Willow Cv,1175000
29477381,5611 Oak Blvd,450000
29477879,8318 Hanbridge Ln,279000
79981068,12033 Pepperidge Dr,432000
29328879,7501 Sandia Loop,799900
29331378,3601 Barton Creek Blvd,889000
80108067,10808 Canfield Dr,712500
2084004377,5204 Wier Hills Rd LOT 3,749400
79981064,11921 Cherisse Dr,450000
70327874,7601 Crackling Creek Dr,599900
29475874,8302 Sage Mountain Trl,325000
29477371,5626 Oak Blvd,516000
83819555,11208 Cherisse Dr,395000
58316555,12207 Trailmaster Dr,675000
83819370,3912 Verano Dr,225000
70343054,7208 Lapin Cv,559900
70327870,7329 Roaring Springs Dr,515000
70343049,7209 Lapin Cv,600000
29331367,3723 Lost Creek Blvd,899000
80092544,7524 Brecourt Manor Way,529900
70327863,7341 Covered Bridge Dr,465000
70343041,7400 Magenta Ln,624990
29475862,6809 Smokey Hill Rd,329000
70343037,7108 Viridian Ln,640000
29512032,8307 Appaloosa Run,420000
29328860,7700 Sandia Loop,1215000
79981030,8000 Levata Dr,475000
29477859,8515 Selway Dr,170000
29477999,8405 Hanbridge Ln,335000
83818027,11205 Cherisse Dr,469400
29477359,6013 Oakclaire Dr,435000
29475858,7100 Smokey Hill Rd,419900
29328858,3204 Point O Woods,989000
80096521,11120 Bastogne Loop,621999
80097519,10900 Canfield Dr,799999
70343015,7401 Magenta Ln,600000
79981012,11708 Cherisse Dr,509000
29477353,5900 Oakclaire Dr,334500
145656852,8705 Moccasin Path,585000
70343011,7417 Magenta Ln,615000
29328852,3100 Point O Woods,797000
83814507,8508 Alophia Dr,475000
64849851,7216 Covered Bridge Dr,529999
79981002,11813 Cherisse Dr,487500
83827950,10901 La Estrella Cv,435000
29496988,8325 La Plata Loop,599500
120897951,8715 Vantage Point Dr,585000
29328848,3107 Point O Woods,1475000
29502950,11309 Zyle Ln,374100
70327847,7511 Black Mountain Dr,489000
69809347,7417 Bonniebrook Dr,500000
89548988,9701 Derecho Bnd,574999
29477847,8410 Spring Valley Dr,369000
79980448,9608 Derecho Bnd,397500
120897446,8400 Rocky Bluff Dr,450000
83832843,4217 Verano Dr,220500
83818928,11001 La Roca Cv,349900
29475843,6802 Silvermine Dr,289997
70332496,9808 Peakridge Dr,745000
29502925,8404 Zyle Rd,749000
29331343,3740 Lost Creek Blvd,1175000
29502924,8304 Zyle Rd,700000
29331342,3742 Lost Creek Blvd,650000
29328842,7501 Loasa Cv,840000
121656412,9405 Honeycomb Dr,925000
29481902,9714 Flintrock Cir,550000
80087840,5805 Leckrone Cv,565000
83819896,7929 Via Verde Dr,599990
2091018839,4601 Amarra Dr,2650000
83825892,8100 Via Verde Dr,549900
29331338,3102 Sweet Autumn Cv,999000
29481892,9004 Tara Ln,799990
29475835,6934 Chinook Dr,319999
29499890,11016 Swelfling Ter,1100000
64470382,8300 Blazyk Dr,535000
60134331,8017 Cobblestone,729000
29477826,8513 Bargamin Dr,310000
83828866,8113 Via Verde Dr,407171
120895855,8720 Vantage Point Dr,490000
60134324,5701 Medicine Creek Dr,510000
64776821,7408 Covered Bridge Dr,559000
96611355,195 Crampton Cv,450000
70327820,7020 Covered Bridge Dr,530000
29481850,8708 S View Rd,724900
70327819,7000 Covered Bridge Dr,339500
144389349,11513 Rim Rock Trl,385000
83815840,7912 Via Verde Dr,539000
70327817,6906 Covered Bridge Dr,549900
114405315,7301 Lookout Bluff Ter #D-7,449000
2086949813,8505 Moccasin Path,468956
120897492,8801 Whispering Trl,599000
29492315,8501 Young Ln,829500
80090809,7804 Journeyville Dr,524900
29484815,9408 Honeycomb Dr,770000
80106307,7924 Tusman Dr,545000
29492308,8419 Silver Mountain Cv,1100000
70327807,7001 Covered Bridge Dr,530000
29484794,9000 Honeycomb Dr,660000
70327806,7009 Covered Bridge Dr,55000
114157292,103 Crampton Cv,499900
83819225,7901 Via Verde Dr,575000
110539801,7209 Lookout Bluff Ter #D-12,379900
29477800,7107 Seneca Cir,359900
29484723,9203 La Fauna Path,799500
115566795,7409 Sunset Heights Cir #F-10,369900
29331294,3704 Lost Creek Blvd,925000
29477993,8410 Roan Ln,349000
64644197,8713 S View Rd,995000
79981291,7901 Southwest Pkwy UNIT 15,301000
120901178,8500 High Summit Ln,450000
120897666,8724 Vantage Point Dr,464900
29477789,8506 Bargamin Dr,317000
70331788,8600 Cobblestone,550000
145656153,10408 Derecho Dr,895000
70331787,8520 Cobblestone,492900
83830643,7820 Via Verde Dr,549987
64712287,8700 Samuel Bishop Dr,509000
122518138,221 Crampton Cv,414500
124840131,11305 Midmorning Dr,1550000
70346128,11709 Via Grande Dr,489900
70331784,8501 Cobblestone,420000
29489127,11011 S West Oaks,329900
29489125,11019 Sw Oaks,375000
64552121,10007 Clemente Cir,610000
110539781,7320 Highland Bluff Cv,449900
83832113,10901 Tornasol Ln,709900
29474280,4609 Foster Ranch Rd,650000
69809091,8109 Ladera Verde Dr,489900
120788589,8909 Whispering Trl,599000
70330278,4401 Mirador Dr,4250000
70346089,8204 Tierra Linda Ln,580000
70346084,8000 Caminita Cv,685000
29331278,8509 Navidad Dr,1319000
120896080,8504 High Summit Ln,597000
29477276,5670 Oak Blvd,553000
29487579,9403 San Diego Rd,459900
70356775,8016 Journeyville Dr,519900
83815071,11009 La Roca Cv,659000
121658070,8216 Turning Trl,574900
70331774,5925 Sunset Rdg,639900
70346067,7921 Ladera Verde Dr,545000
29331274,3200 Fleece Flower Cv,1349000
29489063,10707 Valley Vista Rd,475000
80105272,7813 Tusman Dr,605000
70328053,9451 El Rey Blvd,745000
29331272,3101 Fleece Flower Cv,1100000
29489050,11004 Friar Villa Dr,975000
29477771,8207 Hanbridge Ln,395000
29331271,3103 Fleece Flower Cv,699000
70346044,11808 Via Grande Dr,485000
70346039,8137 Ladera Verde Dr,600000
70331769,5517 Fort Benton Dr,339900
119980038,8509 Rocky Bluff Dr,569000
29477268,5639 Oak Blvd,650000
70346036,8128 Ladera Verde Dr,379900
70356767,7900 Journeyville Dr,555000
83832035,10905 Los Arcos Cv,614900
70346022,11101 Claro Vista Cv,745000
64808266,7004 Covered Bridge Dr,569000
94642020,7928 Via Verde Dr,485000
70331764,5621 Fort Benton Dr,520000
70346020,11109 Claro Vista Cv,385000
70328016,9441 El Rey Blvd,689000
29477763,8207 Roan Ln,336000
29475763,6213 Big Horn Cir,199900
83830512,11005 Arbole Cv,605000
70331762,5725 Fort Benton Dr,799900
