zpid,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
58300391,2000,21,4044,6,3.0
124839095,2015,6,1693,3,3.0
63712399,2004,17,1985,3,2.0
63751762,2004,17,1365,3,2.0
83830766,2009,12,1532,3,2.0
29342348,2001,20,3343,4,4.0
29353871,1957,64,3360,4,4.0
89547757,2009,12,2045,3,2.0
88021769,2005,16,1837,3,2.0
83822444,2010,11,3606,3,3.0
125805573,2014,7,1550,3,2.0
2084748889,2019,2,2799,4,4.0
29336264,1982,39,2333,3,3.0
29395261,1972,49,1278,3,2.0
29353870,2018,3,2933,4,3.0
241930760,2016,5,1308,3,3.0
70333753,2005,16,5068,6,4.0
29470395,1999,22,1088,3,2.0
29342345,1993,28,4299,4,4.0
88027768,2003,18,1880,3,3.0
202153443,2015,6,2731,4,3.0
29353869,1988,33,2453,3,2.0
29375888,1977,44,3297,4,3.0
64743260,2004,17,1230,3,2.0
145653763,2016,5,5377,5,7.0
89556257,2010,11,1776,4,3.0
145656114,2015,6,1297,3,2.0
29470392,1999,22,1403,3,2.0
111372751,2012,9,4491,5,5.0
29351365,1984,37,2329,3,3.0
83124840,2008,13,4445,5,5.0
119618443,2014,7,2262,3,3.0
70337262,2005,16,3122,4,3.0
83826891,2013,8,1366,3,2.0
29374385,1976,45,3031,4,3.0
2079962106,2020,1,2110,4,4.0
29361751,1975,46,1620,2,2.0
145653363,2015,6,2217,3,2.0
83819259,2008,13,1341,3,2.0
114156943,2012,9,3234,4,4.0
29375883,1975,46,2501,3,2.0
83123966,2007,14,4979,5,6.0
145551605,2018,3,2447,3,2.0
241937749,2016,5,1570,3,2.0
83813891,2014,7,1474,3,3.0
2094300248,2018,3,5059,4,5.0
243334255,2016,5,2244,4,3.0
29336839,1990,31,3397,5,4.0
64916752,2004,17,1461,3,3.0
29372883,1984,37,2693,4,4.0
29359361,1996,25,3569,4,4.0
29344758,2001,20,7413,5,7.0
241930604,2016,5,2629,4,3.0
70345883,2007,14,1206,3,2.0
29376382,1989,32,2355,3,2.0
89552498,2009,12,1704,3,2.0
29343838,1983,38,2442,3,2.0
83123860,2007,14,4109,5,5.0
70337257,2006,15,4044,4,4.0
145551603,2017,4,2436,4,3.0
89548938,2011,10,3938,4,4.0
241937747,2016,5,1412,3,2.0
70345882,2006,15,1586,4,2.0
29361742,1984,37,2211,3,3.0
29462554,1999,22,1041,2,2.0
83830335,2006,15,5177,5,4.0
2090437934,2012,9,3322,5,4.0
29372882,1988,33,2742,4,3.0
29342256,2002,19,5797,5,6.0
29361741,1960,61,1404,2,2.0
125803744,2014,7,1878,4,3.0
2142047553,2006,15,1300,3,3.0
121720751,2014,7,3822,4,4.0
29351860,1994,27,3163,4,4.0
145551602,2018,3,2440,4,4.0
121655881,2013,8,2640,4,4.0
70352247,2011,10,3571,4,4.0
303838934,2018,3,1694,3,2.0
83123738,1991,30,960,2,1.0
58298859,1978,43,1842,3,2.0
111371244,2013,8,1670,3,2.0
80096879,2008,13,1442,3,2.0
83828738,2006,15,4348,5,4.0
58300380,2000,21,4048,4,4.0
29336834,1988,33,4516,5,4.0
145657101,2015,6,2138,5,3.0
89661246,2010,11,1651,3,2.0
251032231,2017,4,2029,4,2.0
202153434,2015,6,2677,4,3.0
29375880,1976,45,2899,3,3.0
29395244,1971,50,1227,4,2.0
70352245,2010,11,3475,4,4.0
83832236,2006,15,4117,5,4.0
58298858,1978,43,1857,3,2.0
83819833,2011,10,5353,5,6.0
124720093,2015,6,3251,3,3.0
125330933,2014,7,2582,4,3.0
29370379,1990,31,2788,4,4.0
80095730,2009,12,1767,3,2.0
29358857,1983,38,2042,4,3.0
29361735,2000,21,4094,5,5.0
64434238,2006,15,1080,3,2.0
70345876,2012,9,1439,4,3.0
145655592,2015,6,2558,4,3.0
83124833,2009,12,3297,4,4.0
70352240,2006,15,4855,5,5.0
2084748878,2019,2,2799,4,4.0
29363350,1991,30,2634,3,3.0
64632734,2002,19,2604,4,3.0
29395234,1969,52,1768,3,3.0
89825703,1985,36,4943,4,5.0
125230931,2014,7,3232,4,4.0
70323829,2005,16,3831,4,4.0
29363349,1992,29,2710,3,3.0
29354234,1999,22,2376,5,3.0
111371731,2013,8,1509,3,2.0
29344738,1985,36,2038,3,3.0
70341872,2005,16,1659,3,3.0
88020731,2005,16,2015,3,3.0
2083228723,2016,5,1308,3,3.0
29372878,1985,36,2504,3,3.0
83822733,2009,12,2934,4,3.0
124719589,2015,6,2477,3,2.0
70352237,2012,9,3490,4,4.0
111372723,2014,7,1197,3,2.0
121722729,2015,6,3688,5,5.0
70331828,2009,12,5369,5,6.0
29390723,2000,21,4058,4,4.0
70352232,2007,14,5216,5,4.0
2090710344,2015,6,2929,4,3.0
111965924,2010,11,2326,3,2.0
29470367,2001,20,1000,3,2.0
120895826,2013,8,3625,5,5.0
58300374,2000,21,4226,5,4.0
83831720,2009,12,1341,3,2.0
29554229,1978,43,2088,4,3.0
29361730,1978,43,1152,3,2.0
29342230,2001,20,5398,5,7.0
29351336,1981,40,2281,3,3.0
70341866,2006,15,1659,4,3.0
2120767423,2012,9,2974,5,4.0
29376374,1992,29,2778,5,3.0
70331825,2012,9,6898,5,7.0
243336223,2016,5,1771,4,2.0
64425728,2003,18,5915,4,6.0
70352228,2005,16,3600,4,4.0
70342359,2010,11,1485,4,2.0
114406373,2009,12,2248,3,3.0
29336824,1991,30,2623,3,3.0
145653227,2016,5,5162,5,5.0
29469515,1984,37,1514,4,2.0
89663718,2010,11,1841,3,2.0
111372213,2014,7,1825,3,3.0
58300371,2000,21,3450,4,4.0
29363331,1999,22,3804,6,4.0
80075423,2006,15,5622,4,5.0
29344726,1992,29,3419,4,4.0
64488353,2004,17,1515,3,2.0
251036578,2019,2,2150,3,2.0
83124823,2009,12,4336,5,4.0
88016214,2005,16,1626,3,2.0
70345852,2006,15,1203,3,2.0
29351824,1992,29,3481,4,3.0
29342225,2005,16,4621,5,6.0
64698200,2005,16,1101,3,2.0
83817227,2007,14,3118,4,4.0
29554214,1978,43,2510,5,3.0
70342345,2015,6,1350,3,2.0
29334589,2000,21,3882,4,4.0
58301197,2002,19,2160,6,4.0
145657207,2015,6,1653,3,3.0
111965420,2010,11,2855,4,3.0
89459969,2008,13,4266,5,6.0
80101727,2011,10,4299,5,6.0
29363323,1996,25,3423,5,4.0
89657213,2009,12,1914,4,2.0
145656704,2015,6,1225,3,2.0
29336820,1992,29,3490,4,4.0
70345844,2005,16,1448,4,2.0
28591920,1993,28,3258,4,3.0
29342221,1999,22,5710,5,5.0
64482227,2003,18,4273,5,4.0
29375867,1976,45,4986,5,3.0
58298822,1981,40,2488,3,2.0
2090138075,2018,3,1737,3,2.0
70342344,2010,11,1295,3,2.0
125746319,2019,2,2779,3,3.0
83829692,2009,12,1704,3,2.0
242020199,2017,4,1310,3,3.0
2088160918,2018,3,3820,4,4.0
29343473,1985,36,2435,4,3.0
83826719,2007,14,2682,3,3.0
29368367,1996,25,3119,5,4.0
119811212,2013,8,2220,3,3.0
29355996,1998,23,4032,4,4.0
80098843,2009,12,1330,3,2.0
83826317,2011,10,2162,4,2.0
125234417,2014,7,3509,4,4.0
29375866,1993,28,3150,5,4.0
83821706,2010,11,2946,4,4.0
145655493,2016,5,1739,4,2.0
70348211,2007,14,3141,5,4.0
70341841,2010,11,2688,3,3.0
29351820,1993,28,2902,3,3.0
119621415,2014,7,4157,5,5.0
29343816,1976,45,2000,4,2.0
64857865,2003,18,4006,5,4.0
70352206,2010,11,4532,4,5.0
70345835,2005,16,1091,3,1.0
29336816,1992,29,3498,5,3.5
89550915,2012,9,3692,5,4.0
80104819,2010,11,1823,2,3.0
29374365,1975,46,2534,4,3.0
249913071,2018,3,2116,3,2.0
70352478,2011,10,4749,4,4.0
29470334,1996,25,1672,4,2.0
29336815,1992,29,3420,5,4.0
243338197,2017,4,1977,3,3.0
60135188,2002,19,1371,3,2.0
29370363,1996,25,4060,5,5.0
124904977,2018,3,2326,3,0.0
29470332,1997,24,1178,3,2.0
83830318,2007,14,4282,4,5.0
29342206,1993,28,2885,4,4.0
29343813,1984,37,2131,3,3.0
80081913,2006,15,2739,4,3.0
83828998,2010,11,1318,3,2.0
89656195,2009,12,2323,4,3.0
2102202682,2014,7,1110,3,2.0
70345827,2006,15,1458,4,2.0
29550362,1974,47,2400,4,3.0
83124812,2008,13,4407,5,4.0
29342202,1994,27,2966,5,3.0
119629407,2014,7,1753,3,2.0
70352477,2007,14,3385,4,5.0
29344698,1984,37,2945,4,3.0
29334477,2001,20,4434,4,5.0
29351312,1990,31,3134,4,3.0
80097164,2008,13,2280,4,3.0
70352696,2007,14,2972,4,4.0
303836956,2019,2,3300,4,3.0
29588860,1971,50,2111,4,2.5
58297811,2000,21,4334,5,6.0
63834696,2009,12,5458,5,5.0
58298811,1992,29,2422,3,3.0
120088690,2013,8,2528,4,3.0
64650811,2003,18,1586,3,3.0
122188902,2013,8,3208,4,3.5
60138180,2002,19,1655,3,3.0
29375859,1975,46,3020,3,3.0
29336811,1988,33,2625,4,3.0
29342191,1995,26,3225,4,4.0
29470310,1997,24,1201,3,2.0
80101310,2006,15,3899,3,4.0
83829191,2009,12,2934,4,4.0
241933065,2016,5,2035,3,3.0
2083627357,2020,1,2258,4,3.0
83124810,2008,13,4326,5,6.0
96635187,2011,10,2382,4,2.0
29344687,1982,39,3000,4,4.0
62576806,2003,18,1326,3,2.0
60135174,2002,19,1371,3,2.0
29363309,1991,30,3456,4,4.0
83824187,2005,16,6990,6,7.0
111719175,2011,10,1864,3,2.0
83124842,2009,12,3997,5,5.0
29375856,1976,45,2400,3,2.0
63351795,2004,17,1385,3,2.0
122577183,2014,7,5016,5,4.0
2089988805,1999,22,5411,5,4.0
111719174,2011,10,2342,4,3.0
29370356,1996,25,3335,4,4.0
58297810,2001,20,4552,4,4.0
83821658,2012,9,2088,4,3.0
29363305,1994,27,2428,3,3.0
241933063,2016,5,2571,4,3.0
121724673,2015,6,3081,4,4.0
89549186,2009,12,2764,5,3.0
29342183,1988,33,2814,4,4.0
29346810,1965,56,1586,0,0.0
83823656,2009,12,1532,3,2.0
29372855,1985,36,2500,3,3.0
29363376,1992,29,3484,4,3.5
60138171,2003,18,2277,4,3.0
29343809,1979,42,3226,4,4.0
125232898,2014,7,3545,4,5.0
89546185,2008,13,2258,3,2.0
111373149,2015,6,1847,3,3.0
58298795,1992,29,2387,3,3.0
29368353,1993,28,3951,5,5.0
96587820,2009,12,2964,4,3.0
29344674,1989,32,3448,5,5.0
29336809,1987,34,2688,4,4.0
96642672,2011,10,2687,3,4.0
29351295,1980,41,2451,4,3.0
60135169,2002,19,1780,3,2.0
303840391,2020,1,5086,5,6.0
125915673,2019,2,3796,5,5.0
241930181,2018,3,5637,6,4.0
29336807,1992,29,2984,4,4.0
145658850,2015,6,2023,3,3.0
306647642,2019,2,2271,3,3.0
80100763,2007,14,1538,4,2.0
60135161,2002,19,1558,3,2.0
70333794,2004,17,5267,4,4.0
29566850,1979,42,1728,3,2.0
241930180,2018,3,5514,6,5.0
29343802,1979,42,2536,0,0.0
63834670,2004,17,3375,3,3.0
83817142,2012,9,1203,3,2.0
64601258,2003,18,1326,3,2.0
119621889,2017,4,3567,4,4.0
2089111155,2018,3,1338,3,2.0
58298794,1992,29,2323,4,2.0
89549801,2008,13,4557,5,5.0
120772669,2013,8,1738,4,2.0
83824373,2006,15,4252,5,4.0
111962388,2010,11,4164,5,4.0
60138154,2002,19,1875,3,3.0
29374411,1976,45,2348,3,2.0
241933053,2017,4,1844,3,2.0
29356288,1992,29,4341,5,5.0
80088255,2006,15,1915,3,2.0
29344668,2004,17,6273,5,7.0
120772665,2012,9,1534,3,2.0
80077386,2006,15,3083,5,3.0
64812633,2006,15,1395,3,3.0
29363287,1999,22,5458,5,5.0
83813675,2007,14,2616,4,3.0
83828801,2012,9,4791,5,5.0
241933052,2016,5,2248,4,2.0
63834666,2004,17,4315,4,4.0
88021164,2003,18,1970,3,3.0
243293382,2016,5,2869,3,3.0
70352673,2008,13,3686,6,4.0
29363284,1998,23,3585,5,4.0
70326632,2006,15,2242,3,3.0
58300345,2000,21,4074,5,4.0
121657157,2012,9,4307,4,4.0
121723161,2015,6,3008,4,3.0
70324280,2005,16,1987,2,2.0
243292382,2020,1,4042,4,4.0
83815370,2008,13,1203,3,2.0
60138151,2002,19,1875,3,3.0
29351779,1980,41,1903,3,3.0
29374345,1975,46,4333,6,5.0
83818169,2006,15,3841,5,4.0
241931382,2017,4,1618,3,2.0
80105149,2008,13,2184,4,3.0
29336798,1986,35,2858,4,4.0
29343476,1987,34,3084,4,3.0
2085531276,2001,20,4628,4,5.0
88018155,2005,16,2129,3,3.0
241930737,2017,4,1647,3,2.0
29372345,1987,34,2198,4,3.0
94642166,2010,11,6082,4,5.0
251035046,2019,2,2502,4,3.0
119628882,2012,9,4025,5,4.0
89548796,2011,10,4150,5,4.0
111372118,2015,6,1252,3,2.0
69812646,2006,15,1457,3,2.0
249889651,1985,36,2958,3,3.0
29363276,1996,25,3654,5,4.0
83830666,2005,16,4287,5,4.0
124719545,2015,6,2013,4,3.0
60138138,2003,18,1278,3,1.0
83829118,2007,14,2133,3,3.0
89658646,2009,12,1770,4,2.0
83830146,2007,14,3123,4,3.0
80084882,2006,15,3650,4,4.0
80088492,2009,12,1413,3,2.0
29368345,1994,27,3202,4,3.0
29351768,1983,38,2369,3,2.0
70352657,2007,14,3338,4,4.0
83824117,2012,9,2043,4,3.0
83830640,2019,2,800,2,2.0
29375843,1971,50,4152,4,4.0
121720638,2014,7,3098,4,4.0
29346792,1980,41,784,0,0.0
111962880,2010,11,3490,4,3.0
58298766,1983,38,1700,3,3.0
29390614,1939,82,864,3,2.0
124843624,2014,7,1020,2,2.0
29344640,1993,28,2237,3,2.0
80094653,2005,16,5832,5,6.0
29374343,1976,45,3450,4,3.0
83817288,2007,14,4086,4,5.0
96632633,2013,8,2361,4,4.0
80084380,2006,15,6994,5,4.5
111372610,2015,6,1807,3,3.0
29351764,1983,38,2169,3,3.0
29344625,1993,28,3070,4,4.0
83826716,2013,8,1745,4,3.0
29375841,1977,44,2971,4,3.0
63357118,2004,17,1326,3,2.0
64760786,2004,17,3373,4,4.0
29363263,1991,30,3175,4,3.0
58298151,2005,16,4660,4,6.0
29374341,1975,46,3651,5,4.0
241933036,2017,4,2289,4,3.0
70348711,2005,16,2322,4,3.0
70344611,2005,16,1650,4,2.0
29355995,1986,35,3528,4,4.0
145656536,2015,6,1297,3,2.0
29368341,1994,27,3814,4,3.0
79980150,2006,15,4761,4,4.0
29346617,1983,38,3947,3,5.0
89547475,2008,13,3324,4,4.0
70344601,2006,15,1326,3,2.0
88026632,2005,16,2129,3,3.0
83821607,2014,7,1412,3,2.0
58298762,1983,38,1500,2,3.0
145655490,2015,6,2096,4,3.0
29346478,1987,34,900,1,1.0
29376486,1989,32,2460,3,3.0
58298150,1992,29,3023,4,3.0
145658599,2016,5,1100,2,2.0
70334702,2005,16,2912,4,3.0
120900784,2013,8,3601,5,4.0
241931375,2017,4,3141,4,3.0
111373603,2014,7,1922,3,3.0
241933033,2016,5,2754,5,3.0
29351759,1983,38,1603,2,2.0
29376340,1979,42,4873,4,4.0
29344612,1997,24,8286,5,6.0
125918097,2014,7,1878,4,3.0
94641643,2012,9,300,2,2.0
29370338,1986,35,2142,3,2.0
29343783,1983,38,1379,3,2.0
70326602,2006,15,2070,3,3.0
70324757,2008,13,4938,5,5.0
29346606,1998,23,3480,4,4.0
29459997,1986,35,1469,3,2.0
80076874,2006,15,3476,4,3.0
121722127,2015,6,2386,3,3.0
58300337,2001,20,4160,4,3.0
79980143,2005,16,7144,4,6.0
145658189,2015,6,2281,3,3.0
83817756,2004,17,5143,4,4.0
251035529,2019,2,2458,4,3.0
80076872,2006,15,2843,4,3.0
29346603,1984,37,2832,4,2.0
88026125,2003,18,1810,3,3.0
145652601,2015,6,1623,3,3.0
124839587,2015,6,1301,3,2.0
29356252,1994,27,4427,3,4.0
251028524,2018,3,3263,5,3.0
29566837,1979,42,1819,4,2.0
29340828,2002,19,7068,6,7.0
88016124,2005,16,1702,3,2.0
64622273,2005,16,3325,5,3.0
83819142,2007,14,3320,4,3.0
80089988,2006,15,1324,3,2.0
29372336,1990,31,2766,4,4.0
29344597,1990,31,2244,2,2.0
111371135,2011,10,4398,5,4.0
29336773,1994,27,3986,4,5.0
111970996,2011,10,2179,3,3.0
251034526,2020,1,2523,4,3.0
124838251,2014,7,2515,4,3.0
70344587,2006,15,1117,3,2.0
83831657,2007,14,1992,4,3.0
2078422772,2001,20,1696,1,2.0
29344594,1991,30,3593,5,5.0
70326592,2007,14,1784,3,3.0
145656025,2015,6,2503,4,4.0
70344584,2006,15,867,2,1.0
70352630,2007,14,3663,4,4.0
29343489,1991,30,3785,4,4.0
83813088,2013,8,1203,3,2.0
70344583,2006,15,1326,3,2.0
94641623,2010,11,5745,4,6.0
145657523,2015,6,1465,3,2.0
88022108,2004,17,1829,3,3.0
29350246,1979,42,3528,4,3.0
58311653,2001,20,2035,3,3.0
29346771,2017,4,2702,4,3.0
125903592,2019,2,3821,4,4.0
70352622,2007,14,3783,4,4.0
29377332,1998,23,2654,4,3.0
83833584,2007,14,1915,3,2.0
29346588,1996,25,4169,5,4.0
124836616,2014,7,1695,3,2.0
29377331,1999,22,2312,4,2.0
29356245,1994,27,3234,4,4.0
241933019,2016,5,2705,4,3.0
125806578,2014,7,1950,4,3.0
29344587,1991,30,4229,4,5.5
64872828,2004,17,3210,4,3.0
80092865,2007,14,4619,4,4.0
2080873074,2016,5,1110,3,2.0
70326582,2006,15,1763,3,3.0
29350245,1981,40,3028,4,3.0
124720518,2014,7,1667,3,3.0
70344565,2006,15,1443,3,2.0
29372826,1977,44,2593,3,2.0
29346582,1996,25,5469,5,6.0
80075865,2006,15,2843,4,3.0
29351495,1995,26,1456,2,2.0
29345264,2000,21,3486,5,4.0
70356608,2005,16,1036,3,1.0
70344560,2006,15,1952,4,3.0
29346581,1998,23,6673,6,7.0
70326578,2008,13,1442,2,3.0
29372825,1977,44,3070,4,3.0
28593363,1998,23,2135,3,2.0
96634093,2012,9,1717,3,2.0
29347495,1993,28,2835,4,3.0
83821258,2011,10,3522,4,4.0
80100595,2007,14,2515,4,3.0
121655053,2013,8,1488,3,2.0
29372821,1977,44,3257,4,3.0
243292362,2019,2,4254,5,4.0
63228478,2004,17,1278,3,2.0
29361232,1989,32,2409,3,2.0
29346757,1970,51,3026,4,4.0
2082574040,2018,3,2095,4,3.0
111371572,2014,7,1510,3,2.0
29356731,2000,21,4684,5,5.0
69809089,2006,15,1915,4,2.0
96637819,2012,9,2624,4,4.0
29343756,1983,38,4100,5,5.0
2142506230,2006,15,4813,5,4.0
119622361,2018,3,3599,5,4.0
80093540,2017,4,1422,3,2.0
64517755,2005,16,2593,3,3.0
63838089,2004,17,1589,3,3.0
88016575,2008,13,3245,5,4.0
29375817,1976,45,2381,4,3.0
64884229,2005,16,3563,4,5.0
122187425,2013,8,3063,4,3.0
70352621,2007,14,3400,5,3.0
29336753,1991,30,4358,5,4.0
29372817,2001,20,4107,4,4.0
70326563,2007,14,1810,3,3.0
29345252,2020,1,2810,4,3.0
83826619,2007,14,3160,4,4.0
2083758560,2019,2,2445,3,3.0
29356727,2002,19,5462,5,6.0
83815079,2013,8,1346,3,2.0
83831530,2011,10,1320,3,2.5
29346751,1998,23,2730,4,4.0
119897068,2012,9,2256,3,3.0
29370316,1996,25,3753,4,5.0
29343581,2010,11,5827,4,5.0
79977079,2007,14,1429,3,2.0
70344529,2006,15,867,2,1.0
29343737,2000,21,1512,3,2.0
70992052,2006,15,1615,3,2.0
241931358,2016,5,2656,4,3.0
241933017,2016,5,1869,3,2.0
29366816,1996,25,2798,4,3.0
89546577,2012,9,1833,3,3.0
64751528,2003,18,3800,3,6.0
29344579,1982,39,9210,6,7.0
121424443,2011,10,2222,4,2.0
29356726,1998,23,2897,4,3.0
29343735,1929,92,2442,3,3.0
111373038,2014,7,2428,4,3.0
58300314,2001,20,4136,5,3.0
79977077,2007,14,1538,3,2.0
111960857,2010,11,4161,4,4.0
241931617,2016,5,3877,4,4.0
70356027,2011,10,1252,3,2.0
67011042,2004,17,2129,3,3.0
29343576,1981,40,5015,4,5.0
29336735,1985,36,3758,4,4.0
29554314,1978,43,2102,4,3.0
83833074,2007,14,1699,3,3.0
2146313225,2007,14,2439,4,4.0
80098038,2007,14,1762,4,2.0
251034511,2019,2,2825,3,3.0
70356026,2006,15,1250,3,2.0
119632356,2015,6,3230,5,5.0
29343573,1976,45,2100,2,2.0
241933009,2016,5,2035,3,3.0
80103476,2011,10,4690,5,6.0
29334733,1988,33,3545,4,4.0
58298722,1981,40,2101,3,3.0
29346570,1987,34,5230,5,4.0
70326532,2006,15,1665,3,3.0
84139856,2007,14,3350,4,4.0
241931613,2016,5,3614,4,4.0
120898730,2012,9,4056,4,4.0
241933006,2016,5,2516,4,3.0
29346568,1983,38,4139,4,5.0
29370314,1995,26,3137,4,3.0
83823613,2007,14,2171,3,2.0
79981108,2007,14,3465,4,5.0
241930567,2016,5,1884,4,3.0
29345230,2020,1,3129,4,3.0
29337999,1972,49,3516,4,4.0
120767540,2014,7,1651,3,2.0
2090533813,2017,4,2016,2,2.0
70326530,2007,14,1780,3,3.0
80102333,2007,14,1952,4,2.5
28594352,1995,26,3712,5,4.0
80087613,2008,13,2069,3,2.0
29343373,1983,38,3647,5,4.0
119615718,2012,9,2518,4,4.0
111972040,2011,10,1607,3,2.0
70326528,2007,14,1627,3,3.0
29336725,1986,35,2803,5,3.0
89410351,2008,13,3442,4,4.0
67011039,2004,17,2302,3,3.0
70326524,2007,14,1445,2,3.0
29460013,1986,35,1536,4,2.0
124838217,2014,7,3058,4,4.0
88016036,2003,18,1689,3,2.0
145656041,2015,6,1536,3,2.0
70356011,2012,9,1287,3,2.0
83825022,2011,10,1203,3,2.0
2090493348,2007,14,3310,5,4.0
29334470,1997,24,6851,4,5.0
29356711,1998,23,3567,4,4.0
29374813,1998,23,2874,4,3.0
70337612,2006,15,11622,5,8.0
70342041,2012,9,2064,3,3.0
116081034,2014,7,3401,4,5.0
29397022,1980,41,1320,3,2.0
121656209,2013,8,1941,3,3.0
29343563,1996,25,2246,3,3.0
251030010,2017,4,2047,4,2.0
111371605,2012,9,3577,4,4.0
29549312,1971,50,1707,3,2.0
80104224,2006,15,3258,4,4.0
243334033,2016,5,2472,4,3.0
70326521,2007,14,1419,2,3.0
70356010,2012,9,1598,4,2.5
29356708,1998,23,2470,3,3.0
29344967,2001,20,2882,3,3.0
70326518,2006,15,1784,3,3.0
29341560,1985,36,4657,4,6.0
63838037,2004,17,2277,4,3.0
64661010,2003,18,2277,4,3.0
70352605,2008,13,3742,5,5.0
2090915506,2018,3,2542,4,3.0
70992030,2006,15,2128,3,3.0
29375811,1976,45,2599,4,3.0
29345221,1983,38,1416,3,2.0
70344008,2005,16,1767,4,2.0
70352603,2007,14,3691,5,4.0
80078343,2006,15,4387,4,4.0
116081028,2014,7,3445,4,4.0
63838036,2004,17,1396,3,2.0
29356706,1997,24,2929,4,3.0
70352473,2007,14,4150,4,5.0
29334721,1992,29,2887,4,3.0
58300332,2000,21,3393,4,4.0
83832020,2013,8,1649,4,2.0
111371004,2014,7,1510,3,2.0
89545601,2008,13,2578,4,2.0
29345219,1983,38,1354,3,2.0
29356195,1993,28,4364,3,5.0
83814520,2008,13,1324,3,2.0
29341549,1999,22,11683,0,0.0
116081026,2014,7,3957,4,5.0
64650718,1990,31,5021,5,6.0
29361193,1998,23,4130,5,4.0
63838016,2004,17,1423,3,2.0
29343547,1983,38,5122,5,4.0
29346714,1981,40,1000,3,1.0
121723404,2014,7,2489,4,3.0
2081332192,2015,6,2155,3,2.0
29372481,1986,35,2248,3,2.0
29341542,1986,35,5574,5,6.0
28605498,1950,71,1246,3,2.0
29364192,1997,24,3123,5,3.0
29343707,1994,27,2212,3,2.0
29343536,2002,19,2729,3,4.0
89658522,2008,13,2010,3,3.0
119626834,2019,2,3065,4,3.0
29372308,1984,37,3407,4,3.0
29343531,1965,56,1826,3,3.0
29359192,1995,26,2006,3,2.0
70348206,2006,15,4234,4,4.0
89415334,2008,13,3836,5,4.0
70992022,2006,15,2227,4,3.0
29370308,1998,23,3295,4,4.0
70352592,2008,13,3536,4,4.0
29338030,1984,37,4631,4,4.0
29359191,1998,23,2173,3,2.0
125740702,2018,3,2498,3,4.0
83814085,2008,13,2780,4,3.0
29344965,1991,30,3062,4,3.0
114406027,2011,10,3205,4,4.0
64638190,2003,18,3891,4,3.0
111966154,2010,11,2777,4,3.0
29375805,1971,50,1739,3,2.0
125822584,2017,4,3648,4,4.0
29345202,1982,39,1991,3,2.0
125230829,2014,7,3353,4,5.0
29346525,1985,36,5719,5,7.0
29374805,1998,23,3322,5,4.0
70352584,2007,14,3742,4,4.0
29359190,1996,25,2995,3,3.0
29343518,1987,34,3893,5,3.0
29346698,2010,11,3800,3,5.0
80075328,2006,15,3453,4,3.0
29366803,1994,27,3916,4,3.0
70352582,2007,14,3556,4,4.0
83833016,2007,14,4454,4,4.0
29376300,1982,39,3024,5,3.0
84077570,2008,13,4971,4,5.0
121655186,2013,8,3569,5,5.0
29348697,1984,37,1444,4,2.0
80091570,2005,16,4463,5,5.0
2081425326,2020,1,3050,4,4.0
29364185,1998,23,3880,5,3.0
121724693,2015,6,2425,3,3.0
124718799,2014,7,2183,3,4.0
29343505,1985,36,2848,4,3.0
29346695,1974,47,2736,3,3.0
145652568,2015,6,3354,4,3.0
29364184,1998,23,2973,4,3.0
64441799,2003,18,3606,5,4.0
29343504,1989,32,2816,4,3.0
29356684,1996,25,3719,4,3.0
2111911001,2016,5,3600,4,4.0
28594322,1998,23,2142,4,3.0
83817557,2007,14,2274,3,2.0
111966820,2010,11,2319,3,2.0
29361183,1988,33,3217,4,3.0
29336692,1991,30,3313,4,3.0
29376295,1980,41,2897,5,3.0
125904436,2016,5,3629,4,4.0
80075314,2006,15,2720,4,3.0
58298682,1983,38,2099,4,3.0
120896688,2013,8,4067,5,4.0
29372794,1978,43,2470,4,2.0
119623313,2014,7,3412,4,4.0
83124053,2007,14,3053,4,4.0
29364181,1995,26,3503,5,4.0
125902464,2018,3,3491,4,4.0
89552052,2008,13,2506,4,3.0
2086105793,2019,2,2634,4,4.0
29356181,1989,32,3369,3,4.0
83831547,2007,14,2666,4,3.0
29374792,1993,28,2486,4,2.0
84132809,2007,14,3857,4,4.0
29339686,1997,24,3952,5,4.0
83813546,2009,12,3169,4,4.0
29373946,1976,45,2001,3,2.0
29334684,1994,27,3544,4,3.0
67011012,2004,17,1970,3,2.5
29372789,1978,43,2407,4,2.0
80099043,2013,8,4380,4,5.0
29356679,1999,22,5154,5,4.0
125235807,2014,7,2547,3,3.0
70352688,2007,14,3700,6,4.0
110537681,2010,11,3918,5,5.0
241934284,2017,4,2601,4,4.0
121654678,2014,7,1790,2,3.0
83124040,2008,13,3271,4,5.0
94642681,2011,10,3541,5,5.0
122185807,2014,7,2994,4,4.0
29372784,1980,41,2392,3,3.0
29361174,1987,34,3804,3,3.0
202169306,2015,6,3592,4,5.0
70352464,2006,15,4361,4,4.0
29356174,1990,31,4571,5,5.0
29368284,1992,29,3065,4,4.0
145656494,2015,6,3024,4,3.0
122187305,2013,8,3448,4,4.0
89552179,2010,11,3870,4,4.0
83124039,2007,14,2274,3,2.0
121658305,2014,7,3065,4,4.0
29356673,1997,24,3672,5,3.0
83827679,2013,8,3683,5,4.0
64686539,2004,17,3277,4,3.0
29361172,1993,28,2773,4,4.0
124839493,2014,7,3515,4,4.0
241933296,2016,5,3599,4,4.0
29339678,1999,22,4022,4,4.0
