zpid,latest_saleyear,latestPrice
88028532,2019,359900
80124030,2018,515000
70985529,2020,375000
67004027,2018,629000
80124525,2018,800000
70985518,2019,375000
70985511,2019,499000
67004007,2019,349990
70985503,2018,532665
67005002,2018,710000
60336000,2019,599000
29547857,2018,305000
121721846,2019,394900
96633841,2020,395000
96632834,2018,599997
185213816,2020,410000
29616300,2018,375000
29616293,2019,417900
96644292,2019,429900
29616196,2020,450000
250825272,2020,659000
29596740,2018,265000
29596727,2018,288900
29616220,2020,479900
29596718,2020,440000
89652711,2018,514000
121724709,2020,475000
121720206,2019,425000
29616205,2019,365000
29616201,2018,399999
96633691,2020,700000
29616174,2020,214900
29596674,2020,370000
29596658,2019,342900
89662156,2019,340000
29596656,2019,290000
29596652,2019,399900
121719648,2019,425000
29596646,2018,305000
29596627,2019,450000
29587126,2020,299500
29575609,2018,335000
121724604,2018,349000
29575593,2019,334890
29561590,2019,424900
29575582,2018,279000
121720079,2020,349900
121722076,2018,324900
121721574,2020,355000
96633071,2020,749500
29587068,2018,239900
29587064,2020,399000
121721061,2018,395000
29587051,2020,389900
29587049,2020,450000
121721045,2018,399500
29587039,2018,319900
29587034,2019,347777
185214031,2020,399000
29572480,2020,279900
29554979,2020,340000
29578472,2019,355000
29589469,2018,339000
29547466,2018,249900
29588464,2020,419900
29582462,2020,360000
29588450,2020,385000
29547450,2019,280000
29453980,2018,340000
29447980,2018,210000
29582440,2018,345000
29447975,2019,318000
29447473,2018,225000
29447966,2019,339900
29614436,2020,319000
29454462,2020,310000
29554935,2020,399900
29451462,2018,209900
29588434,2018,264900
58265933,2019,484000
29451461,2018,225000
29447960,2018,310000
29453959,2018,306880
29614429,2019,315000
29572429,2020,369000
29444986,2020,375000
29444985,2019,329000
29442484,2020,489000
58306481,2020,280000
58306480,2020,380000
29444478,2018,383000
58306475,2019,339900
29444973,2018,319900
29444470,2020,430000
29444989,2018,359995
29444954,2019,419997
70339556,2020,579000
58306444,2018,274900
58306495,2019,399900
58306443,2020,399000
58306442,2019,329900
29444568,2020,385000
29444922,2019,339000
58306419,2020,407500
29444917,2018,389900
29444417,2018,340000
29369806,2018,520000
58306397,2020,390000
29369803,2019,519000
29366800,2018,725000
241932381,2019,469000
29370298,2019,729900
29550795,2019,414500
241932374,2018,519990
29366790,2018,795000
29444373,2018,216500
29366286,2019,514900
241932372,2019,585000
29366285,2019,699900
58306370,2019,349000
29366784,2018,729900
29444370,2019,500000
29444869,2020,400000
29366279,2018,435000
29442368,2019,279945
29442366,2019,364990
29369778,2018,419900
29369278,2020,249900
58305364,2020,339000
29371777,2018,459990
29444361,2020,407000
29369774,2019,535000
29442361,2018,399000
29367772,2018,500000
58307358,2018,309500
29444358,2018,349000
29366270,2018,475000
29366768,2018,699000
29442356,2018,347500
29439856,2020,325000
29366268,2018,429000
29444355,2019,307900
29371767,2019,474900
29369767,2019,208500
29444854,2020,395000
29371765,2018,515000
29439854,2018,244000
29369764,2018,350000
29368264,2020,475000
29442850,2018,275000
29370263,2019,579000
58305348,2020,179950
58305346,2019,399000
29369762,2018,360000
29367762,2018,515000
29444341,2020,400000
29365262,2019,450000
29446340,2020,350000
29371759,2018,259950
58307339,2019,365000
29371758,2018,349900
58305338,2020,380000
29444338,2019,513900
29371746,2020,395000
29369246,2018,369500
29370243,2020,699900
58305336,2019,350000
58305335,2018,290000
58306332,2020,650000
29444829,2019,350000
29367739,2020,519900
29444327,2020,425000
29366234,2020,539900
29440827,2019,269900
29439823,2019,340000
29371730,2020,440000
58306513,2020,310000
58307320,2018,395000
29369727,2020,395000
58305320,2018,429900
29444319,2019,455000
29372226,2019,735000
29444816,2020,499000
29371726,2018,359900
29444815,2020,200000
29444313,2019,400000
58306304,2019,349000
29366724,2020,525000
58306302,2019,339900
29444296,2019,379000
58306293,2018,324900
29367718,2020,429000
29446293,2018,350000
29365215,2019,572500
29442793,2020,350000
29369712,2018,339900
29368210,2018,705000
58305292,2020,449990
29369707,2019,399000
29439792,2018,250000
29368205,2020,685000
29446290,2018,359000
29370204,2019,474900
29371702,2020,459000
29444290,2018,400000
58307287,2020,345000
241930199,2020,1050000
29446287,2020,599500
29369219,2020,439500
29366699,2019,575000
29444287,2019,415000
58305717,2019,344900
29370197,2020,557600
58307286,2020,499900
29444217,2020,382000
29369697,2020,178500
58305216,2019,245000
29444784,2019,540000
29371696,2019,416000
29444216,2018,349900
58305280,2018,410000
29370196,2020,468870
29444214,2020,429988
29370194,2019,420000
29444280,2020,374900
29369214,2018,269900
29369961,2019,380000
29369211,2019,250000
58307278,2020,389000
58305710,2019,320000
29372193,2019,490000
58307271,2019,365000
58305709,2020,399999
29440771,2018,220000
2094498207,2020,174900
29439771,2020,269999
29366690,2019,690000
29439707,2018,329000
29444270,2019,376000
58306269,2019,360000
29370188,2018,489900
29444269,2020,435000
29369688,2018,300000
29369207,2019,356900
29446268,2019,525000
29367686,2020,485000
29369206,2019,395000
58305266,2018,399000
29371683,2020,454454
29439704,2019,330000
29444763,2020,399990
29365183,2020,759000
58305189,2019,389000
58305262,2019,399900
29370182,2020,575000
29444189,2018,374900
29370177,2019,505000
29444187,2020,469900
29365177,2018,539000
58305183,2020,239000
29444751,2020,430000
29444493,2020,479900
29442747,2020,300000
29367674,2019,430000
29444745,2019,409258
29369673,2019,474900
29442742,2019,264900
29442179,2020,425000
29366173,2019,465000
58306236,2019,360000
58305178,2019,525000
29370170,2019,645000
29439736,2020,269900
29370169,2019,520000
29446235,2019,659900
29371665,2018,365000
58305676,2019,425000
58306228,2019,419900
29369665,2020,425000
58306226,2019,344000
29369173,2020,569500
29366665,2018,649000
29451456,2019,339900
58305166,2018,475000
29370163,2020,449900
29450955,2019,307900
29439166,2019,425000
58305213,2020,499000
29449454,2018,260000
29446145,2020,438900
29444713,2020,415000
29365159,2020,499000
29447453,2019,225000
29446210,2018,199900
29453952,2020,294990
58187157,2020,409999
29370153,2018,498000
29453950,2020,325000
29369153,2018,550000
29446204,2018,349000
29365153,2020,769000
58305149,2019,529900
29370152,2018,529000
29369146,2018,399000
29369143,2019,236900
29444890,2020,700000
29454443,2018,284900
58305142,2019,259000
29367650,2020,575000
58306191,2019,369900
29447443,2019,249900
29367649,2020,485000
83829134,2019,485000
29453942,2020,360000
29366647,2018,745000
58305633,2018,439900
29367646,2019,425000
83827133,2019,469000
29454438,2018,255000
29444683,2018,194500
58300145,2019,410000
29446122,2018,350000
29444682,2018,310000
29370145,2019,469700
29444680,2018,349000
29369119,2020,895000
29451438,2018,250000
29369643,2018,219950
29446178,2018,325000
29450937,2019,299000
29367643,2018,369900
58305108,2019,347500
29367804,2020,550000
29449936,2019,349900
29446170,2020,446900
60137607,2018,249500
29367637,2018,450000
29444666,2018,341000
58305105,2019,355000
29444661,2018,339950
29368134,2019,379500
58305104,2020,385000
29453933,2018,294950
29442659,2019,399900
29452933,2020,317000
29442094,2019,500000
29442654,2019,420000
29449932,2020,314999
29372131,2020,340000
29441995,2019,649000
29370126,2019,499900
29451431,2020,338000
29446152,2018,319900
58305589,2018,390000
29371625,2020,529000
29451425,2018,285000
29444151,2020,410000
58305086,2019,195000
29370119,2018,1025000
58307148,2020,410000
29444082,2019,365000
29451422,2020,335000
29442645,2018,385000
114406617,2018,675000
29444079,2019,599000
29440643,2020,424900
29366117,2018,610000
29449918,2018,198400
58305578,2019,559000
29449917,2020,359999
29444078,2019,474000
58305577,2019,485000
29449416,2018,270000
29369613,2018,550000
29446138,2020,499000
29451415,2018,299900
58305075,2019,219000
29447915,2018,199888
29370110,2018,550000
29442070,2020,569000
29450914,2019,379000
83819067,2019,499000
29368109,2018,629900
29449912,2019,309900
29440630,2020,485000
58187564,2020,605000
29371608,2019,559000
58307128,2019,425000
29438058,2020,530000
29450907,2019,260000
58307125,2019,379000
29449407,2019,299900
58305555,2020,599900
29440620,2019,259900
29368107,2020,400000
29442051,2020,595000
29447407,2019,234000
58306119,2020,400000
58305549,2019,485000
29367607,2018,389900
29452899,2018,400000
29444118,2018,329900
58305548,2020,325000
29449897,2018,299900
29367605,2019,299900
29444116,2020,415000
29449896,2019,345000
29366105,2020,749900
29452895,2019,379900
29368103,2020,999000
29442041,2018,480000
29442611,2020,475000
29447895,2020,175000
29438039,2019,446760
29372101,2018,364900
58306109,2020,179900
29446391,2020,369000
29366100,2020,635000
29444038,2018,365000
58307107,2018,325000
29452889,2020,419900
29374099,2019,435000
29444035,2019,475000
29444105,2018,259900
29451387,2018,325000
29370098,2020,524900
29440605,2018,220000
29369598,2019,415000
29442604,2020,519000
29439534,2020,335000
29449881,2020,350000
29367598,2020,579000
58305526,2019,409900
58306100,2018,380000
29444810,2020,397000
29367597,2020,612500
29449495,2020,379000
29442220,2020,419900
29369220,2018,549900
29451722,2020,320000
58305497,2019,425000
29442279,2020,515000
29451372,2020,374900
29439524,2020,450000
58305521,2020,539000
29452868,2018,329000
58306017,2018,459900
29449365,2018,185000
29439514,2020,415500
58305503,2018,455000
29447850,2018,284900
29451346,2018,279900
29439501,2018,374900
29439500,2020,440000
29449343,2019,139500
29449339,2019,255000
29447833,2018,284500
29454329,2020,339900
29447829,2020,339000
29447827,2019,259000
29451825,2020,339900
29452821,2018,299950
2078955819,2020,335000
29367500,2020,689900
29449315,2019,259900
29369596,2020,469900
29369255,2019,465000
29372092,2020,419000
29447811,2020,270000
29372091,2018,389900
29603309,2020,375000
29447809,2020,248000
29366089,2020,329900
29366588,2020,724500
29366086,2019,505900
29452807,2018,234900
29370085,2019,560000
29368085,2020,495000
29449302,2018,235000
29366585,2018,498500
29447802,2019,299000
29374083,2019,375000
29454300,2020,340000
29366082,2019,689790
58306598,2018,299900
29451300,2018,155900
29562079,2020,199900
58307097,2019,405000
29368079,2020,550000
29444597,2018,424888
29562078,2018,222000
29442597,2018,203000
58306096,2019,455000
29367577,2018,619000
29445094,2019,449000
29447799,2020,285000
29365077,2020,600000
29444091,2019,409900
58307090,2018,387000
58306089,2019,359900
29366576,2018,598000
29367575,2019,735000
29445086,2018,375000
58307081,2018,389000
29366074,2019,599000
58307079,2020,400000
29562073,2018,195000
58306576,2018,419900
29444574,2020,374900
29366070,2020,610000
29449798,2018,250000
29445072,2020,374988
83125069,2019,120000
29444571,2020,405000
70339570,2018,379900
29370069,2018,390000
58306570,2018,329900
29369568,2019,415000
29374067,2018,600000
58306564,2018,339900
29372067,2018,369000
29451799,2020,305000
29442562,2018,335000
29365067,2019,490000
58306560,2018,265000
29369564,2019,460000
29365064,2018,441500
29444559,2020,186000
29442558,2018,500000
29550563,2020,298900
58306056,2019,450000
29372062,2019,435000
29444551,2018,325000
29449298,2020,99950
29370061,2019,225000
29440637,2018,229900
29367554,2020,719900
29451797,2020,285000
70339550,2018,299000
29370053,2019,650000
29447796,2019,313000
70339549,2019,437000
29369553,2020,378500
29451793,2018,142000
29369551,2020,425000
29367551,2020,550000
29440541,2020,244900
29447788,2019,226900
70339539,2019,369000
29366546,2019,599950
29442539,2020,495000
29368038,2018,749900
29445038,2018,349000
29365035,2020,639900
29440537,2019,270000
29451779,2020,355000
29442535,2018,419000
29449777,2019,330000
29447423,2020,294900
58306033,2019,530000
29449275,2020,235000
29368029,2019,569000
29444531,2018,350000
58306528,2018,292000
29451767,2020,339900
58307014,2020,420000
58306512,2019,325000
29454264,2020,315000
58306510,2018,274000
58306506,2020,300000
29444506,2019,209000
29451257,2018,195000
29440506,2019,279900
29442503,2019,377000
29447753,2020,285000
29444502,2018,337000
29449747,2020,161000
29445001,2020,320000
29447745,2020,279999
29451743,2019,315000
29447743,2020,127500
29451240,2020,334900
29451238,2018,315000
29447732,2019,340000
29451724,2020,375000
29451723,2018,274900
29449223,2019,200000
29449719,2020,275000
29454218,2020,340000
29449715,2018,280000
29447713,2020,324900
29449711,2020,245000
29454415,2018,249900
29451206,2020,398000
29449705,2020,289900
29449202,2020,296500
2089631697,2018,271860
29451195,2018,275000
29449189,2019,149800
29451187,2020,369900
29447685,2018,270000
29447683,2020,375000
58308181,2018,309990
29449180,2020,340000
29447680,2020,325000
29449679,2019,295000
29447679,2020,385000
29451174,2019,300000
29451172,2020,389600
29449672,2020,310000
29451159,2020,309900
29451158,2020,325000
29451157,2018,298000
29449657,2020,369000
29451156,2019,279500
29451652,2020,414000
29454150,2019,289900
29451648,2019,280000
29447641,2018,300000
29447639,2020,469500
29449635,2020,303900
29451129,2019,339900
29447625,2020,330000
29447622,2018,295000
29447620,2020,235000
29451617,2019,289900
29447613,2020,275000
29451109,2020,355000
29449607,2018,279900
29447607,2018,339900
29451105,2019,144500
29451103,2019,305000
29449596,2019,164900
29451591,2018,209900
29454089,2020,399900
29454082,2019,185000
29451079,2020,309900
29447575,2018,299900
58309066,2020,350000
29454065,2020,285000
29454064,2020,375000
29454059,2020,379000
29451059,2019,376000
58309058,2018,265000
29454057,2018,289000
29449557,2020,325000
29449552,2019,295000
29454051,2018,325000
29451550,2019,350000
29454548,2020,325000
29451548,2020,369000
29449548,2019,299900
29451547,2018,295000
29451047,2019,278000
29449546,2019,167900
29451542,2018,325000
29449539,2018,299500
29449534,2018,299900
29451033,2018,307000
251032531,2019,285000
29449529,2018,299000
29454025,2019,310000
29451024,2019,285000
2077751017,2020,400000
29454517,2019,320000
29447517,2019,325000
29451015,2020,350000
29447513,2020,329950
29451007,2020,285000
29447507,2018,145000
29449504,2019,285000
29451501,2019,359000
29365029,2019,519000
29366527,2020,625000
29371690,2019,350000
29372020,2019,385000
29366519,2018,775000
29368018,2018,629000
29370017,2018,400000
29368016,2018,489000
29366514,2020,1049000
29369513,2020,484500
29371509,2019,569999
29365009,2020,575000
29368008,2020,825000
29368004,2019,579900
29368000,2018,510000
29443432,2019,249900
58307426,2020,399900
58307425,2018,355000
29440925,2018,275000
58307413,2018,369900
58307408,2019,190000
58305408,2018,355000
29440904,2020,305000
58307403,2018,340000
29445401,2020,435000
29440897,2018,114900
29443396,2020,280000
29443395,2020,255000
29445202,2020,295000
29442892,2020,295000
58307391,2020,409000
80090387,2020,579000
29442887,2020,375000
29442886,2018,139000
29440881,2019,142500
29443374,2018,289900
58307372,2020,383900
29445371,2019,414900
29441364,2018,340000
29445362,2019,425000
29444978,2021,419700
58307449,2018,424900
29442859,2019,255000
62606858,2019,359000
29440858,2020,310000
29440856,2019,239990
29440847,2018,134850
29443346,2020,315000
2089480345,2019,310990
29442838,2020,300000
58307837,2020,415000
29441337,2020,424500
29442836,2019,280000
29444963,2020,344900
29441335,2018,375000
29441333,2018,399999
29442832,2020,339900
29443330,2020,149500
29441328,2019,469000
54939318,2019,369000
70330817,2020,650000
29443317,2020,259500
29443316,2019,285000
29443309,2018,299000
29441309,2020,368000
70330805,2019,689000
29445297,2020,425000
29443294,2019,152500
29441294,2018,360000
29443286,2020,415000
29443284,2019,285000
29440784,2020,250000
29443282,2018,240000
29441275,2020,424900
29441273,2019,435000
29443271,2018,149900
29445270,2018,343000
29443269,2020,384900
29445268,2020,409900
29445266,2019,382000
29441265,2019,429000
29443260,2019,299000
29443254,2020,405000
29445252,2018,285000
29445348,2019,348000
64883246,2019,365000
29441245,2020,395000
29443244,2019,305000
29445243,2019,278000
29445483,2018,339000
29441237,2019,379000
29442734,2020,449900
29442732,2019,359900
29440731,2019,275000
29445230,2018,239900
29445229,2018,250000
29443228,2019,250000
29441226,2018,335000
251027723,2020,640000
29442722,2018,268500
29442716,2019,365000
29445200,2019,315000
29441200,2018,269000
58307199,2019,339900
29445198,2020,429980
29441198,2018,345000
29443195,2019,255000
29445194,2020,252500
29441191,2020,429000
29445189,2020,410000
29445186,2020,425000
29438685,2019,374900
58307481,2019,349000
29440171,2018,355000
58307168,2019,375000
58187165,2019,239000
29441165,2020,405000
29440165,2020,455000
29440161,2019,389000
29440156,2019,439000
251028153,2019,597132
29443152,2019,269000
29438646,2020,525000
29443145,2019,279900
29441141,2019,228000
29445139,2019,308000
29443136,2020,450000
29438636,2020,360000
29443134,2018,265000
29440134,2018,419000
29441129,2020,269900
29441128,2020,395000
29445126,2019,369900
29440122,2018,375000
29445121,2019,390000
29440121,2019,449000
29442827,2018,250000
29438603,2018,378000
2092918102,2019,326990
29438600,2019,238900
29438598,2020,500000
64862094,2019,315000
29440094,2019,499900
29443593,2020,349900
29441091,2018,295000
29443589,2018,309500
2089480586,2020,375000
29440732,2020,252900
29438583,2019,385000
80096581,2019,640000
29440079,2019,429900
29441078,2020,375000
29443576,2020,495000
29443074,2019,265000
29438574,2018,365000
29443066,2018,250000
29441058,2019,415000
29440056,2019,400000
29440042,2019,425000
29441038,2020,425000
64759037,2020,292500
29443533,2019,495000
29443029,2020,335000
29441024,2019,289900
29441022,2018,200000
29445226,2020,215000
29445509,2020,279900
29440007,2019,397000
29440005,2019,369900
29443004,2019,250000
29443109,2020,300000
29395482,2018,205000
29393740,2020,279000
110538734,2020,300000
96634727,2020,1255000
29386722,2018,599999
29331929,2020,674999
89548921,2018,429900
145658912,2018,151500
29394206,2018,225000
83823704,2019,350000
29389191,2018,444000
89550912,2018,415000
29385912,2018,435000
94642177,2020,399900
70338409,2020,1175000
29395907,2019,699000
29327650,2020,1325000
29397146,2020,2095000
29393634,2018,249900
29391884,2019,194000
62605383,2018,899900
29333626,2018,2200000
80090625,2019,250000
80097364,2019,234900
29327615,2018,650000
64448613,2021,1049000
29385112,2020,606000
29397611,2018,875000
29385106,2019,400000
29385105,2019,550000
29397592,2020,985000
29388350,2018,499000
62605581,2019,330000
29333650,2021,1389000
29396074,2020,3400000
29388341,2019,780000
29393836,2020,274000
29387550,2018,980000
62605548,2019,179900
251029546,2019,850000
29387544,2019,1245000
2078446325,2020,524000
29329039,2018,949950
29390825,2019,3495000
83823823,2018,249000
29390820,2018,549000
29327533,2018,885000
241934815,2018,1195000
29386810,2018,750000
70326303,2020,869900
29387521,2018,534900
80087519,2018,355000
29390773,2018,699000
79981515,2020,577000
79981514,2018,627000
29388289,2018,375000
29396010,2018,599900
29396005,2019,450000
29387470,2019,580000
29331984,2018,1995000
2077674887,2020,515000
29460886,2020,329000
29460386,2020,600000
29459492,2020,2450000
29458885,2018,1200000
70348990,2018,545000
29471989,2020,7500
2142122880,2020,510000
29382880,2019,525000
29459375,2020,1450000
2142122872,2018,410000
29384370,2018,159900
124718869,2020,745000
29384369,2019,800000
29460368,2019,825000
29382868,2019,875000
29460366,2020,1200000
29384363,2020,785000
305428360,2020,675000
29459356,2020,735000
29381856,2020,359900
2096128355,2018,455000
29458855,2018,1799500
80087986,2018,699000
58310985,2018,199000
29460354,2018,589500
29382854,2019,585000
29460982,2018,650000
29471978,2020,799000
29384352,2019,475000
29458978,2018,695000
29381478,2020,605000
29381473,2019,1425000
29471970,2018,1325000
29460344,2020,670000
251029843,2019,795000
29458842,2019,850000
145655338,2020,485000
29459338,2020,2000000
29382838,2019,599900
2088093835,2020,699999
29459330,2018,739000
145658373,2021,699000
29459325,2019,725000
29381466,2019,6000
29458821,2018,800000
29460320,2020,795000
29459320,2019,674900
29384319,2020,599995
124841317,2019,1075000
29460963,2018,700000
29460315,2020,2195000
2100092311,2019,399000
29460311,2020,2225000
29460807,2018,525000
29458806,2019,1490000
29384304,2020,825000
29323799,2019,850000
29384298,2018,675000
29381796,2020,675000
29384292,2019,415000
29459291,2018,585000
29460959,2020,1150000
29460783,2018,550000
2087469316,2019,1250000
29458783,2020,1495000
83124179,2020,1450000
29460279,2019,274750
29458778,2018,740000
29384278,2020,725000
29460772,2019,390000
29459271,2018,1150000
29382261,2019,395000
29382258,2019,575000
29459256,2020,585000
29459455,2018,829000
29459255,2020,1499900
29459254,2020,699900
29384254,2020,279900
29460753,2019,459000
29382252,2019,600000
70327250,2020,995000
29460750,2019,635000
29382250,2020,485000
241930748,2020,809900
29382760,2018,725000
29382242,2018,649900
29473240,2019,369900
29460740,2018,450000
29459449,2018,1450000
121656702,2020,849000
29460737,2020,350000
29382736,2018,550000
83828234,2018,165000
29382233,2018,450000
63837731,2020,1445000
29471943,2020,2099900
29471941,2019,1500000
29459217,2019,679000
29382216,2020,430000
29458715,2018,699000
29322713,2018,450000
29473211,2019,820000
64768709,2019,1798000
250997208,2019,1895000
29459208,2020,660000
29382206,2018,599000
29383977,2019,980000
29473205,2019,1656000
29382204,2020,700000
89550703,2019,440000
70356692,2019,1295000
80108688,2020,535000
29460686,2019,575000
29473182,2018,650000
251029178,2019,639000
29473178,2019,799000
2091191439,2018,689000
29460496,2018,519000
2081346165,2020,650000
29459165,2020,675000
29473163,2018,289000
29382663,2019,410000
29459158,2020,589000
29458709,2019,1450000
29459655,2020,899000
241930654,2020,850000
29473153,2018,519500
29460152,2020,1252000
29382652,2018,390000
83813150,2018,390000
29460148,2020,800000
29382646,2020,1449900
251033643,2019,599000
29459639,2019,379900
29473137,2018,875000
29459635,2019,799000
29460133,2019,629000
29382631,2018,465000
29459630,2019,559900
114405626,2019,1450000
29382626,2019,450000
29460995,2018,637500
124720124,2019,1895000
29460624,2019,1225000
29461122,2019,450000
2094532621,2020,579000
29473121,2020,1049000
29473119,2020,699000
29473118,2020,1125000
29460118,2020,495000
121657617,2018,549000
29471934,2019,1725000
241934432,2020,894000
29473115,2019,750000
29461114,2018,498000
29459611,2019,638500
29459111,2018,885000
29382610,2019,219000
29381812,2020,780000
29459002,2020,599999
29460107,2020,711000
29460106,2018,669000
29459105,2018,700000
29459603,2020,835900
29459102,2019,695000
145656601,2020,774990
29459097,2018,399999
2088149596,2019,749900
29460096,2018,895000
29460095,2018,1150000
29459094,2018,549000
29459592,2019,890000
29459091,2018,1245000
29460929,2020,1000000
145656089,2018,419000
29459088,2018,499900
62604584,2019,499900
29460581,2019,629000
29471928,2019,675000
29382579,2018,600000
29459076,2020,399000
29459574,2019,1399000
29459074,2018,545000
29461073,2020,325000
29460927,2018,750000
29322703,2020,2495100
29458924,2019,1229000
29460563,2020,644950
29459563,2018,519250
29459063,2019,1595000
29459060,2018,519900
2077125559,2020,629900
29459059,2019,589000
29381559,2020,450000
29381558,2019,565000
29382557,2019,695000
120898923,2019,1350000
29474555,2020,732000
29460053,2020,1630000
29460052,2019,354900
29461051,2020,730000
29461050,2018,450000
241938408,2020,620000
145654545,2020,679000
29461545,2020,850000
29459544,2020,1900000
29459543,2020,1525000
124843418,2020,500000
2080286541,2020,464100
70355918,2018,515000
29460540,2018,1190000
29459535,2020,819000
29459534,2019,1375000
145657492,2020,620000
29382914,2018,289000
29382530,2018,319900
29459028,2018,799000
29382528,2018,624900
29459412,2018,825000
29460406,2019,540000
29474525,2020,565000
29472024,2020,379448
29461024,2019,969000
145652023,2020,999900
144334022,2018,899990
29460498,2019,725000
29382522,2019,415000
29382519,2018,549000
29460518,2018,389990
29459401,2019,1275000
29382514,2018,565000
29459513,2019,1200000
29460897,2018,689000
29460395,2020,999900
29381511,2020,875000
29461509,2018,625000
29459509,2020,825000
29382895,2018,525000
80106006,2020,2495000
29459006,2020,785000
29460393,2019,499900
29459505,2019,785000
29460891,2020,599900
29384002,2018,629900
29382502,2020,699000
29384001,2018,899000
29394427,2020,698000
29394425,2020,468000
29394421,2018,315000
29390998,2018,559000
29390912,2019,379900
29394400,2019,380000
29396494,2020,625000
29396397,2018,850000
29394889,2020,625000
29396379,2019,499999
29394874,2019,380000
29396371,2018,410000
29394869,2019,899500
29394366,2019,416000
29394360,2019,359000
29394357,2020,425000
29391983,2019,585000
241931841,2019,772000
29390994,2018,700000
29396320,2019,585000
29394811,2019,399900
29394809,2019,475000
29396306,2020,380000
29396294,2020,649000
29394794,2019,499500
29396289,2018,298000
29394770,2021,685000
29394768,2019,330000
29396265,2020,615000
29396264,2019,330000
29394756,2020,250000
29396249,2018,485000
29396246,2020,495000
2081335244,2020,614900
2078529231,2020,450000
29394473,2019,500000
29396226,2020,502000
29389715,2018,700000
29394708,2019,450000
2082654704,2019,514000
29393204,2020,575000
29389702,2020,470000
29393195,2019,650000
29392195,2018,279000
29392192,2020,460000
29396189,2019,391000
29394670,2018,420000
29394668,2019,625000
29393146,2018,330000
29392141,2020,499900
29394640,2019,425000
29393131,2020,822900
83126626,2019,795000
29394619,2019,524900
29394616,2018,499900
29393111,2019,745000
29392110,2018,399000
29392106,2020,585000
29394596,2018,330000
70353585,2018,315000
305430643,2020,514900
29392074,2019,450000
145652456,2019,379000
29396571,2020,670000
124837955,2018,249000
29389562,2018,325000
29394557,2018,385000
29393053,2019,569950
29394445,2019,749000
2086124048,2019,349900
29394532,2020,595000
29396523,2018,475000
29393017,2018,324990
29392011,2019,320000
29392000,2020,300000
29392437,2020,655000
80095932,2020,345990
29394928,2018,325000
29389925,2018,525000
80107923,2018,669000
110539421,2019,469000
29389920,2020,102000
29389918,2018,375000
29394906,2020,695000
80100901,2019,799000
80101391,2019,710000
29392391,2018,194999
29392390,2020,290000
83125389,2020,715000
2082001877,2020,659000
83125375,2018,798900
251029362,2020,639900
29392359,2018,281500
2097074353,2019,860000
241934833,2019,489000
124875819,2018,469997
83125319,2020,600000
70326486,2018,88000
80086816,2020,800000
125807815,2020,724900
29392277,2019,359000
83125308,2019,699900
29392306,2020,419000
83125305,2019,600000
29392301,2020,415000
125917800,2019,849000
83820297,2020,539900
83125297,2018,587000
2080443792,2020,399000
29392286,2019,385000
241934782,2020,399900
124892281,2019,477500
29392280,2019,379900
144249276,2020,665000
83125275,2019,689000
29392268,2020,400000
80088763,2019,785000
29393259,2020,615000
125116251,2020,737000
29392244,2020,450000
29392240,2018,650000
29392239,2019,260000
125105733,2019,480000
29392224,2019,275000
29392486,2020,439900
29390192,2020,200000
125901185,2018,532900
125915181,2019,754500
29394960,2018,434900
80104169,2018,659000
80103661,2018,609000
29392459,2019,420000
80108648,2018,649000
125459458,2020,740000
80103641,2020,1275000
144970137,2019,539900
2082001619,2020,439000
125808101,2020,740000
29391093,2020,399500
125807590,2020,729900
29390090,2020,405000
29396580,2018,585000
83125570,2018,449950
80101070,2018,675000
80099569,2019,789000
29392442,2020,600000
29396564,2019,499900
29390060,2019,405000
29391046,2019,270000
80094542,2018,775000
29396541,2020,500000
29391035,2019,285000
121656524,2018,849000
125808512,2019,929000
29394940,2018,169900
2083080891,2019,485000
29385387,2019,560000
29388380,2019,300000
29388367,2018,300000
29388363,2020,695000
124840362,2020,535000
29386850,2018,459900
64864346,2019,575000
121654844,2019,549000
2078014338,2020,425000
29386837,2018,595500
2079572332,2020,1070000
29386831,2019,389000
29388451,2020,650000
29385321,2020,470000
241931819,2020,505000
29386316,2020,375000
29387811,2019,349000
29386310,2018,424888
251029306,2019,660000
119623806,2019,515900
29387788,2020,170000
2077902783,2020,749900
29386280,2018,369900
29389772,2019,540000
29387770,2020,389900
29386269,2020,329999
29388435,2019,350000
144234258,2019,649000
125917752,2019,935000
29389745,2019,300000
29386241,2018,330000
29387737,2020,199000
29387735,2018,345000
29387727,2020,780000
29386222,2020,450000
29387721,2018,439900
29386217,2018,579900
29387710,2019,600000
29389698,2019,285000
29386191,2020,475000
29387686,2019,675000
29387684,2020,629500
251029681,2019,395000
29386174,2020,465000
29389671,2020,399000
124843670,2019,350000
124841168,2019,819000
29386159,2018,310000
89547655,2020,599000
124844651,2020,339900
121658636,2019,435000
29386134,2020,439000
29389623,2019,350000
241934621,2020,559000
29389619,2020,730000
29389617,2018,94900
241934614,2019,649000
29389614,2018,319900
2093033613,2020,515000
124836610,2019,535000
124844098,2019,625000
29388426,2019,515000
29387813,2018,450000
29386092,2020,115000
305429480,2020,495000
29389585,2019,399999
29388585,2020,899000
121656895,2018,415000
241934573,2019,356000
29386070,2020,475000
29388561,2018,224900
29388556,2020,550000
63835554,2019,298000
251029228,2020,580000
29388541,2019,299997
29388540,2020,475000
29389534,2020,589000
89549030,2019,470000
29386026,2020,599980
29388519,2020,399000
64702018,2020,399900
29388454,2018,255000
