zpid,latest_saleyear,latestPrice
58304148,2020,314900
29434145,2020,435000
58299471,2018,799900
29434218,2020,510000
29349760,2020,270000
29432143,2019,370000
29358757,2018,650000
29431995,2019,630000
58304141,2019,369900
145656132,2020,315000
121655484,2019,339900
29431141,2020,340000
29469631,2020,225500
29433137,2018,324900
29353257,2018,774900
70342129,2019,244900
29434126,2018,249900
29351257,2018,899900
29353256,2020,749500
145656127,2020,319900
58304125,2020,360000
29351252,2020,859900
70342126,2019,274999
29434125,2020,265000
29351248,2019,1589000
58311626,2020,210000
64868747,2020,1395000
145656125,2018,335000
29433123,2020,295000
29470125,2020,259000
58304121,2020,260000
29353243,2021,749000
29349476,2018,699000
58311623,2018,215000
29351243,2018,624999
29434106,2018,292900
29437484,2019,449900
29349482,2020,1190000
241930622,2020,327500
29350239,2018,875000
80097207,2018,239900
29433652,2019,379000
58304090,2019,342000
29351234,2019,509900
89546621,2018,285000
83829201,2018,245000
241933117,2020,381000
29432981,2020,415000
29470113,2019,229900
29436079,2020,499000
83830191,2019,253000
29351228,2019,650000
120897717,2018,235000
29350219,2020,745000
29516715,2019,355000
29437569,2020,439900
29351717,2018,770000
58304058,2018,309000
89546182,2019,289900
29436057,2018,349900
29516712,2020,389900
241933108,2019,365000
29351216,2018,1050000
80103668,2019,230000
29433551,2020,329700
29351713,2020,1100000
70343701,2018,289000
241933107,2019,329990
80096167,2019,217000
29358712,2018,898000
251034700,2019,311965
89546664,2019,230000
29433548,2019,270000
29353202,2020,565000
29436043,2018,300000
64703147,2018,208900
29516197,2018,389900
58311604,2018,260000
64835207,2018,1175000
120900641,2018,275000
58304044,2019,359000
29355577,2020,1495000
29433544,2019,339900
29355782,2020,879000
29353208,2020,775000
29353685,2019,1125000
29436025,2020,399900
29350173,2020,1050000
29353672,2020,930000
58298669,2018,975000
29355669,2020,840000
58299168,2020,309000
58298668,2019,1150000
29433523,2020,315000
29433522,2020,244900
29351662,2018,699000
29433519,2020,329888
29353657,2020,700000
29436016,2019,375000
29433516,2018,148900
29350154,2020,1750000
29435012,2020,390900
29350151,2019,875000
29433511,2019,114000
29353649,2018,995000
29434009,2018,290000
29437506,2018,315000
29351631,2019,629000
29433002,2020,329890
29355629,2019,699000
29350126,2020,1100000
29353122,2020,1600000
2133737620,2018,295000
29353120,2019,937000
29355619,2018,625000
29353117,2019,775000
29351613,2018,815000
29355612,2019,639000
29353109,2018,369900
29356608,2019,760000
29350108,2019,699000
29355602,2018,699999
29353596,2019,365000
29353094,2019,320000
29350091,2018,849800
29350082,2019,789000
29353581,2018,749000
29356580,2019,675000
29353574,2018,838500
29355571,2019,675000
29353069,2018,360000
29349569,2020,1080000
29356568,2020,895000
29355567,2020,825000
29355566,2018,629000
29355560,2020,1995000
29355557,2018,529000
29349555,2018,699000
29353552,2020,1000000
29350050,2020,530000
29355544,2020,649900
29355542,2019,560000
29353539,2018,1195000
29350038,2019,850000
70330535,2020,700000
29356534,2018,634999
70330533,2019,1350000
29350033,2019,949990
29355448,2018,1029900
70330527,2020,989000
29350025,2019,1460000
29349521,2018,799000
29356516,2018,775000
29353516,2018,749000
29358508,2019,650000
29356466,2019,1100000
29358504,2019,550000
29355504,2020,730000
29356501,2018,598000
29426972,2018,379500
29422472,2018,225000
29434431,2019,284900
58303413,2019,250000
58304416,2020,471900
58303408,2018,325000
64438407,2020,438900
58302915,2019,379000
119617902,2018,410000
58303400,2019,165000
120895895,2019,429900
29434395,2018,199999
58303394,2019,250000
29436394,2019,340000
58302893,2020,519000
125090887,2019,359700
58304386,2020,399900
58304383,2018,349900
58303883,2019,379900
58303381,2019,339500
29434380,2018,259900
119618879,2019,415000
29434379,2018,275000
29434378,2020,375000
58303877,2019,305000
29436371,2018,310000
29434370,2018,289000
58303868,2019,335000
29434367,2018,269900
58302866,2019,379900
29434359,2018,280000
58304357,2020,360000
58304354,2018,350000
58303352,2018,309900
58304350,2020,409000
29427967,2019,239900
29434344,2019,355000
29425965,2018,249000
58304343,2019,387500
29427963,2019,315000
29434339,2020,335000
29425462,2019,199997
29434337,2019,324900
29434336,2018,259900
29422959,2019,345000
119621835,2018,499500
29427957,2019,259000
29429973,2019,285000
58304829,2019,415000
29432472,2019,325000
29422952,2018,245500
58303329,2018,279000
29424968,2019,340000
125089825,2020,364900
29424967,2019,399000
58304824,2018,290000
58304324,2020,399999
29429964,2020,440000
58303317,2018,264900
29426963,2020,399000
249890942,2020,275000
58303313,2019,334000
29424960,2019,219950
29427942,2019,310000
83819309,2018,359900
29431458,2019,475000
64682805,2019,495000
29428939,2019,284500
29429958,2020,348000
58304304,2018,330000
29422937,2018,248000
29432457,2018,260000
29423934,2019,279900
70330800,2020,425000
29422931,2018,218000
58303297,2020,475000
29431455,2018,349895
29427930,2018,129900
58304707,2019,359900
29429954,2020,489999
250997427,2019,239900
58304295,2020,419000
29432453,2020,409900
58303289,2019,224500
29422924,2020,279900
58303288,2020,380000
29421453,2020,349900
29431921,2018,259900
58304287,2020,475000
58304280,2020,499900
29425412,2019,199990
29429951,2020,375000
58303279,2020,349000
250997411,2020,269000
58303278,2020,274900
29430411,2018,237500
29425441,2019,319900
144290776,2018,275000
29427910,2019,239000
29421441,2019,250000
64559773,2018,399000
250997408,2020,275000
58303253,2020,299900
29429407,2020,325000
58304247,2020,399000
29424939,2019,460000
29431897,2019,350000
58303240,2020,395000
29431436,2019,230000
29425897,2019,299000
29424936,2018,279000
58304454,2020,379900
29429396,2019,310000
58304231,2018,395000
29427490,2019,468900
58303225,2019,295500
29427896,2020,279990
29426935,2019,400000
58303222,2018,285000
29429395,2018,275000
29424934,2020,619900
58304218,2019,339000
29429393,2018,279900
120896212,2020,499999
29432429,2019,315000
29425890,2019,300000
29425387,2019,215000
29426927,2019,299999
58304208,2018,372500
29427982,2019,325000
29423979,2020,239900
29422970,2019,287500
29425885,2019,265000
29431884,2020,320000
29429379,2020,199900
29425879,2019,269000
29431878,2018,292000
29429375,2020,362500
29429373,2020,259999
29429366,2018,279000
29431864,2019,250000
29431863,2019,235000
29438704,2019,315000
58303196,2020,399000
29429362,2018,285000
58303195,2019,150000
29427857,2019,230000
29438691,2020,519000
29427847,2018,249000
29433177,2019,375000
29438672,2020,499000
29430343,2019,215000
29437672,2019,360000
29438669,2020,785000
29425834,2020,317000
29431831,2019,359900
58303164,2018,299000
29431829,2019,187900
29437662,2019,300000
29425825,2019,210000
29437658,2018,325000
29438654,2020,450000
58302318,2018,267000
29431818,2018,292500
58304651,2019,385000
58304645,2020,439900
29429315,2020,485000
58302314,2019,335000
58304641,2018,326000
58302313,2019,374900
58303138,2018,352900
29425812,2020,325000
29427810,2019,270000
29437637,2018,374900
29424310,2018,289000
119617135,2020,525000
29437634,2019,395000
29429309,2018,251999
29424307,2019,345000
29435133,2020,244900
29431801,2020,250000
58304631,2020,375000
29425800,2018,220000
29437626,2018,374999
58304615,2019,360000
29431797,2019,315000
120897109,2019,415000
58304608,2019,349900
29429296,2018,285000
58302605,2019,414900
29425792,2020,295000
58304604,2019,365000
58303102,2018,239900
29425787,2019,324900
58302601,2018,349500
58304599,2019,278000
29427784,2019,230000
29428484,2018,349900
29425784,2019,242500
58304590,2019,374000
29427781,2019,269900
29429978,2019,339900
58302586,2019,314900
58302280,2020,429000
29424901,2020,450000
29437586,2019,475000
29429277,2018,255000
58304582,2018,274900
58302276,2019,290000
29436582,2018,365000
29436581,2020,449900
29427425,2018,339000
29429921,2018,359000
58304284,2018,359900
29429920,2018,325000
29436573,2018,178000
29427772,2020,150000
29424920,2020,420000
251029571,2020,249000
29429919,2018,324900
58303071,2019,379900
29429271,2020,325000
29424917,2020,525000
29436570,2019,360000
29425770,2020,295000
29432416,2020,416100
58302568,2018,300000
29429267,2020,244000
29423914,2020,345000
58304565,2019,389900
29425764,2019,245000
29437565,2020,450000
29431752,2019,219999
29432412,2018,265000
29431412,2018,395000
119621055,2018,475000
29431751,2018,229999
29429910,2020,294499
29436554,2020,415095
29427674,2021,199995
29425750,2019,219000
2100773550,2019,349900
29421408,2020,325000
29425747,2020,255000
29422407,2019,400000
58303050,2019,355000
121657906,2018,250000
29423996,2019,325000
29427406,2020,519000
29422406,2019,224900
120899544,2018,320000
58303043,2019,325000
29422405,2019,459000
29431735,2019,179900
29435043,2019,185000
29431731,2020,245000
29423904,2020,240000
58304539,2019,365000
29430230,2019,218000
29431403,2020,469900
29435039,2018,210000
29431555,2020,165000
29433226,2019,299999
58304536,2020,350000
29421402,2019,437500
29422401,2019,557950
58303034,2019,269900
29428899,2019,174900
29435032,2019,225000
29429224,2019,325000
29432398,2019,145800
29435031,2018,229900
29421398,2018,649000
58302529,2020,410000
29431396,2020,379900
241930219,2019,269900
29424894,2018,369900
58304525,2020,389000
29421718,2018,215000
29421392,2019,389000
58302525,2020,338000
29429891,2019,335000
58304522,2020,467900
144285889,2020,375000
29421712,2019,265000
29427389,2019,399800
29428994,2019,319900
29424889,2020,550000
29431488,2020,350000
29429210,2018,263900
29427386,2018,287000
58304432,2018,305000
29421706,2020,345000
29424205,2019,264900
58302704,2019,310000
58302703,2018,325000
58302702,2019,255000
29429195,2019,398990
119626515,2020,385000
29426777,2020,299999
29421695,2019,158000
58302511,2020,410000
29423488,2018,260000
29433193,2018,249900
58304510,2019,399999
58302688,2018,330000
29424883,2019,390000
58303005,2018,379500
29429186,2020,325000
29426992,2018,369000
58304504,2019,320000
29424882,2018,300000
29425683,2018,239900
29430173,2019,265000
29429877,2020,459888
29426924,2020,575000
29430170,2019,204000
29427377,2020,282350
29424877,2019,359900
29421375,2019,315000
29430169,2018,189900
29425374,2019,240000
29429168,2020,400000
29426873,2020,515000
29425665,2019,319900
29427372,2020,459900
29429162,2019,399900
29427371,2018,357700
29427162,2018,205000
29425371,2019,72900
29431655,2019,325500
29424871,2020,400000
29429155,2018,239900
29424870,2019,359000
29424155,2019,335000
2132020369,2018,212500
29431369,2020,388500
29431368,2019,349990
29424150,2018,239990
2091380148,2018,227915
29423367,2020,429900
29425646,2018,297500
29423866,2020,200000
29426865,2019,425000
29425642,2019,315000
29424140,2019,253000
29428864,2018,69000
29427138,2019,260000
29428863,2020,199900
29428862,2020,175000
29429132,2020,389900
29425483,2020,279000
29428859,2019,179000
29429126,2020,309000
29429858,2019,410000
29425625,2018,235000
29427358,2019,560000
29425624,2020,299000
29429857,2020,485000
29429114,2018,329000
29423356,2019,372500
29431355,2019,314999
29429093,2019,225000
29423855,2020,525000
29427093,2019,269900
29423354,2019,275000
29427088,2020,489900
29429853,2019,299900
29427487,2020,429900
29425352,2020,479900
29425583,2018,225000
29427080,2019,324900
29427076,2020,199900
29427075,2018,307000
2084986572,2019,289990
29427072,2018,299000
29425572,2020,320000
29423352,2019,119800
29424065,2018,165000
29421352,2018,210000
29429851,2018,299997
29427064,2019,345000
29428850,2020,198000
29422475,2019,425000
29431344,2019,285000
29427062,2020,465000
29424059,2018,200000
29429843,2020,339500
29425343,2018,349999
29429057,2020,170000
58302554,2019,217500
29429842,2019,315000
29423840,2018,225000
29431337,2019,435000
29427044,2019,399990
29427337,2020,415000
29423836,2020,348000
29425543,2020,275000
29427042,2019,325000
29423333,2020,339000
29429832,2019,545000
29427041,2019,265000
29422332,2020,435000
29425538,2020,324900
58302536,2019,289000
29423330,2019,269900
29427034,2018,359000
29431327,2020,419500
29427032,2018,359000
29423325,2018,190000
29425530,2019,289900
29432324,2020,430000
29425529,2019,299900
29427322,2020,615000
29425526,2018,231500
29431321,2019,299900
29425321,2018,290000
58302694,2019,350000
29423321,2019,329900
29425520,2020,318000
29428819,2020,195000
29425517,2018,239000
29420819,2019,139000
29425317,2020,429999
29428814,2019,192000
29428813,2019,199900
29431312,2018,279900
29431311,2020,235000
29423811,2019,139000
29420811,2018,220000
29432300,2019,440000
29432299,2020,434900
29431299,2018,264700
29428799,2018,185000
120896795,2020,452500
29428794,2018,168000
29426792,2019,289900
29426781,2020,425200
29425279,2018,375000
29426778,2018,312000
29423771,2018,255000
29428765,2020,189999
29422763,2018,100000
29425256,2020,135500
29431255,2020,430000
29431251,2020,157500
29428748,2018,129000
29422748,2019,329900
58302242,2019,385000
29431240,2020,425000
29422739,2019,210500
29431237,2018,359900
29431235,2020,319900
29420734,2020,435000
29420733,2018,450000
29431232,2020,379500
29420727,2020,650000
29432224,2018,399900
29420721,2018,460000
29432219,2019,415000
29423718,2018,189900
29432217,2020,459777
29425216,2019,289000
29432215,2020,440000
29425215,2020,425000
29429911,2020,198000
29432212,2018,349000
29425210,2019,214000
29431209,2018,379965
29422708,2019,329900
29428703,2018,385000
29422692,2020,339900
29425183,2020,125000
29427682,2020,200000
29422679,2018,290000
29423390,2019,385000
29422678,2020,349500
29428676,2018,395000
29431175,2020,329000
29428670,2018,256500
29420667,2019,415000
29425165,2020,225000
29420664,2019,335000
29432161,2019,320000
29420661,2018,570000
29427486,2020,429900
29427660,2020,424900
29432158,2019,399000
29422658,2019,319900
29431156,2020,399777
29432153,2018,365000
29422652,2018,318000
29426650,2018,300000
29422648,2019,269900
29431147,2020,415000
29425147,2019,349900
29423645,2020,174990
29425141,2020,329000
29423639,2020,449999
29427638,2019,373000
29423638,2019,349000
29422638,2019,300000
29428637,2020,389000
29422634,2020,335000
29420632,2019,825000
29423630,2020,325000
29420629,2020,369000
29423627,2018,229900
29427626,2019,434900
29420623,2019,380000
29427620,2018,188000
29425118,2018,315000
29423615,2019,319500
29430114,2019,230000
29425113,2020,389000
29420612,2019,439900
29430107,2018,199000
29431485,2019,294900
29426606,2019,375000
29425105,2018,290000
29422604,2020,295000
29430103,2018,215000
29427602,2020,518000
29423601,2019,299500
29431099,2018,339400
29431097,2019,330000
29422597,2020,289000
29423596,2018,292000
29420595,2019,230000
29430092,2019,225000
29425092,2020,199900
29425091,2019,370000
29427582,2020,212900
29431077,2020,459000
29430075,2019,225000
29428573,2018,335000
29426573,2019,259500
29423573,2018,300000
29425071,2019,559000
29421571,2018,99000
29421569,2018,180000
29430067,2019,179900
29423562,2019,290000
29431058,2018,369900
29430055,2019,235000
29432554,2018,499000
29431054,2020,375000
29425053,2020,450000
29430052,2019,240000
29430051,2018,230000
29425050,2019,439900
29427549,2019,157500
29431548,2019,350000
29430047,2018,221500
29425046,2018,407500
29430045,2020,219965
29425043,2018,379000
29423542,2020,299900
29431540,2019,275000
29431539,2018,359900
29427539,2019,189900
29425036,2019,519900
29423536,2019,298500
29425034,2020,495000
29430033,2019,225000
29428533,2019,369900
29423533,2019,300000
29422527,2020,719000
29432526,2018,289900
29425025,2020,415000
29427592,2020,205000
29431523,2020,479000
29421523,2019,420000
29425021,2019,395000
29431518,2020,479000
29428516,2019,265900
29425016,2019,448000
29430015,2018,218000
29423509,2019,290000
29422509,2018,639900
29425008,2019,465000
29422508,2020,740000
29422507,2019,559000
29425006,2020,419500
29422506,2018,500000
29422503,2018,529550
250825998,2020,657000
29586997,2018,312000
121722485,2019,419900
96640485,2020,629000
29547937,2020,330000
89654915,2019,495000
29586913,2019,360000
29586909,2018,325000
121721381,2020,399500
29586877,2019,245000
96639366,2020,465000
29575497,2020,356500
29575490,2019,309900
29376983,2020,419000
29375483,2020,300000
29375481,2019,219000
29375474,2020,390000
29445961,2018,177000
29575458,2020,219900
29364997,2019,589000
29595455,2019,345000
29371495,2019,549900
29364995,2019,620000
29595449,2019,274900
29445947,2018,289900
29369490,2018,417000
29371988,2019,489900
29443991,2020,460000
29369988,2018,400000
29557437,2020,575000
58304990,2018,299900
29369986,2020,479500
29377929,2020,295000
58305989,2019,395000
29369980,2018,695000
29575428,2019,181500
114406977,2018,699999
29443988,2018,465000
29364977,2020,589900
29441983,2020,824900
29376928,2018,304900
29371975,2020,425000
29557427,2019,159900
29377926,2020,325000
29371973,2018,389900
29376925,2018,305000
29377922,2019,325000
29443970,2018,615000
29369472,2018,399000
29376921,2019,389900
29364971,2018,490000
29575418,2019,514900
29439465,2020,485000
29366469,2019,1049000
29443963,2019,595000
29371966,2019,229900
29582401,2018,283000
29369465,2018,459900
29443959,2020,724900
29371961,2020,399000
58304958,2019,175000
29582387,2018,275000
29369461,2020,520000
29439456,2020,460000
29447379,2018,185000
29366461,2018,549000
29443954,2018,576675
29442040,2020,535000
29447369,2018,223000
29369456,2020,450000
29574863,2018,295000
29364955,2020,669000
58306947,2020,595000
29575362,2018,315000
29366453,2020,729000
29438446,2019,496900
29442437,2020,419900
29447351,2020,260000
29442436,2018,419900
29574836,2019,299000
29438436,2019,469900
70352935,2020,300000
29447317,2019,235000
29371443,2019,405000
29445935,2019,320000
29371940,2018,379800
29447312,2019,309000
29367779,2020,549900
29438424,2018,495000
29377148,2020,465000
29369439,2019,420000
29445923,2020,379500
58305919,2018,311995
29364974,2021,695000
83827417,2019,539990
29369436,2018,339000
29574768,2018,290300
29442415,2020,494000
29591751,2020,449900
29366432,2020,690000
29591738,2019,350000
29369931,2019,400000
29442413,2019,419900
29591731,2020,330000
29438411,2020,499000
29369429,2018,429900
29373729,2020,279900
29445910,2019,265000
29369927,2018,255000
58305906,2018,429900
29371925,2018,499000
29377216,2020,479900
29591714,2019,330000
29442402,2018,369900
29373712,2019,299900
29373711,2020,235000
29367923,2020,459900
29366421,2018,479900
29439400,2019,264935
29377210,2020,459900
29366420,2020,575000
29369917,2020,389900
29447205,2019,310000
58305893,2019,360000
29366416,2019,635000
29371915,2018,399500
29439391,2020,460000
29371913,2020,494700
29591691,2019,279900
83817902,2021,575000
29591686,2019,310000
29439384,2020,470000
29377180,2018,285000
29366410,2018,550000
29442382,2020,425000
29369909,2018,355000
29371376,2020,627500
29447175,2020,159950
29369409,2020,512000
58305875,2019,400000
29377169,2019,389900
29367908,2018,475000
29438373,2019,575000
29373906,2018,539000
29447165,2020,323000
58305870,2018,385000
185186664,2019,289000
29439369,2020,489900
29369906,2020,449000
29438363,2019,589985
29369903,2020,625000
29442355,2018,399900
29591661,2018,308500
29369401,2020,325000
29442352,2020,425000
29375661,2018,334000
29367900,2019,595000
29438351,2019,429000
29591656,2018,295000
29439343,2019,350000
29367899,2019,499900
29446296,2020,2550000
29584654,2019,282490
29373895,2020,254900
70340190,2019,225000
29438334,2019,519900
29591651,2018,307000
29373893,2020,496000
58305829,2018,325000
29584648,2020,389000
29371391,2019,238000
29442328,2020,415000
29446134,2019,769000
29366391,2019,589900
29442319,2018,385000
29584642,2018,384900
29367889,2019,419900
29439313,2020,319900
29371799,2020,564000
29438312,2018,385000
29438308,2019,549750
29447127,2019,279000
58305078,2020,412500
29369384,2020,439950
29367306,2019,415000
29365383,2019,770000
29439480,2020,419900
29369882,2020,398000
29584613,2018,299900
29438301,2018,209950
29371881,2019,410000
29447102,2018,149900
29442297,2018,465000
29366379,2020,975000
29598597,2019,335000
29439295,2020,534435
29369378,2018,439000
29369877,2018,345000
29439294,2020,560000
29442293,2018,339500
29366375,2020,900000
29439292,2018,369000
29377078,2019,229900
29369373,2020,500000
29446068,2019,300000
29439288,2020,425000
29367367,2019,589000
29377058,2020,379000
29438281,2019,314900
120899363,2018,655000
29447499,2018,265000
29439279,2018,450000
29369860,2018,339900
29371857,2019,325000
29598552,2019,320000
29449497,2020,369900
29366357,2018,550000
29446049,2019,291000
29439274,2020,575000
29454496,2018,285000
29365357,2018,709900
29375549,2020,389900
29453994,2020,349900
29371853,2018,189000
58305904,2018,325000
29447494,2019,309900
29369853,2020,412000
29377041,2018,350000
29438264,2020,519000
29369846,2020,449000
29582540,2019,185000
29442257,2018,425000
54515255,2018,475000
29369343,2020,489000
29582535,2019,335000
29369840,2018,325000
29450985,2018,305000
29450984,2018,225000
29366339,2018,477500
29449483,2018,295000
29446033,2020,280000
29444240,2019,335000
29446032,2020,249900
29369336,2019,525000
29444239,2019,370000
29454481,2018,275000
29446029,2020,364900
29369239,2018,465000
29447481,2019,247000
29582527,2018,285000
29366550,2018,585000
114406737,2020,479000
29440689,2020,359999
29443472,2019,415000
29440971,2019,245000
29445285,2020,467777
29444961,2019,394500
29445346,2020,500000
58307452,2018,255000
29445451,2020,224900
29441033,2020,295000
29444943,2019,369000
29443441,2019,415000
64842439,2019,386000
29443438,2020,490000
58307437,2020,388000
29445437,2018,336000
29442994,2019,289900
119621834,2019,327500
119621323,2018,274999
89656823,2018,335000
251032318,2021,427750
2088041511,2020,414900
89662828,2020,520000
29603302,2019,256500
2084102799,2019,408050
241931284,2019,359900
2088690279,2020,334900
119619758,2020,359000
125903747,2018,295000
241931246,2020,349900
241931239,2019,305000
89660728,2020,579000
89657217,2020,499000
145657715,2020,365000
89657187,2018,230000
119619183,2019,319000
145654677,2019,320000
114406175,2019,299990
114406161,2019,289900
29455648,2020,305000
89659122,2018,329900
119615099,2019,319000
124719575,2020,369900
125903569,2018,280000
145653061,2018,295000
89662061,2018,420000
125916058,2019,349000
89661051,2019,549000
29487943,2020,525000
145656555,2020,639000
29500430,2020,259000
29468395,2019,109900
79982268,2019,229000
79982258,2019,249900
79982243,2018,225000
29465449,2020,399000
124840444,2020,422000
29464107,2020,495000
29465439,2020,238000
145652938,2020,299000
29464938,2018,235000
29463437,2020,250000
29462372,2021,325000
29461846,2020,365000
80098922,2019,244000
2136613421,2019,242000
29463419,2020,309500
80087907,2018,275000
29463904,2019,86000
124839901,2019,388000
29463901,2019,185000
241930979,2020,305000
29463895,2020,209700
79980893,2019,334900
29463390,2018,169990
29462390,2020,249000
29463387,2019,240000
79980886,2019,230000
305428385,2020,415000
29464883,2020,215000
29464881,2020,229900
79980880,2018,125000
145658378,2020,445000
29464875,2018,160000
241937873,2019,325000
29463372,2018,195000
145656366,2018,400000
80099866,2020,360000
29461866,2019,254900
29463362,2018,299900
29464861,2020,350000
29461861,2018,185000
80105359,2018,230000
2079734358,2020,378000
79982357,2018,169900
63837857,2020,208000
29461853,2018,309900
63228475,2019,264000
29461845,2018,292900
2093357343,2018,275800
251030914,2020,425000
80090325,2019,255000
250997474,2020,300000
2079912816,2020,395000
80088313,2020,240000
29462974,2020,225000
29463310,2020,314900
29463303,2019,349900
120897300,2018,249000
145657299,2018,324000
79982299,2018,115100
79982297,2020,265000
70345794,2018,139000
29462293,2018,285000
70345789,2020,335000
79982286,2019,215000
70345786,2019,278000
29462285,2018,225000
29463283,2018,229900
29463281,2019,315000
80107778,2019,312999
79982271,2020,179000
29462271,2019,350000
29462269,2019,289000
80107767,2018,299000
70345767,2020,320000
29463267,2019,240000
29463264,2019,269000
29463468,2019,347900
29462259,2019,194900
80097258,2020,235500
120895255,2020,320000
80089753,2018,249000
29462251,2018,299000
70345750,2019,300000
145657748,2019,405000
119628247,2020,294000
79982246,2018,204900
79977244,2018,225000
70345744,2019,315000
62607242,2020,220000
29462239,2020,395000
70345734,2020,349900
241930733,2020,315000
124845231,2019,385000
29462229,2019,375000
29462227,2018,319900
80093222,2018,299500
29463222,2019,265000
62607221,2020,94999
124837220,2019,385000
80092714,2019,259900
120901705,2019,335000
69814700,2020,309000
120899190,2018,265000
29463188,2019,140000
29462186,2019,320000
29463184,2019,195000
83819680,2020,129925
80099180,2019,235000
145658174,2019,250000
83813174,2019,249500
119623673,2019,280000
80086671,2018,260000
145658167,2020,299000
119619664,2018,219900
29463159,2020,169900
305425655,2020,500000
124842155,2018,387500
80098151,2020,242000
80106645,2019,289900
145655642,2020,525000
144343622,2018,289500
29461905,2020,250000
241930616,2020,319950
29464967,2018,260000
80088612,2019,210000
145656110,2019,275000
124841110,2018,361000
64578606,2018,155000
2078792099,2020,298990
251031858,2020,390000
29464097,2018,185000
29461963,2020,260000
80090593,2018,227500
2083610083,2019,400000
80094083,2018,295000
305433080,2020,425000
29464079,2020,375000
80107076,2020,290900
29464076,2020,250000
2079895574,2020,414900
145655572,2018,379997
29464069,2019,394900
125916067,2020,645000
29465457,2019,345000
29463394,2020,295000
80100057,2020,245000
83814056,2020,299000
80108056,2019,228000
80102056,2019,199900
251032555,2020,415000
124843050,2020,409990
69809046,2018,284700
80098545,2019,318000
69809042,2019,315000
29463456,2020,275000
2091380537,2020,439000
29464028,2019,389900
29463455,2020,165800
69809024,2020,350000
29462023,2020,250000
251029954,2021,435000
29463454,2020,275000
69809021,2019,329900
145656020,2019,285000
80107018,2019,235000
69809017,2019,310000
29464017,2018,165000
145656452,2018,419900
29463927,2019,335000
145657505,2019,465000
29465503,2020,367500
29463254,2018,220000
29465500,2020,425000
29420959,2018,339000
29418454,2018,329900
29411939,2019,399900
119623829,2019,385000
29420936,2018,355500
80079828,2020,634400
69692496,2020,479000
121656402,2018,224900
145653413,2018,317500
96536821,2019,348000
145653412,2018,260000
29412925,2020,229900
29421894,2019,265000
84142319,2020,325000
29420922,2019,420000
111372408,2019,242500
250400315,2019,466990
2082306887,2019,240000
111373407,2019,249000
29413918,2020,419000
303836811,2020,550000
29412916,2019,134500
29421905,2019,219990
2085513810,2019,519000
29421886,2019,295000
29407630,2020,165000
29420912,2019,350000
29419903,2020,259999
70326882,2019,319000
2084292310,2020,630090
70326997,2019,314900
29412906,2018,225000
29413905,2018,429000
145654878,2019,249997
241931993,2020,299500
125914877,2019,495000
119630805,2018,795000
29404876,2018,214800
84131803,2019,321000
119623485,2020,290000
29419875,2020,235000
89407793,2020,475000
119632873,2020,275000
2088737292,2020,399990
29419872,2018,249900
29419867,2019,304999
119622792,2020,650000
119629256,2020,270000
89404788,2019,307500
119629286,2019,439500
119624286,2019,398859
114157284,2019,529900
29404861,2018,199800
29421978,2018,364900
84140779,2018,369900
111371830,2020,265000
29421857,2019,364000
58301352,2018,180000
29421851,2018,324900
114157278,2020,567000
145652348,2018,275000
58301473,2020,219000
29421848,2018,260000
58301471,2018,169000
29415848,2019,198000
84136268,2020,360000
29404848,2019,199900
84131768,2020,547500
29419846,2020,250000
29421969,2020,215000
119624767,2020,504900
58301468,2020,85000
58301342,2019,205900
122141766,2019,624900
29404840,2019,219900
122188764,2019,437500
29419839,2020,230000
29421968,2018,189000
303840259,2020,819995
125805837,2019,265000
114157259,2019,489000
58301337,2018,229000
125089959,2020,350000
2091752753,2018,539990
58301459,2020,55000
119624252,2018,429000
29421958,2020,275000
114157251,2018,459900
29404825,2018,229900
114157250,2018,439000
29421824,2019,380000
122186247,2018,425000
29404820,2019,199900
58301316,2018,189000
250400725,2019,439990
29419816,2019,270000
111963222,2019,499000
114156721,2020,645000
29408814,2020,339950
84136714,2020,349900
111371313,2018,258000
70338445,2018,229900
89414708,2020,436000
29408807,2020,210000
243292699,2020,859000
29415806,2019,149900
303836196,2020,502000
58301302,2020,249500
250400696,2019,489000
121658798,2020,275000
119626798,2020,269000
89413692,2020,394900
84130691,2018,379900
250400686,2019,444900
250400685,2020,525000
29408794,2020,345000
243292681,2018,399900
29419791,2019,252450
119627177,2020,435000
121651444,2019,269900
29415791,2019,147900
243292672,2019,450000
250400671,2019,449990
29419789,2019,169000
2084574169,2020,746074
67388669,2019,382198
29402781,2018,349990
63296780,2018,219900
29421779,2019,239900
111962666,2020,439000
243292662,2020,499000
119618943,2019,272000
145655272,2019,245000
29421770,2020,340000
243292661,2018,415000
29415770,2018,200000
2085050656,2020,533000
243292655,2020,465000
119620442,2020,265000
125255154,2018,410000
29421769,2020,270000
29410268,2020,359000
243292647,2019,459000
29410264,2020,350000
84131647,2019,322500
125903263,2019,257900
29410263,2020,349900
202190144,2019,469000
2089819262,2018,255000
67388640,2019,399999
70334262,2018,399000
84132139,2019,399990
29410262,2019,225000
70326938,2018,129900
125252138,2018,498000
70334261,2019,409000
29410261,2019,349900
67388638,2020,499000
250400637,2020,550000
58301760,2019,235000
303836135,2020,529900
122186635,2019,435000
29421759,2020,145000
243293133,2020,506990
119632258,2018,220000
243292628,2019,399000
70334255,2020,419000
122186618,2019,475000
121656254,2019,229000
84132126,2020,509000
70334254,2019,405000
119556614,2019,590000
