zpid,zipcode,latitude,longitude,yearBuilt,latestPrice,latest_saleyear,livingAreaSqFt,numOfBathrooms,numOfBedrooms,homeAge_years
29427322,78757,30.368061065673828,-97.72273254394533,1981,615000,2020,4128,8.0,8,40
29425526,78753,30.36111831665039,-97.6799087524414,1971,231500,2018,1042,2.0,3,50
29431321,78758,30.37512016296387,-97.70494079589844,1973,299900,2019,1969,2.0,4,48
29425321,78758,30.36246490478516,-97.71246337890624,1968,290000,2018,1104,1.0,3,53
58302694,78753,30.376447677612305,-97.66712188720705,1971,350000,2019,1627,2.0,3,50
29423321,78757,30.35563659667969,-97.717529296875,1960,329900,2019,1005,1.0,3,61
29425520,78753,30.36017990112305,-97.68050384521484,1970,318000,2020,1020,2.0,3,51
29428819,78758,30.36948776245117,-97.69827270507812,1973,195000,2020,1137,3.0,3,48
29425517,78753,30.35971069335937,-97.68080139160156,1970,239000,2018,1020,2.0,3,51
29420819,78753,30.350330352783203,-97.69773864746094,1945,139000,2019,306,1.0,1,76
29425317,78758,30.36328887939453,-97.71348571777344,1969,429999,2020,1456,2.0,4,52
29428814,78758,30.36923217773437,-97.69789123535156,1973,192000,2019,1137,3.0,3,48
29428813,78758,30.36922264099121,-97.69782257080078,1973,199900,2019,1332,3.0,3,48
29431312,78758,30.37206077575684,-97.70377349853516,1972,279900,2018,1721,2.0,4,49
29431311,78758,30.37219429016113,-97.7035675048828,1972,235000,2020,2591,3.0,4,49
29423811,78753,30.35497665405273,-97.69802856445312,1963,139000,2019,1151,2.0,3,58
29420811,78753,30.35058212280273,-97.69700622558594,1958,220000,2018,800,1.0,2,63
29432300,78758,30.37766075134277,-97.69983673095705,1974,440000,2019,1674,2.0,3,47
29432299,78758,30.377668380737305,-97.6994400024414,1974,434900,2020,1444,2.0,3,47
29431299,78758,30.37340545654297,-97.70474243164062,1971,264700,2018,1752,2.0,3,50
29428799,78758,30.36929130554199,-97.69829559326172,1973,185000,2018,1137,2.0,3,48
120896795,78758,30.36434555053711,-97.71135711669922,1970,452500,2020,1638,2.0,3,51
29428794,78758,30.36882019042969,-97.69867706298828,1973,168000,2018,1137,2.0,3,48
29426792,78758,30.35915946960449,-97.7039566040039,1965,289900,2019,1033,2.0,3,56
29426781,78758,30.360614776611328,-97.70367431640624,1969,425200,2020,1623,2.0,3,52
29425279,78758,30.360801696777344,-97.71381378173828,1968,375000,2018,2019,2.0,4,53
29426778,78758,30.36069679260254,-97.7030792236328,1966,312000,2018,1812,3.0,4,55
29423771,78753,30.35863494873047,-97.69679260253906,1966,255000,2018,1030,2.0,3,55
29428765,78758,30.36770248413086,-97.69906616210938,1971,189999,2020,1034,2.0,2,50
29422763,78753,30.3532772064209,-97.70291900634766,1940,100000,2018,1200,2.0,2,81
29425256,78758,30.36033630371093,-97.71222686767578,1968,135500,2020,1344,2.0,3,53
29431255,78758,30.372419357299805,-97.70687103271484,1971,430000,2020,1579,2.0,4,50
29431251,78758,30.37206840515137,-97.70606231689452,1971,157500,2020,1476,2.0,4,50
29428748,78758,30.36827850341797,-97.69883728027344,1972,129000,2018,930,1.0,2,49
29422748,78753,30.35452461242676,-97.70117950439452,1946,329900,2019,1500,3.0,4,75
58302242,78757,30.364824295043945,-97.7212905883789,2001,385000,2019,1848,3.0,3,20
29431240,78758,30.3728084564209,-97.70661163330078,1971,425000,2020,1410,2.0,4,50
29422739,78758,30.35698890686035,-97.70201873779295,1969,210500,2019,1136,2.0,3,52
29431237,78758,30.373029708862305,-97.70730590820312,1971,359900,2018,1644,2.0,3,50
29431235,78758,30.37585639953613,-97.70692443847656,1973,319900,2020,1404,2.0,3,48
29420734,78757,30.35073089599609,-97.7245101928711,1959,435000,2020,1166,2.0,3,62
29420733,78757,30.350818634033203,-97.72469329833984,1959,450000,2018,1145,1.0,3,62
29431232,78758,30.375471115112305,-97.7074203491211,1973,379500,2020,1289,2.0,3,48
29420727,78757,30.35014915466309,-97.72418975830078,1956,650000,2020,2147,2.0,3,65
29432224,78758,30.37567138671875,-97.70013427734376,1973,399900,2018,2133,3.0,4,48
29420721,78757,30.350378036499023,-97.71917724609376,1958,460000,2018,1421,3.0,4,63
29432219,78758,30.37555885314941,-97.70087432861328,1972,415000,2019,2188,3.0,4,49
29423718,78753,30.35975646972656,-97.6984634399414,1967,189900,2018,980,2.0,3,54
29432217,78758,30.375919342041016,-97.70064544677734,1974,459777,2020,1568,2.0,3,47
29425216,78758,30.358917236328125,-97.7113265991211,1965,289000,2019,2326,4.0,4,56
29432215,78758,30.37632751464844,-97.70040893554688,1977,440000,2020,1655,3.0,3,44
29425215,78758,30.35869407653809,-97.71131896972656,1963,425000,2020,1810,3.0,3,58
29429911,78758,30.372352600097656,-97.7112274169922,1970,198000,2020,1455,2.0,4,51
29432212,78758,30.376060485839844,-97.7009506225586,1974,349000,2018,1679,2.0,3,47
29425210,78758,30.36159706115723,-97.71016693115234,1965,214000,2019,1127,1.0,3,56
29431209,78758,30.37712287902832,-97.70709228515624,1972,379965,2018,1930,2.0,4,49
29422708,78758,30.35484313964844,-97.71182250976562,1968,329900,2019,1417,2.0,3,53
29428703,78758,30.36655616760254,-97.7070770263672,1972,385000,2018,1966,2.0,4,49
29422692,78758,30.35377311706543,-97.71062469482422,1969,339900,2020,1168,2.0,3,52
29425183,78758,30.361309051513672,-97.71117401123048,1966,125000,2020,1070,2.0,3,55
29427682,78758,30.364370346069336,-97.70118713378906,1970,200000,2020,2178,3.0,4,51
29422679,78758,30.354572296142567,-97.71304321289062,1970,290000,2018,1146,2.0,4,51
29423390,78758,30.357318878173828,-97.71311950683594,1962,385000,2019,1768,2.0,4,59
29422678,78758,30.354793548583984,-97.71311950683594,1970,349500,2020,1314,2.0,3,51
29428676,78758,30.36729431152344,-97.7084503173828,1971,395000,2018,2231,2.0,4,50
29431175,78758,30.377389907836925,-97.70892333984376,1972,329000,2020,1056,2.0,3,49
29428670,78758,30.367361068725582,-97.70803833007812,1971,256500,2018,2658,3.5,5,50
29420667,78757,30.35020065307617,-97.7221221923828,1956,415000,2019,1410,1.5,3,65
29425165,78758,30.36013984680176,-97.71173858642578,1967,225000,2020,1040,2.0,3,54
29420664,78757,30.351110458374023,-97.72161865234376,1959,335000,2019,1248,2.0,3,62
29432161,78758,30.37651252746582,-97.70125579833984,1974,320000,2019,1684,2.0,3,47
29420661,78757,30.35053253173828,-97.7203140258789,1955,570000,2018,1945,2.0,3,66
29427486,78758,30.364280700683604,-97.71231842041016,1969,429900,2020,1369,2.0,3,52
29427660,78758,30.365976333618164,-97.7043685913086,1969,424900,2020,1707,2.0,4,52
29432158,78758,30.37678146362305,-97.70065307617188,1974,399000,2019,2078,2.0,4,47
29422658,78758,30.355358123779297,-97.7092742919922,1969,319900,2019,1417,2.0,3,52
29431156,78758,30.37803649902344,-97.7064971923828,1973,399777,2020,1434,2.0,3,48
29432153,78758,30.377403259277344,-97.70122528076172,1974,365000,2018,1743,2.0,3,47
29422652,78758,30.35559844970703,-97.71104431152344,1968,318000,2018,1734,2.0,4,53
29426650,78757,30.363956451416016,-97.7210464477539,1967,300000,2018,1208,2.0,3,54
29422648,78758,30.35580825805664,-97.70903778076172,1967,269900,2019,1352,2.0,3,54
29431147,78758,30.37661552429199,-97.70626831054688,1972,415000,2020,1400,2.0,3,49
29425147,78758,30.35866737365723,-97.7127456665039,1965,349900,2019,1452,2.0,3,56
29423645,78758,30.36054611206055,-97.7014389038086,1965,174990,2020,1650,2.0,3,56
29425141,78758,30.35955619812012,-97.71304321289062,1968,329000,2020,1831,4.0,4,53
29423639,78758,30.35937309265137,-97.7020034790039,1965,449999,2020,2396,2.0,3,56
29427638,78758,30.36438751220703,-97.70260620117188,1969,373000,2019,1955,2.0,4,52
29423638,78758,30.35908889770508,-97.70195770263672,1964,349000,2019,1781,2.0,3,57
29422638,78758,30.3562126159668,-97.71160125732422,1967,300000,2019,1014,1.0,3,54
29428637,78758,30.36891365051269,-97.70845794677734,1971,389000,2020,1317,2.0,2,50
29422634,78758,30.35562896728516,-97.71196746826172,1968,335000,2020,1120,1.0,3,53
29420632,78757,30.35014724731445,-97.7200927734375,1956,825000,2019,2609,2.0,3,65
29423630,78758,30.356576919555664,-97.7088851928711,1968,325000,2020,1348,1.0,3,53
29420629,78757,30.35050392150879,-97.71974182128906,1957,369000,2020,900,1.0,3,64
29423627,78758,30.35683822631836,-97.7094268798828,1969,229900,2018,999,1.0,3,52
29427626,78758,30.366270065307614,-97.70538330078124,1972,434900,2019,2432,3.0,4,49
29420623,78757,30.35063552856445,-97.7212905883789,1956,380000,2019,1028,1.0,3,65
29427620,78758,30.365568161010746,-97.70526123046876,1969,188000,2018,1895,2.0,3,52
29425118,78757,30.36196708679199,-97.72171783447266,1967,315000,2018,1186,1.0,3,54
29423615,78758,30.35870933532715,-97.71009063720705,1968,319500,2019,1629,2.0,4,53
29430114,78758,30.37038993835449,-97.7138900756836,1979,230000,2019,1296,2.0,2,42
29425113,78757,30.362049102783203,-97.7222137451172,1965,389000,2020,1102,2.0,3,56
29420612,78757,30.350482940673828,-97.72095489501952,1956,439900,2019,1342,1.0,3,65
29430107,78758,30.36994361877441,-97.7135772705078,1979,199000,2018,1296,2.0,2,42
29431485,78758,30.37290382385254,-97.6952896118164,1974,294900,2019,1221,2.0,3,47
29426606,78757,30.36309242248535,-97.72156524658205,1965,375000,2019,1446,2.0,3,56
29425105,78757,30.361831665039062,-97.72279357910156,1966,290000,2018,1095,1.0,3,55
29422604,78758,30.35683631896973,-97.71014404296876,1966,295000,2020,1208,2.0,3,55
29430103,78758,30.369728088378903,-97.71337890625,1979,215000,2018,1296,2.0,2,42
29427602,78758,30.364147186279297,-97.70360565185548,1971,518000,2020,2393,3.0,4,50
29423601,78758,30.35904312133789,-97.70941162109376,1968,299500,2019,1274,2.0,3,53
29431099,78758,30.373027801513672,-97.70799255371094,1971,339400,2018,1182,2.0,3,50
29431097,78758,30.37443351745605,-97.70816040039062,1973,330000,2019,1359,2.0,3,48
29422597,78758,30.35618782043457,-97.70879364013672,1969,289000,2020,1283,2.0,3,52
29423596,78758,30.356822967529297,-97.70835876464844,1968,292000,2018,1030,2.0,3,53
29420595,78757,30.350889205932614,-97.71886444091795,1955,230000,2019,1189,2.0,3,66
29430092,78758,30.369903564453125,-97.71402740478516,1979,225000,2019,1253,3.0,3,42
29425092,78757,30.36009407043457,-97.72257232666016,1964,199900,2020,1403,3.0,3,57
29425091,78757,30.359922409057614,-97.72250366210938,1967,370000,2019,1042,2.0,3,54
29427582,78758,30.36265182495117,-97.71021270751952,1972,212900,2020,1415,2.0,3,49
29431077,78758,30.375822067260746,-97.70823669433594,1972,459000,2020,1499,2.0,4,49
29430075,78758,30.37125587463379,-97.71283721923828,1978,225000,2019,1277,2.0,2,43
29428573,78758,30.3720703125,-97.70706176757812,1970,335000,2018,1420,2.0,3,51
29426573,78757,30.36174011230469,-97.71939849853516,1960,259500,2019,1218,2.0,3,61
29423573,78758,30.35711097717285,-97.70720672607422,1967,300000,2018,1010,2.0,3,54
29425071,78757,30.35848045349121,-97.72335815429688,1966,559000,2019,1600,2.0,3,55
29421571,78753,30.351333618164062,-97.6999282836914,1947,99000,2018,1738,2.0,3,74
29421569,78753,30.350799560546875,-97.70057678222656,1944,180000,2018,1040,1.0,2,77
29430067,78758,30.371395111083984,-97.71379852294922,1978,179900,2019,1348,2.0,3,43
29423562,78758,30.35790061950684,-97.70812225341795,1967,290000,2019,1263,1.0,3,54
29431058,78758,30.373260498046875,-97.70867156982422,1970,369900,2018,1518,2.0,3,51
29430055,78758,30.37222099304199,-97.71314239501952,1978,235000,2019,1348,2.0,3,43
29432554,78758,30.37685203552246,-97.6964340209961,1971,499000,2018,3072,4.0,8,50
29431054,78758,30.37372398376465,-97.70860290527344,1971,375000,2020,1336,2.0,3,50
29425053,78757,30.35989189147949,-97.72337341308594,1967,450000,2020,1266,2.0,3,54
29430052,78758,30.372404098510746,-97.71273040771484,1978,240000,2019,1296,2.0,2,43
29430051,78758,30.37236595153809,-97.71265411376952,1978,230000,2018,1363,2.0,3,43
29425050,78757,30.35951042175293,-97.72380828857422,1964,439900,2019,1431,2.0,3,57
29427549,78758,30.362361907958984,-97.71041870117188,1974,157500,2019,1355,2.0,3,47
29431548,78758,30.372617721557614,-97.69660949707033,1973,350000,2019,1503,2.0,3,48
29430047,78758,30.37234878540039,-97.71237182617188,1978,221500,2018,1348,2.0,2,43
29425046,78757,30.35993576049805,-97.72425079345705,1966,407500,2018,1559,2.0,3,55
29430045,78758,30.37223625183105,-97.712158203125,1978,219965,2020,1363,2.0,3,43
29425043,78757,30.35936164855957,-97.72460174560548,1966,379000,2018,1736,2.0,4,55
29423542,78758,30.358097076416016,-97.70944213867188,1968,299900,2020,1070,2.0,3,53
29431540,78758,30.372392654418945,-97.69806671142578,1972,275000,2019,1426,2.0,4,49
29431539,78758,30.372493743896484,-97.6982650756836,1972,359900,2018,1530,2.0,3,49
29427539,78758,30.362571716308604,-97.70960998535156,1974,189900,2019,1080,2.0,2,47
29425036,78757,30.35934829711914,-97.72418212890624,1967,519900,2019,2085,2.0,4,54
29423536,78758,30.35751342773437,-97.70941925048828,1969,298500,2019,1036,2.0,3,52
29425034,78757,30.35913848876953,-97.72366333007812,1967,495000,2020,2033,2.0,3,54
29430033,78758,30.37121963500977,-97.71234130859376,1977,225000,2019,1324,2.0,3,44
29428533,78758,30.36784172058105,-97.70870208740234,1972,369900,2019,2238,3.0,4,49
29423533,78758,30.358028411865234,-97.70909118652344,1967,300000,2019,1036,1.0,3,54
29422527,78757,30.35700607299805,-97.72220611572266,1967,719000,2020,1873,2.0,3,54
29432526,78758,30.37763214111328,-97.69763946533205,1969,289900,2018,1113,2.0,3,52
29425025,78757,30.360366821289062,-97.7232437133789,1967,415000,2020,1010,2.0,3,54
29427592,78758,30.36276817321777,-97.71076202392578,1972,205000,2020,1080,2.0,2,49
29431523,78758,30.37444496154785,-97.70049285888672,1973,479000,2020,1627,2.0,4,48
29421523,78753,30.35287857055664,-97.70059204101562,1977,420000,2019,1697,1.0,3,44
29425021,78757,30.360700607299805,-97.72386932373048,1964,395000,2019,1202,2.0,3,57
29431518,78758,30.37354278564453,-97.69934844970705,1972,479000,2020,1744,2.0,3,49
29428516,78758,30.368059158325195,-97.71002960205078,1971,265900,2019,1646,2.0,3,50
29425016,78757,30.36258316040039,-97.72371673583984,1968,448000,2019,1374,2.0,4,53
29430015,78758,30.37182426452637,-97.71299743652344,1978,218000,2018,1277,2.0,2,43
29423509,78758,30.35800170898437,-97.70515441894533,1964,290000,2019,2000,3.0,3,57
29422509,78757,30.35740089416504,-97.72377014160156,1963,639900,2018,2182,2.0,4,58
29425008,78757,30.36128807067871,-97.72429656982422,1965,465000,2019,1711,2.0,3,56
29422508,78757,30.357158660888672,-97.7236785888672,1962,740000,2020,2052,3.0,3,59
29422507,78757,30.35691833496093,-97.72371673583984,1962,559000,2019,1680,2.0,3,59
29425006,78757,30.36119842529297,-97.72389221191406,1965,419500,2020,1600,3.0,4,56
29422506,78757,30.356672286987305,-97.72390747070312,1963,500000,2018,1480,2.0,3,58
29422503,78757,30.356691360473643,-97.7234115600586,1963,529550,2018,1556,2.0,3,58
250825998,78717,30.491254806518555,-97.7549285888672,2016,657000,2020,3401,3.0,4,5
29586997,78717,30.48954200744629,-97.74234771728516,1995,312000,2018,2849,3.0,3,26
121722485,78717,30.48854255676269,-97.72897338867188,2015,419900,2019,2381,4.0,4,6
96640485,78717,30.48665809631348,-97.72737121582033,2012,629000,2020,3281,4.0,4,9
29547937,78717,30.487688064575195,-97.73554229736328,1994,330000,2020,2069,2.0,4,27
89654915,78717,30.48837661743164,-97.72474670410156,2011,495000,2019,2665,4.0,3,10
29586913,78717,30.49111366271973,-97.73786926269533,1988,360000,2019,2407,3.0,4,33
29586909,78717,30.491226196289062,-97.737060546875,1992,325000,2018,1948,2.0,4,29
121721381,78717,30.487144470214844,-97.72999572753906,2017,399500,2020,2386,3.0,4,4
29586877,78717,30.49121856689453,-97.73627471923828,1989,245000,2019,1502,2.0,3,32
96639366,78717,30.489524841308604,-97.7275390625,2012,465000,2020,2662,3.0,4,9
29575497,78729,30.44850730895996,-97.75157928466795,1986,356500,2020,1667,2.0,3,35
29575490,78729,30.44780349731445,-97.75247192382812,1986,309900,2019,1767,2.0,3,35
29376983,78729,30.44586563110352,-97.74803161621094,1985,419000,2020,2277,3.0,3,36
29375483,78727,30.43756675720215,-97.74993133544922,1984,300000,2020,1335,2.0,3,37
29375481,78727,30.43771743774414,-97.75021362304688,1984,219000,2019,1188,2.0,3,37
29375474,78727,30.43822860717773,-97.75115966796876,1984,390000,2020,1693,3.0,3,37
29445961,78727,30.43643569946289,-97.74095916748048,1985,177000,2018,1248,2.0,3,36
29575458,78729,30.45024108886719,-97.7519073486328,1987,219900,2020,3054,4.0,5,34
29364997,78759,30.40836334228516,-97.75715637207033,1997,589000,2019,2571,3.0,3,24
29595455,78729,30.45668792724609,-97.75439453125,1995,345000,2019,1658,2.0,3,26
29371495,78759,30.427534103393555,-97.7670669555664,1978,549900,2019,2554,3.0,4,43
29364995,78759,30.40776062011719,-97.75579833984376,1985,620000,2019,2512,3.0,4,36
29595449,78729,30.45743560791016,-97.75389862060548,1995,274900,2019,1327,2.0,3,26
29445947,78727,30.43505859375,-97.74252319335938,1985,289900,2018,1368,2.0,3,36
29369490,78759,30.42273139953613,-97.76316833496094,1978,417000,2018,2212,3.0,3,43
29371988,78759,30.42947006225586,-97.77745056152344,1979,489900,2019,2288,3.0,4,42
29443991,78727,30.428638458251964,-97.7374496459961,1996,460000,2020,2065,2.0,3,25
29369988,78759,30.425783157348643,-97.77068328857422,1983,400000,2018,2003,3.0,4,38
29557437,78729,30.44365692138672,-97.75432586669922,1975,575000,2020,2595,2.0,3,46
58304990,78727,30.4166259765625,-97.74089050292967,1973,299900,2018,1336,2.0,3,48
29369986,78759,30.426189422607425,-97.7708511352539,1981,479500,2020,1806,2.0,3,40
29377929,78729,30.44846153259277,-97.74705505371094,1985,295000,2020,1733,3.0,4,36
58305989,78727,30.41477394104004,-97.72600555419922,1978,395000,2019,1595,2.0,3,43
29369980,78759,30.422128677368164,-97.77533721923828,1995,695000,2018,3319,3.0,4,26
29575428,78729,30.45041656494141,-97.75120544433594,1988,181500,2019,1724,2.5,3,33
114406977,78759,30.42078971862793,-97.75624084472656,2012,699999,2018,3121,4.0,5,9
29443988,78727,30.42814636230469,-97.73756408691406,1994,465000,2018,2037,2.0,4,27
29364977,78759,30.407886505126964,-97.7567138671875,1987,589900,2020,2475,2.0,4,34
29441983,78727,30.42209815979004,-97.73867797851562,1989,824900,2020,3302,3.0,4,32
29376928,78729,30.44516944885254,-97.75147247314452,1986,304900,2018,1524,3.0,4,35
29371975,78759,30.42761039733887,-97.77631378173828,1976,425000,2020,2163,2.0,3,45
29557427,78729,30.442968368530284,-97.75495147705078,1975,159900,2019,1445,2.0,4,46
29377926,78729,30.448177337646484,-97.74752807617188,1985,325000,2020,1628,2.0,3,36
29371973,78759,30.427255630493164,-97.77616119384766,1976,389900,2018,1711,2.0,3,45
29376925,78729,30.445104598999023,-97.74942016601562,1985,305000,2018,2029,3.0,3,36
29377922,78729,30.44867515563965,-97.74759674072266,1985,325000,2019,1801,3.0,4,36
29443970,78727,30.42812347412109,-97.73568725585938,1970,615000,2018,3388,4.0,4,51
29369472,78759,30.421863555908203,-97.76351165771484,1975,399000,2018,1985,2.0,3,46
29376921,78729,30.44567108154297,-97.74966430664062,1984,389900,2019,2326,3.0,4,37
29364971,78759,30.40962791442871,-97.75835418701172,1987,490000,2018,2337,3.0,4,34
29575418,78729,30.45011138916016,-97.75279235839844,1987,514900,2019,3454,3.0,5,34
29439465,78759,30.411754608154297,-97.73314666748048,1977,485000,2020,1502,2.0,3,44
29366469,78759,30.41215705871582,-97.7721939086914,1998,1049000,2019,3419,4.0,4,23
29443963,78727,30.427330017089844,-97.73296356201172,1974,595000,2019,2470,2.0,4,47
29371966,78759,30.42752265930176,-97.77722930908205,1981,229900,2019,1903,2.0,4,40
29582401,78729,30.453388214111328,-97.7545394897461,1993,283000,2018,1779,3.0,3,28
29369465,78759,30.42127227783203,-97.76202392578124,1984,459900,2018,1799,3.0,3,37
29443959,78727,30.42629623413086,-97.7320327758789,1972,724900,2020,2363,3.0,5,49
29371961,78759,30.42680740356445,-97.77655792236328,1977,399000,2020,1400,2.0,3,44
58304958,78727,30.41424369812012,-97.7304916381836,1998,175000,2019,1168,3.0,2,23
29582387,78729,30.45233917236328,-97.75362396240234,1990,275000,2018,2210,3.0,3,31
29369461,78759,30.422061920166016,-97.7616958618164,1983,520000,2020,2420,3.0,3,38
29439456,78759,30.412511825561523,-97.73297882080078,1976,460000,2020,2113,2.0,3,45
29447379,78727,30.43971443176269,-97.74162292480467,1984,185000,2018,920,1.0,2,37
29366461,78759,30.41169738769531,-97.7703094482422,1992,549000,2018,3097,3.0,4,29
29443954,78727,30.426034927368164,-97.73831939697266,1972,576675,2018,2150,2.0,4,49
29442040,78727,30.423547744750977,-97.73664855957033,1971,535000,2020,2064,2.0,3,50
29447369,78727,30.439340591430664,-97.7418212890625,1985,223000,2018,1023,2.0,2,36
29369456,78759,30.42402267456055,-97.76090240478516,1974,450000,2020,1625,2.0,4,47
29574863,78729,30.444541931152344,-97.75294494628906,1986,295000,2018,1548,3.0,3,35
29364955,78759,30.40865135192871,-97.75579833984376,1987,669000,2020,2425,2.0,4,34
58306947,78727,30.42256164550781,-97.7417984008789,1971,595000,2020,2773,3.0,4,50
29575362,78729,30.444021224975582,-97.75474548339844,1986,315000,2018,2162,3.0,4,35
29366453,78759,30.413997650146484,-97.7752685546875,1994,729000,2020,3123,3.0,5,27
29438446,78759,30.40754508972168,-97.73571014404295,1979,496900,2019,2111,3.0,4,42
29442437,78727,30.422218322753903,-97.72503662109376,1983,419900,2020,1649,2.0,4,38
29447351,78727,30.440141677856445,-97.74139404296876,1984,260000,2020,920,1.0,2,37
29442436,78727,30.42205619812012,-97.7249984741211,1983,419900,2018,1850,3.0,4,38
29574836,78729,30.445253372192383,-97.75234985351562,1986,299000,2019,1518,2.0,3,35
29438436,78759,30.40678596496582,-97.73809051513672,1977,469900,2019,2133,3.0,4,44
70352935,78759,30.41415405273437,-97.75503540039062,1993,300000,2020,1424,3.0,2,28
29447317,78727,30.43995475769043,-97.74260711669922,1985,235000,2019,778,2.0,2,36
29371443,78759,30.42925262451172,-97.76667785644533,1977,405000,2019,1923,2.0,3,44
29445935,78727,30.433778762817383,-97.74258422851562,1984,320000,2019,1215,2.0,3,37
29371940,78759,30.43001747131348,-97.77720642089844,1979,379800,2018,1965,2.0,3,42
29447312,78727,30.43971824645996,-97.7432861328125,1984,309000,2019,1089,2.0,3,37
29367779,78759,30.41871833801269,-97.76783752441406,1982,549900,2020,2509,3.0,4,39
29438424,78759,30.406673431396484,-97.73648834228516,1979,495000,2018,2016,3.0,4,42
29377148,78729,30.44495010375977,-97.74784088134766,1985,465000,2020,2264,3.0,4,36
29369439,78759,30.421037673950195,-97.76280212402344,1976,420000,2019,1507,3.0,3,45
29445923,78727,30.43329620361328,-97.7427749633789,1985,379500,2020,1397,2.0,4,36
58305919,78727,30.416889190673828,-97.72476196289062,1978,311995,2018,1548,2.0,3,43
29364974,78759,30.40738677978516,-97.7560043334961,1987,695000,2021,2546,3.0,4,34
83827417,78727,30.42663764953613,-97.7293472290039,2009,539990,2019,3579,4.0,5,12
29369436,78759,30.42402648925781,-97.76193237304688,1975,339000,2018,1558,2.0,3,46
29574768,78729,30.44599723815918,-97.75252532958984,1986,290300,2018,1551,2.0,3,35
29442415,78727,30.420976638793945,-97.72590637207033,1982,494000,2020,1632,2.0,3,39
29591751,78729,30.45514678955078,-97.7546157836914,1998,449900,2020,2415,2.0,4,23
29366432,78759,30.41012763977051,-97.76143646240234,1985,690000,2020,2630,3.0,4,36
29591738,78729,30.45460319519043,-97.75365447998048,1993,350000,2019,1983,3.0,3,28
29369931,78759,30.42295455932617,-97.77056884765624,1983,400000,2019,1738,2.0,3,38
29442413,78727,30.42106056213379,-97.72647094726562,1982,419900,2019,1908,3.0,4,39
29591731,78729,30.45352935791016,-97.75347900390624,1994,330000,2020,1609,3.0,3,27
29438411,78759,30.40794372558593,-97.7374038696289,1980,499000,2020,1711,2.0,3,41
29369429,78759,30.422908782958984,-97.76221466064452,1974,429900,2018,1962,2.0,3,47
29373729,78727,30.435932159423828,-97.74597930908205,1984,279900,2020,1326,2.0,3,37
29445910,78727,30.434558868408203,-97.74476623535156,1984,265000,2019,1288,2.0,3,37
29369927,78759,30.422304153442383,-97.77114868164062,1982,255000,2018,2170,3.0,3,39
58305906,78727,30.41696739196777,-97.7256851196289,1978,429900,2018,1890,3.0,4,43
29371925,78759,30.43120002746582,-97.7773666381836,2004,499000,2018,2155,3.0,4,17
29377216,78729,30.44333648681641,-97.74586486816406,1984,479900,2020,2259,3.0,4,37
29591714,78729,30.45320701599121,-97.75299835205078,1994,330000,2019,1874,3.0,3,27
29442402,78727,30.42199516296387,-97.72817993164062,1982,369900,2018,1613,2.0,4,39
29373712,78727,30.436634063720703,-97.74690246582033,1984,299900,2019,1128,2.0,3,37
29373711,78727,30.436771392822266,-97.74685668945312,1984,235000,2020,798,1.0,2,37
29367923,78759,30.417179107666016,-97.7685089111328,1982,459900,2020,1881,2.0,3,39
29366421,78759,30.41116142272949,-97.76229095458984,1991,479900,2018,3655,5.0,5,30
29439400,78759,30.411983489990234,-97.73551940917967,1975,264935,2019,1404,2.0,3,46
29377210,78729,30.44423484802246,-97.74627685546876,1984,459900,2020,2011,2.0,3,37
29366420,78759,30.410903930664062,-97.7625503540039,1992,575000,2020,2868,3.0,4,29
29369917,78759,30.42151260375977,-97.76887512207033,1979,389900,2020,2474,2.0,3,42
29447205,78727,30.43825912475586,-97.73949432373048,1985,310000,2019,1381,2.0,3,36
58305893,78727,30.41723442077637,-97.72722625732422,1979,360000,2019,1658,2.0,3,42
29366416,78759,30.410348892211925,-97.76178741455078,1992,635000,2019,2871,3.0,4,29
29371915,78759,30.427249908447266,-97.77165985107422,1983,399500,2018,1763,2.0,3,38
29439391,78759,30.41323661804199,-97.7341079711914,1975,460000,2020,1392,2.0,3,46
29371913,78759,30.427099227905284,-97.77214050292967,1983,494700,2020,2207,3.0,4,38
29591691,78729,30.453596115112305,-97.7521514892578,1994,279900,2019,1507,3.0,3,27
83817902,78727,30.42685317993164,-97.729248046875,2010,575000,2021,2545,3.0,4,11
29591686,78729,30.45275115966797,-97.75194549560548,1994,310000,2019,1919,3.0,3,27
29439384,78759,30.41274070739746,-97.73493957519533,1973,470000,2020,1421,2.0,3,48
29377180,78729,30.44293212890625,-97.74697875976562,1984,285000,2018,2296,3.5,4,37
29366410,78759,30.41033363342285,-97.7650146484375,1985,550000,2018,2806,3.0,4,36
29442382,78727,30.42374992370605,-97.72540283203124,1982,425000,2020,1860,2.0,4,39
29369909,78759,30.42318916320801,-97.77297973632812,1980,355000,2018,1618,2.0,3,41
29371376,78727,30.426937103271484,-97.74976348876952,1960,627500,2020,1610,2.0,3,61
29447175,78727,30.43729782104492,-97.74057006835938,1985,159950,2020,1381,2.0,3,36
29369409,78759,30.424041748046875,-97.7632064819336,1975,512000,2020,1717,2.0,3,46
58305875,78727,30.41560363769531,-97.72830200195312,1980,400000,2019,2084,2.0,3,41
29377169,78729,30.44374656677246,-97.7482452392578,1984,389900,2019,2206,3.0,4,37
29367908,78759,30.419267654418945,-97.77154541015624,1984,475000,2018,2282,2.0,3,37
29438373,78759,30.40979194641113,-97.7353286743164,1982,575000,2019,2613,4.0,3,39
