zpid,zipcode,latitude,longitude
124842807,78744,30.17583656311035,-97.69471740722656
248957890,78725,30.21955871582031,-97.63343048095705
114405941,78732,30.3416805267334,-97.9033203125
29377451,78750,30.444305419921875,-97.80763244628906
83814922,78732,30.37281608581543,-97.9089813232422
58298866,78750,30.37455940246582,-97.78865051269533
111370914,78724,30.27737617492676,-97.62435150146484
29341434,78746,30.31882286071777,-97.80889129638672
29368693,78732,30.41967582702637,-97.8985366821289
79981862,78725,30.23990821838379,-97.57988739013672
145656291,78744,30.164386749267567,-97.72289276123048
29465089,78725,30.224666595458984,-97.63119506835938
83827917,78732,30.342079162597656,-97.90857696533205
241930950,78726,30.43212890625,-97.84231567382812
58298454,78730,30.368019104003903,-97.8419418334961
70323938,78733,30.341930389404297,-97.85636901855467
2080854860,78725,30.239591598510746,-97.57331848144533
29368684,78732,30.41872787475586,-97.89109802246094
29346937,78733,30.340877532958984,-97.88216400146484
29360950,78750,30.37924194335937,-97.78970336914062
145656290,78744,30.163463592529297,-97.72412872314452
29341421,78746,30.318077087402344,-97.81553649902344
29375949,78750,30.439964294433604,-97.79568481445312
145655859,78725,30.23905372619629,-97.5774383544922
83819673,78732,30.41588020324707,-97.8929443359375
29344936,78733,30.33909606933593,-97.8620834350586
29353950,78730,30.36214637756348,-97.79945373535156
249912949,78660,30.41034698486328,-97.63796997070312
29344920,78733,30.33722305297852,-97.8466567993164
89651406,78717,30.49070739746093,-97.79296112060548
2089992289,78744,30.15946960449219,-97.71558380126952
29368449,78750,30.420978546142567,-97.80438232421876
89551588,78725,30.21480178833008,-97.63815307617188
80103408,78724,30.27275657653809,-97.63141632080078
29368659,78732,30.41935539245605,-97.88487243652344
83828934,78735,30.296897888183604,-97.8670654296875
58298947,78750,30.37572479248047,-97.80010986328124
241936636,78660,30.41358184814453,-97.6432876586914
58265948,78750,30.45035743713379,-97.81635284423828
58297915,78746,30.322843551635746,-97.80609130859376
89548573,78725,30.21393394470215,-97.63741302490234
83123896,78732,30.369483947753903,-97.90807342529295
64750934,78733,30.33656883239746,-97.8708267211914
29355947,78731,30.365068435668945,-97.7858657836914
29368658,78732,30.41880989074707,-97.8852996826172
120290135,78660,30.43230438232422,-97.66094207763672
29341415,78746,30.31949234008789,-97.81610870361328
58265946,78750,30.45078468322754,-97.81719207763672
241938280,78744,30.16134452819824,-97.7205581665039
70330433,78733,30.33235740661621,-97.85832214355467
29396905,78724,30.28890419006348,-97.64698028564452
29361022,78750,30.37772750854492,-97.78658294677734
241936634,78660,30.41429901123047,-97.64269256591795
29376446,78726,30.440948486328125,-97.8259048461914
2080460279,78744,30.16262626647949,-97.7193603515625
80093390,78732,30.3413028717041,-97.91954040527344
29343408,78746,30.33099365234375,-97.80457305908205
70330432,78733,30.332693099975582,-97.85801696777344
63835353,78724,30.25202560424805,-97.58260345458984
29396904,78724,30.28885841369629,-97.6471176147461
121719897,78717,30.49062728881836,-97.78954315185548
29351445,78731,30.35277366638184,-97.7920913696289
29368642,78726,30.42227935791016,-97.86302947998048
29370446,78750,30.422138214111328,-97.79623413085938
70352485,78732,30.35432243347168,-97.9112777709961
29344931,78733,30.337703704833984,-97.84771728515624
29459853,78725,30.24517250061035,-97.58602142333984
89663390,78717,30.49170684814453,-97.79071807861328
145654553,78725,30.221006393432614,-97.63418579101562
29341408,78746,30.319255828857425,-97.81330871582033
241936631,78660,30.4138126373291,-97.64387512207033
29376445,78726,30.441150665283203,-97.82589721679688
29373139,78726,30.43374061584473,-97.87350463867188
83124879,78732,30.3430233001709,-97.9109878540039
70336928,78735,30.29387664794922,-97.8753662109375
70338352,78724,30.248918533325195,-97.58234405517578
88014884,78717,30.498477935791016,-97.79045867919922
29351440,78731,30.35316467285156,-97.79170989990234
29370832,78726,30.42353630065918,-97.85972595214844
29368445,78750,30.42145347595215,-97.8054656982422
125158378,78732,30.33176612854004,-97.92328643798828
70338351,78724,30.24901962280273,-97.5832748413086
29342428,78733,30.32862091064453,-97.87297821044922
125792770,78744,30.17824745178223,-97.69378662109376
29355939,78731,30.364503860473643,-97.78728485107422
29343407,78746,30.330684661865234,-97.80477905273438
88013884,78717,30.502241134643555,-97.7890853881836
29368633,78726,30.42263412475586,-97.86044311523438
29374944,78726,30.435869216918945,-97.82595825195312
83824877,78732,30.37175750732422,-97.90902709960938
249891260,78744,30.157695770263672,-97.71268463134766
29344906,78730,30.337337493896484,-97.82333374023438
29351438,78731,30.35307693481445,-97.79139709472656
29342427,78733,30.32834815979004,-97.8731689453125
29368632,78726,30.42250633239746,-97.86056518554688
29396897,78724,30.28982925415039,-97.64745330810548
29372944,78750,30.428726196289062,-97.81062316894533
83124877,78732,30.34336280822754,-97.91098022460938
63837777,78725,30.23153114318848,-97.5876693725586
29461349,78725,30.23805046081543,-97.58654022216795
70336926,78735,30.293949127197266,-97.87610626220705
119984117,78660,30.43283271789551,-97.66364288330078
58298435,78750,30.37151336669922,-97.7883071899414
29368631,78726,30.42238044738769,-97.86068725585938
29343404,78746,30.33127021789551,-97.80536651611328
111373376,78732,30.34079170227051,-97.91032409667967
29376441,78726,30.441387176513672,-97.82626342773438
145656010,78725,30.22078895568848,-97.63388061523438
241936613,78660,30.41394233703613,-97.64264678955078
29342426,78733,30.32803726196289,-97.87335968017578
29351434,78731,30.353260040283203,-97.79042053222656
251030758,78744,30.17500305175781,-97.6939926147461
29368608,78726,30.419288635253903,-97.8603973388672
89551873,78732,30.368995666503903,-97.9127197265625
125792898,78730,30.33440589904785,-97.82910919189452
83827393,78724,30.279062271118164,-97.62841033935548
89551502,78725,30.21377182006836,-97.63745880126952
29374438,78750,30.43627548217773,-97.80500030517578
29342422,78733,30.32906723022461,-97.87272644042967
70331933,78730,30.36246490478516,-97.8138656616211
29368601,78726,30.42037010192871,-97.86131286621094
80104872,78732,30.34372329711914,-97.91596221923828
58298431,78750,30.371234893798828,-97.78775787353516
144176918,78733,30.348594665527344,-97.86572265625
241936608,78660,30.413331985473643,-97.64306640625
29368594,78726,30.42136383056641,-97.86011505126952
29375933,78750,30.43993759155273,-97.7968292236328
29357371,78734,30.372085571289062,-97.91548919677734
29344897,78730,30.337196350097656,-97.82068634033205
70336913,78735,30.293842315673828,-97.87725067138672
64505930,78730,30.38124084472656,-97.81139373779295
64737390,78724,30.287628173828125,-97.64517974853516
88019366,78717,30.503122329711925,-97.7863998413086
241936607,78660,30.413265228271484,-97.64312744140624
29374432,78750,30.43653678894043,-97.80355834960938
29368593,78726,30.422962188720703,-97.86251068115234
249891254,78744,30.15859031677246,-97.71491241455078
29357369,78734,30.37163543701172,-97.91547393798828
120898908,78732,30.344465255737305,-97.90643310546876
79981846,78725,30.24086570739746,-97.57785034179688
29376431,78726,30.44204330444336,-97.82595825195312
29343397,78746,30.33315849304199,-97.80496215820312
29358974,78750,30.37464714050293,-97.79686737060548
111371886,78724,30.278547286987305,-97.62421417236328
29368581,78726,30.422569274902344,-97.86126708984376
79980405,78733,30.331552505493164,-97.85595703125
83124867,78732,30.34182167053223,-97.91043853759766
29339395,78746,30.311016082763672,-97.83000946044922
70992361,78717,30.497051239013672,-97.79515075683594
80104386,78724,30.276824951171875,-97.63174438476562
63835340,78724,30.25141143798828,-97.58064270019533
29357366,78734,30.37078857421875,-97.91522979736328
29372930,78750,30.430532455444336,-97.81375122070312
29368548,78726,30.421504974365234,-97.85586547851562
67415405,78733,30.29961585998535,-97.89527893066406
29353930,78731,30.35880279541016,-97.7865982055664
88019360,78717,30.49406623840332,-97.7969207763672
29459839,78725,30.245859146118164,-97.58499145507812
29363429,78750,30.39308738708496,-97.8046646118164
80104364,78732,30.34135055541992,-97.91712188720705
249891249,78744,30.158916473388672,-97.71544647216795
249891101,78660,30.411134719848643,-97.63988494873048
29368546,78726,30.421497344970703,-97.85620880126952
63835337,78724,30.25190353393555,-97.58092498779295
29341393,78746,30.32272911071777,-97.81066131591795
29566857,78750,30.4632625579834,-97.81148529052734
111372714,78732,30.34095573425293,-97.91325378417967
29376426,78726,30.44259262084961,-97.82620239257812
29363428,78750,30.39285659790039,-97.80449676513672
29342404,78733,30.32772254943848,-97.87614440917967
29368532,78726,30.41982650756836,-97.85623168945312
251030097,78660,30.41496086120605,-97.64429473876952
29459837,78725,30.246564865112305,-97.58329010009766
83815356,78732,30.33798408508301,-97.92537689208984
58298927,78750,30.37234878540039,-97.78695678710938
29396879,78724,30.291004180908203,-97.64351654052734
29368531,78726,30.41954040527344,-97.85643005371094
29343391,78746,30.332538604736328,-97.80589294433594
70352403,78732,30.348796844482425,-97.90283966064452
29375925,78750,30.44138145446777,-97.7961654663086
80104481,78732,30.34349822998047,-97.91891479492188
2079519189,78725,30.23150062561035,-97.5855484008789
29363427,78750,30.392656326293945,-97.80437469482422
70992349,78717,30.49637031555176,-97.79571533203124
249891244,78744,30.159822463989247,-97.71561431884766
29341389,78746,30.320859909057614,-97.8125991821289
90240400,78733,30.33088302612305,-97.87989044189452
249912947,78660,30.4100284576416,-97.6373062133789
29395366,78724,30.289735794067383,-97.66132354736328
88023347,78717,30.4970703125,-97.79075622558594
251034742,78744,30.151573181152344,-97.71981811523438
58298426,78750,30.37074089050293,-97.78797149658205
29348387,78746,30.34600830078125,-97.79971313476562
70330400,78733,30.32828140258789,-97.85839080810548
251032578,78660,30.43364906311035,-97.6554718017578
29368530,78726,30.41957855224609,-97.85676574707033
111372365,78724,30.27958106994629,-97.62531280517578
111973229,78725,30.23169708251953,-97.59081268310548
83830838,78732,30.34847068786621,-97.91878509521484
70992346,78717,30.49666786193848,-97.79542541503906
89550899,78732,30.349687576293945,-97.90381622314452
29344884,78730,30.339374542236328,-97.81781005859376
29374423,78750,30.43739891052246,-97.80229949951172
29368568,78726,30.42145919799805,-97.85759735107422
241931861,78724,30.291261672973643,-97.64215850830078
121657728,78725,30.236879348754886,-97.57853698730467
29358926,78750,30.37439155578613,-97.7957000732422
249891240,78744,30.15945625305176,-97.71625518798828
55299492,78737,30.17957305908203,-97.9572982788086
80104336,78732,30.344783782958984,-97.91585540771484
70352400,78732,30.34939002990723,-97.90281677246094
29341382,78746,30.31919288635254,-97.81237030029295
251030552,78660,30.41420745849609,-97.6439971923828
29374422,78750,30.437091827392567,-97.80245208740234
70992345,78717,30.496437072753903,-97.79521942138672
83818357,78724,30.274185180664062,-97.63250732421876
29462725,78725,30.23242950439453,-97.58869171142578
29351423,78731,30.35234260559082,-97.79283142089844
29461328,78725,30.238656997680664,-97.58609008789062
29340878,78733,30.317249298095703,-97.84424591064452
55299490,78737,30.17897224426269,-97.95841217041016
70352399,78732,30.34956741333008,-97.90281677246094
29395357,78724,30.28877258300781,-97.6601333618164
29462724,78725,30.23230361938477,-97.58878326416016
29372422,78750,30.43033790588379,-97.79794311523438
29340875,78733,30.31758117675781,-97.84160614013672
29368517,78726,30.41860771179199,-97.85771942138672
83823333,78732,30.36952209472656,-97.90782165527344
145657233,78744,30.16329002380371,-97.72315216064452
55299488,78737,30.178998947143555,-97.95619201660156
70992340,78717,30.496109008789062,-97.7945327758789
120900046,78660,30.4328670501709,-97.662109375
70345723,78725,30.23193168640137,-97.59159088134766
70336899,78735,30.295921325683604,-97.87673950195312
83833421,78730,30.360414505004886,-97.84178924560548
70335832,78732,30.35381507873535,-97.90779876708984
29370422,78750,30.42526817321777,-97.7972640991211
125750185,78746,30.321430206298828,-97.81201934814452
70992341,78717,30.496198654174805,-97.7946548461914
145656729,78744,30.17609214782715,-97.69621276855467
2077718915,78726,30.39945983886719,-97.8441925048828
70348219,78732,30.349781036376964,-97.89220428466795
88023921,78750,30.452259063720703,-97.81585693359376
29341366,78746,30.32018280029297,-97.8072738647461
251033728,78744,30.15183067321777,-97.7192153930664
70992334,78717,30.49550628662109,-97.79438018798828
202190487,78619,30.12944030761719,-97.9789810180664
120897535,78660,30.433448791503903,-97.66317749023438
80093353,78724,30.27707481384277,-97.63145446777344
29459824,78725,30.24663543701172,-97.5843734741211
29346897,78733,30.343366622924805,-97.87294006347656
29340866,78733,30.31435585021973,-97.84210968017578
64543920,78726,30.44809341430664,-97.8195571899414
202152984,78737,30.17479705810547,-97.99333953857422
70992331,78717,30.495906829833984,-97.79511260986328
29368502,78726,30.41972732543945,-97.85973358154295
111372345,78724,30.279163360595703,-97.62425231933594
251030534,78660,30.413928985595703,-97.64420318603516
29351415,78731,30.356645584106445,-97.78723907470705
29342397,78733,30.329530715942383,-97.87481689453124
241938219,78744,30.164966583251964,-97.72420501708984
29344861,78746,30.33665657043457,-97.81659698486328
29368420,78750,30.421937942504886,-97.80211639404295
29368500,78726,30.420734405517567,-97.8574447631836
83828324,78732,30.351016998291016,-97.9134292602539
80084981,78737,30.17169189453125,-97.99765014648438
70326844,78724,30.29350280761719,-97.6422882080078
70348860,78730,30.34431457519531,-97.8156967163086
249878946,78660,30.411041259765625,-97.63951873779295
29351414,78731,30.356599807739247,-97.78700256347656
70336895,78735,30.296239852905284,-97.8759536743164
70345711,78725,30.23060607910156,-97.59249877929688
70992322,78717,30.49468040466309,-97.7949447631836
145658498,78724,30.291584014892567,-97.6429672241211
145655717,78744,30.176494598388672,-97.69475555419922
29360913,78750,30.378183364868164,-97.79055786132812
64696895,78735,30.293710708618164,-97.87338256835938
185217321,78717,30.49648284912109,-97.79410552978516
70345708,78725,30.231237411499023,-97.59272003173828
29377417,78750,30.44447135925293,-97.81077575683594
83124822,78732,30.340538024902344,-97.90909576416016
84138980,78737,30.174644470214844,-98.00067138671876
83824836,78724,30.276050567626964,-97.6313705444336
2088560215,78744,30.16153907775879,-97.71651458740234
29363410,78750,30.393129348754886,-97.80248260498048
2099325819,78717,30.48480987548828,-97.78945922851562
70352394,78732,30.35012435913086,-97.89225769042967
29462708,78725,30.23038482666016,-97.59002685546876
29344853,78746,30.338266372680664,-97.80984497070312
83815821,78732,30.34259605407715,-97.90824127197266
64640832,78724,30.28725242614746,-97.64602661132812
29461309,78725,30.24096488952637,-97.58624267578124
55299479,78737,30.1799430847168,-97.95948791503906
29375915,78750,30.43884086608887,-97.79732513427734
70336894,78735,30.29595375061035,-97.8759765625
29344851,78746,30.33783721923828,-97.8102798461914
29351909,78730,30.36137962341309,-97.83877563476562
29439010,78753,30.4066104888916,-97.64604949951172
111371325,78724,30.27993011474609,-97.62618255615234
28594363,78737,30.14106750488281,-97.96988677978516
29461308,78725,30.24083137512207,-97.5863265991211
124843201,78744,30.174867630004886,-97.69400787353516
60138195,78725,30.236913681030284,-97.58863067626952
111969317,78717,30.48973846435547,-97.79603576660156
29370415,78750,30.426225662231445,-97.79673767089844
120895893,78732,30.34696960449219,-97.89127349853516
89551842,78746,30.33677291870117,-97.81272888183594
80094819,78732,30.34322166442871,-97.92060089111328
111372822,78724,30.27876281738281,-97.62339782714844
29471186,78719,30.127161026000977,-97.6809310913086
29459807,78725,30.24645233154297,-97.5837860107422
119620477,78737,30.165699005126964,-97.99436950683594
29372913,78750,30.429946899414062,-97.81389617919922
70992316,78717,30.49448776245117,-97.79454040527344
58297966,78746,30.325796127319336,-97.80976104736328
29351905,78730,30.361438751220703,-97.83341217041016
83817317,78724,30.280479431152344,-97.62955474853516
70352389,78732,30.34956359863281,-97.8930892944336
29372413,78750,30.429636001586925,-97.79704284667967
